DATE_ACCESSED,TIME_ACCESSED,CUSTOMER_ID,SESSION_DURATION
2012-04-12,05:37:26,070809C,4995
2011-10-01,16:32:20,040889C,3934
2023-11-03,19:47:45,047836C,2134
2011-04-09,10:11:56,048211C,1880
2018-04-04,15:41:01,033787C,3109
2022-03-23,14:43:15,017615C,232
2020-10-05,19:46:33,029267C,1552
2005-09-04,17:44:38,014966C,2777
2018-09-02,06:31:26,033377C,3885
2020-12-31,19:23:00,011635C,1677
2018-08-07,07:31:08,091830C,778
2019-01-13,22:25:39,010514C,2345
2009-04-21,18:01:34,074833C,3969
2023-11-20,15:47:58,056689C,83
1998-01-30,14:53:48,074661C,3491
2020-12-09,21:44:18,089873C,585
2020-12-16,07:22:24,023532C,3439
2003-02-18,12:18:31,021508C,3341
2018-01-31,18:40:18,074408C,4034
2004-12-03,18:25:45,044914C,4862
2024-12-19,14:30:35,043117C,3088
2009-07-12,23:41:49,084647C,1452
1999-06-25,18:28:28,061511C,2602
2017-05-19,12:21:14,069417C,3146
2001-12-15,15:09:11,052677C,4132
2019-10-09,08:11:38,083228C,322
1997-03-11,10:00:41,069413C,4321
2019-09-29,18:43:27,011197C,1530
2001-04-09,19:19:34,078733C,370
1997-04-29,10:06:42,020153C,1016
2020-06-30,14:46:51,027263C,2560
2009-08-22,06:37:52,054948C,2248
1997-12-02,19:04:03,074106C,2466
2017-08-29,19:40:19,088968C,4550
2019-12-25,17:04:27,032900C,391
2001-11-28,07:23:00,056777C,2473
2003-06-11,05:02:39,038415C,413
2012-07-12,10:30:41,049048C,725
2018-12-16,05:47:35,031050C,1165
2022-01-21,07:45:04,007128C,1008
2008-10-19,08:31:27,038682C,717
2005-11-13,19:32:46,092474C,1436
2019-02-09,09:54:23,049267C,3518
2018-03-28,07:40:32,032600C,347
2019-10-09,22:15:06,003061C,3157
2021-01-30,21:20:35,040895C,4744
2020-11-06,14:15:36,056659C,809
2013-03-09,17:54:49,094535C,3044
2020-06-28,16:32:23,065955C,231
2007-03-01,09:16:47,007812C,1776
2022-09-15,09:11:07,016470C,4070
2023-05-30,09:17:16,010204C,1197
2020-10-12,10:42:22,043763C,2710
2003-05-06,08:32:50,049178C,4114
2017-04-04,13:20:12,030628C,1008
2018-09-09,12:22:51,069609C,3331
2018-11-15,13:49:59,015799C,3237
2022-07-15,06:40:21,076418C,1957
2016-11-04,18:34:17,089124C,1364
2020-08-14,06:47:17,057784C,711
2019-05-01,18:00:49,083767C,2244
2009-11-23,10:16:23,020800C,4350
2019-04-02,10:31:12,008383C,4704
2019-01-25,07:26:18,044531C,409
2004-08-30,05:51:38,020279C,1359
2007-10-30,17:14:37,064925C,4554
2022-04-29,06:41:34,008960C,1612
2020-01-25,22:42:28,071585C,4919
2020-01-06,15:52:22,047667C,3051
2003-05-04,05:26:23,079193C,1584
2020-06-23,12:46:43,027988C,3214
2021-03-03,05:42:55,089427C,1601
2021-07-28,20:26:48,008725C,3273
1998-08-27,18:24:28,099169C,1818
2001-07-31,10:36:00,025860C,2524
2023-02-11,10:06:09,012302C,2110
1997-10-12,13:33:57,038237C,3510
2010-06-24,18:31:29,082511C,1042
1999-09-25,15:16:16,019079C,2393
1999-07-28,21:01:31,044750C,4268
2019-02-15,11:27:17,088422C,3391
2021-07-29,05:26:35,093360C,761
2020-07-19,13:45:51,056035C,268
2015-10-27,17:34:22,033130C,4559
2021-07-18,19:35:47,058864C,3950
2024-04-20,23:48:01,024488C,2974
2001-12-03,18:04:14,068297C,857
2017-03-11,19:40:08,023124C,4132
2011-06-12,19:55:44,015861C,1325
2020-07-14,13:31:21,071655C,4360
2023-06-02,12:49:02,013371C,3015
2021-01-06,13:25:52,045189C,4443
2018-09-20,08:19:57,032821C,1122
2020-02-10,09:04:59,019765C,2844
2012-03-19,05:31:30,083471C,698
2023-05-20,06:08:40,019850C,3881
2021-02-21,23:16:05,042906C,2537
2015-02-01,09:29:58,029588C,3096
1999-01-19,08:06:39,078146C,961
2009-11-21,14:37:23,096310C,1538
2021-06-23,20:25:25,065960C,1812
1997-05-14,13:31:27,061825C,4097
2021-07-20,09:27:51,062285C,1744
2024-03-12,11:17:04,036495C,1181
2020-09-23,16:18:51,077073C,3745
2012-02-05,10:29:08,029608C,2844
2019-09-26,20:09:06,097196C,4456
2021-02-28,19:46:20,047044C,1486
2007-01-23,15:10:17,080687C,2978
2022-01-02,08:07:24,022773C,2698
2018-10-10,14:21:54,049961C,72
2003-05-23,14:40:11,094859C,1450
2024-10-10,10:30:15,021512C,710
2018-12-04,13:45:06,065406C,477
2006-07-04,07:25:29,079927C,4030
2018-12-15,09:03:58,037419C,986
2016-01-27,08:53:25,078233C,829
2017-09-07,23:37:06,089576C,1836
2023-11-09,14:54:52,060815C,3361
2019-04-24,21:28:44,075157C,2245
2024-10-08,10:41:51,007611C,3366
2012-04-05,10:10:52,052206C,761
2010-08-25,21:52:57,005203C,2989
2019-07-30,19:55:57,034814C,803
2011-06-06,18:51:50,010436C,2536
2021-09-03,06:08:22,028260C,1496
2019-06-27,12:04:08,075935C,3664
2020-02-10,16:48:14,056741C,1051
2012-07-05,11:15:39,092107C,4542
2008-08-30,20:55:21,033819C,4891
2022-06-14,20:32:42,084631C,2271
2019-03-19,05:39:43,068849C,1536
2009-03-04,21:35:45,067702C,962
2012-10-24,10:07:03,098927C,3789
2023-05-17,21:35:39,078763C,4670
2023-06-04,17:55:26,015407C,2660
2018-09-26,15:14:21,094873C,4109
2013-07-11,05:47:30,030706C,1205
2004-01-04,22:54:01,055425C,1193
2020-07-04,08:03:20,029404C,2614
2018-01-06,07:43:03,050713C,1942
2023-12-12,16:24:41,093154C,4403
2021-10-27,16:26:13,075658C,3272
2023-04-07,12:36:00,091671C,3713
2021-12-06,18:09:49,001727C,1707
1997-05-06,09:50:20,001932C,2358
2019-11-11,19:21:33,049493C,3446
2020-07-16,13:33:55,035386C,2553
2018-12-22,22:21:25,093984C,2807
2024-07-16,13:44:00,091179C,1813
2023-05-08,19:48:19,061699C,3362
2020-07-24,09:11:30,091798C,1619
2022-08-21,10:39:59,093767C,1640
2017-10-22,13:32:53,096912C,4207
2002-05-25,10:42:31,049100C,1054
2021-08-10,12:27:11,089314C,1012
2024-01-04,06:33:02,029551C,796
2024-05-23,08:37:08,041417C,1265
2022-01-04,16:23:06,041531C,844
2000-03-25,09:21:36,096230C,4338
2014-01-05,12:48:38,081415C,4730
2024-06-19,14:06:08,082317C,3487
2019-12-23,08:47:57,073513C,1604
2022-08-17,09:11:59,020746C,2236
2010-11-14,15:10:28,038765C,2812
2020-05-20,07:25:00,052985C,570
1997-10-25,18:15:51,034424C,2770
2019-01-11,23:07:21,020425C,596
2020-04-19,20:19:15,016568C,3202
2023-09-08,06:22:21,065408C,1444
2018-05-06,22:17:29,018708C,110
2018-01-01,10:54:09,080328C,4629
2020-03-08,15:43:47,021848C,3780
2021-05-22,07:50:24,095383C,2286
2022-06-23,05:25:54,010460C,254
2022-12-13,19:51:07,030670C,1139
2024-01-15,14:21:19,008572C,1334
2021-05-16,19:00:38,032227C,2719
2021-10-13,18:51:01,033460C,2507
2018-11-14,23:51:51,041292C,1343
2005-09-04,21:55:28,018750C,4436
2021-01-04,09:26:52,061441C,2841
2006-09-21,22:23:37,040158C,1440
2024-06-04,07:15:07,051588C,1716
2023-09-21,11:01:50,064626C,3141
2003-10-02,16:37:16,027018C,3688
2023-01-24,06:19:55,008913C,3711
2018-09-22,12:48:47,075866C,3941
1998-04-15,17:45:51,020081C,2820
1999-06-24,23:22:18,090762C,1393
2006-01-05,13:12:51,087510C,1033
2007-06-24,17:09:19,045035C,2154
2022-07-16,10:55:25,002580C,286
2020-11-22,07:52:11,095187C,3257
2019-01-03,07:43:36,096323C,2107
2022-07-06,11:20:47,036412C,3768
2020-02-13,08:49:10,023201C,1367
2024-06-25,23:38:03,077758C,3647
2019-05-24,11:34:03,055184C,4103
1999-05-26,06:38:12,043384C,1463
2021-07-12,11:33:18,008059C,4769
2020-06-19,23:05:09,077760C,3113
2020-05-28,05:39:21,065554C,2597
2022-06-04,12:37:19,056207C,159
2019-02-22,16:04:21,056044C,2353
2022-11-19,16:52:06,027335C,2520
2022-06-14,16:02:46,051938C,178
2023-05-03,17:00:27,017784C,1972
2019-10-16,23:29:18,020910C,94
2015-02-28,23:29:34,035693C,613
2018-11-24,05:42:02,024036C,804
2011-01-22,17:38:11,043131C,1861
2023-05-26,08:01:55,007712C,394
2015-07-30,14:10:53,023925C,3175
2010-10-22,15:40:26,026140C,4309
2006-07-24,21:51:22,074494C,4941
2007-01-10,06:26:31,028001C,4261
2021-10-06,06:53:53,049085C,1698
2009-09-24,10:36:12,049226C,1799
2016-05-31,08:18:48,039482C,2710
2001-10-08,14:50:09,061338C,1538
2019-05-03,18:17:03,026201C,3194
2019-01-19,08:48:36,028923C,4137
2001-03-07,17:50:14,070818C,3418
2021-03-31,09:35:40,030411C,3685
2021-05-31,16:02:41,007324C,4359
2017-03-11,21:25:31,058339C,1897
2021-12-24,07:34:07,057896C,1315
2019-03-10,14:01:20,058232C,992
2016-02-14,21:39:50,077742C,1532
2023-09-08,13:00:48,031388C,3061
2007-04-03,21:13:45,067883C,3703
2021-01-05,13:49:26,037014C,551
2023-05-18,23:17:12,010366C,2822
2022-01-08,13:31:23,080851C,2467
2011-03-16,13:44:06,079519C,3002
2004-07-01,15:14:15,090538C,1692
2013-04-20,17:07:34,042102C,2119
2022-02-27,16:25:01,093948C,4431
2023-11-29,22:27:43,023129C,957
2014-02-23,11:32:19,063377C,763
2020-09-15,08:32:27,001649C,4588
2013-11-05,09:51:07,099616C,2412
2023-07-19,14:11:31,043279C,2472
1999-02-17,22:37:44,052668C,2030
2012-03-09,11:22:27,057673C,2260
2020-07-21,08:50:08,001631C,3857
2019-03-20,16:32:08,095800C,573
2024-05-04,19:25:49,037405C,4009
2013-12-10,14:30:09,018055C,2381
1998-11-12,07:29:37,061013C,1514
2004-06-02,08:55:25,087403C,1954
1997-12-13,08:27:40,054553C,4839
2021-01-09,22:01:36,017657C,461
2022-01-04,18:33:23,011993C,1922
2021-04-29,12:10:41,003126C,947
2018-02-01,22:38:09,015517C,2484
2015-01-03,21:15:27,040082C,1281
2018-07-26,10:21:11,029854C,238
1999-11-07,08:32:20,023236C,2090
2010-07-11,22:06:47,079399C,3971
2018-01-20,20:18:21,099708C,802
2009-05-16,17:16:32,043312C,2845
1998-06-25,23:21:16,090303C,603
2018-12-27,19:51:08,088030C,373
2023-04-13,19:45:17,058530C,2802
1997-03-17,05:21:46,083993C,2692
2020-04-19,16:46:23,014942C,2996
2023-06-13,17:12:01,046101C,3286
2023-12-14,23:34:19,045503C,3340
2020-06-27,05:34:54,061049C,1033
2004-10-17,18:09:05,098901C,1084
2001-11-13,22:18:12,085784C,3021
2016-07-28,23:05:48,062007C,1886
2020-06-13,15:41:40,049198C,2408
2003-08-03,19:17:40,078485C,3185
2000-09-01,19:00:10,053663C,81
2011-11-06,06:05:23,025715C,504
2021-12-02,12:31:16,055622C,2616
2024-02-04,16:47:41,044192C,4454
2008-04-25,20:39:32,017538C,469
2010-02-24,11:14:06,034364C,1210
2002-10-22,22:05:37,093000C,3612
2020-10-24,19:25:00,023664C,4353
2021-08-03,15:45:33,040430C,1786
2011-11-22,14:35:18,067419C,3352
2019-04-05,06:29:36,024251C,4703
2012-04-19,17:16:35,000406C,2579
2024-01-12,15:36:45,094016C,2154
2019-04-04,21:17:28,001020C,3719
2014-12-01,23:52:19,080106C,2703
2020-09-09,18:55:21,091875C,115
2019-02-06,15:53:37,096204C,923
2019-10-11,23:43:42,071428C,101
2019-08-04,05:01:19,010275C,3849
2012-03-11,05:31:47,096592C,1997
2008-12-17,21:19:50,030450C,2223
2010-04-24,17:38:28,040995C,3965
2011-08-15,05:48:54,031691C,4780
2024-11-11,14:06:21,098557C,806
2013-10-26,19:16:52,061094C,2916
2010-05-02,12:45:11,000030C,4575
2024-03-17,19:16:30,079675C,829
2004-07-28,10:35:03,023867C,2116
2003-10-04,15:23:03,093856C,3204
2021-09-26,10:18:56,071576C,3960
2004-01-12,21:19:20,043231C,2272
2022-12-28,15:04:52,053232C,2919
2024-01-15,19:53:39,079946C,1483
1998-10-10,14:44:16,019278C,4083
2010-04-18,10:15:22,030606C,1971
1998-03-19,06:24:28,047730C,3163
2019-12-29,06:20:01,067968C,163
2023-05-22,13:13:44,090428C,1502
2018-09-21,17:35:03,091373C,2225
2003-06-08,06:00:16,049232C,3526
2021-02-03,23:18:51,078177C,618
1999-01-08,23:21:16,079259C,2799
2002-12-24,21:15:28,014657C,4347
2019-12-26,17:20:02,002895C,4355
2023-03-13,11:45:47,003527C,995
2020-07-13,05:52:46,003025C,4474
2023-03-18,09:51:45,093213C,2034
2018-09-27,22:31:27,020286C,1532
2023-12-31,10:02:23,003157C,2480
2022-05-11,15:40:17,001358C,1936
2006-10-04,06:54:56,067201C,881
2009-02-03,15:36:10,067847C,218
2011-01-30,22:10:37,037322C,1329
2012-09-03,09:35:11,072887C,3397
1998-12-01,16:18:22,095093C,4676
2023-05-18,12:37:58,097522C,141
2014-08-23,16:21:05,056960C,4767
2023-08-31,16:23:04,019293C,3414
2015-09-13,23:16:51,035250C,1291
2011-09-25,21:11:38,045568C,1165
2022-12-10,21:50:59,084440C,973
2012-07-19,23:35:40,047011C,846
2022-03-04,16:16:29,080606C,2208
2020-03-02,17:26:23,057334C,857
2013-04-07,13:54:50,065085C,1529
2004-05-30,07:23:50,060848C,3122
2008-07-21,16:52:09,019032C,3451
2020-04-06,11:10:37,036629C,3826
2018-05-12,18:42:50,070794C,4865
2018-05-17,05:23:08,017901C,312
2018-06-13,23:51:06,014490C,487
2019-05-21,14:39:44,016761C,1692
2020-12-22,12:25:39,078113C,4033
2018-01-13,20:38:27,092095C,3363
2020-06-19,06:19:11,036656C,1430
2023-07-27,15:07:32,082283C,3740
1997-04-28,17:14:45,023667C,1090
2001-11-09,19:50:49,086614C,2629
2018-07-17,16:32:48,075110C,1854
2011-08-20,05:31:44,088388C,1185
2004-08-21,16:00:55,093037C,2410
2023-03-06,12:00:14,089982C,3229
2010-07-28,13:46:40,071255C,4788
2022-09-29,11:49:08,076196C,3256
2019-11-18,20:23:57,030071C,3907
2021-11-10,09:01:47,004686C,4969
2003-08-23,18:22:19,079970C,1227
2008-08-19,20:16:25,037709C,4963
2017-10-11,19:51:59,054522C,1715
2018-11-14,20:48:29,055112C,369
2023-02-27,18:12:33,044745C,2455
2018-09-24,18:06:19,072305C,2274
2007-12-08,11:19:08,076801C,1402
2008-01-26,23:37:51,028300C,1364
2015-04-25,09:16:36,029673C,2407
2012-08-02,06:17:36,081238C,3100
2008-02-22,13:21:45,080682C,4940
2020-03-04,13:54:06,027733C,4604
2018-03-31,06:01:21,067786C,3534
2022-06-10,15:42:37,015735C,1935
1998-08-04,18:42:05,054593C,4914
2019-08-14,13:55:49,034049C,4528
2009-08-17,09:02:00,009545C,1092
1999-10-22,16:51:01,069098C,3112
2019-10-14,21:37:58,086644C,4912
2014-12-05,08:06:39,048196C,4596
2008-11-04,15:41:35,075837C,3356
2003-06-21,07:02:40,039592C,2963
2003-12-10,18:36:44,031249C,1009
2020-02-20,15:05:06,021597C,1185
2007-05-02,10:13:58,072121C,3211
2020-08-28,11:00:33,075441C,2358
2022-05-25,11:32:06,057810C,3033
2021-04-10,15:16:32,025841C,1972
2020-03-02,11:36:03,073345C,4698
2022-02-06,08:16:27,095487C,891
2020-12-04,08:20:21,056065C,998
2024-01-23,08:15:55,066637C,2542
2020-01-16,07:06:25,093255C,3993
1998-08-06,15:14:08,074360C,2009
2007-06-27,23:03:29,066330C,3964
2022-09-11,12:27:55,032829C,2087
1999-07-17,08:21:11,092225C,2479
1997-05-24,19:12:41,053873C,3959
2012-10-06,20:12:51,023672C,3768
2022-03-19,11:53:36,093373C,3369
2011-12-28,13:24:10,024767C,1132
2018-05-28,22:31:07,084723C,1980
2024-11-18,16:43:54,038353C,4695
2011-02-07,14:28:55,022633C,1794
2013-11-16,14:37:20,069813C,260
2012-10-01,06:27:59,025351C,267
2021-09-29,22:50:01,053378C,455
2001-02-05,14:28:21,017389C,275
2018-09-23,17:06:26,081960C,2300
2018-09-11,06:51:21,070514C,424
2005-04-14,08:39:44,018475C,174
2018-11-03,21:40:06,060052C,4752
2024-07-06,06:13:37,066047C,4819
2019-04-23,13:06:06,093516C,1540
2011-03-03,09:35:15,076774C,1955
2019-10-26,13:25:13,073570C,478
2021-10-01,20:54:04,017597C,1931
2017-12-06,19:04:15,097726C,1930
2018-08-28,08:09:27,019108C,4081
2024-12-16,11:35:02,082791C,4585
2021-08-19,17:09:44,080351C,4100
2022-10-03,09:03:56,014123C,2572
2010-07-03,20:42:29,003705C,4945
2018-05-03,18:21:49,061242C,4426
2003-03-21,07:19:55,018245C,4440
2020-02-15,15:52:46,085367C,2548
2013-10-02,21:27:17,035735C,2452
2019-11-15,15:47:20,024302C,1761
2019-02-02,14:19:12,011188C,892
2006-07-29,22:10:20,088723C,1803
2020-12-29,19:55:54,002562C,2065
2007-12-15,16:25:55,094234C,602
2021-09-13,20:28:43,008852C,852
2018-11-30,08:51:33,030109C,2244
2016-01-13,17:25:12,030063C,263
2020-06-06,06:26:27,032880C,2789
2023-03-11,17:02:17,016401C,3938
2022-08-09,23:37:00,036561C,766
2003-12-05,22:15:10,018069C,2781
2024-01-19,21:18:59,053189C,4045
2007-03-05,07:17:09,070212C,1645
2012-02-11,05:45:01,093247C,3679
2014-07-28,21:01:24,014805C,3883
2023-02-22,10:02:10,096322C,135
2021-12-06,16:05:55,078421C,2627
2015-04-29,19:46:32,086700C,1961
2005-12-17,17:03:27,062581C,3748
2020-04-26,10:53:13,046706C,961
2019-12-22,21:06:33,081949C,1842
2018-02-21,22:25:20,021344C,2331
2001-02-13,06:20:43,004481C,2345
2023-03-26,23:53:51,011800C,1579
2000-06-12,05:30:22,018958C,2109
2019-06-21,10:02:45,026742C,4376
2011-03-11,10:27:47,039425C,1688
2005-07-18,22:37:03,047147C,507
2004-07-02,23:49:54,097229C,3087
2020-06-03,19:51:46,019959C,2371
1997-04-20,15:23:08,047008C,606
2024-04-24,22:07:52,084965C,857
2022-07-22,10:21:26,068528C,1836
2022-05-20,16:40:22,080339C,2140
2021-08-23,05:33:51,021628C,577
2018-06-04,18:42:59,020476C,970
2019-01-14,18:29:50,047850C,666
2021-04-10,19:53:40,018736C,1261
2006-05-09,10:26:55,056331C,4658
2019-01-03,16:27:17,084275C,2375
2016-04-17,23:28:34,015109C,2628
2021-01-20,11:35:42,061267C,421
2019-12-15,19:47:46,086183C,4213
2023-09-28,22:34:02,046536C,1672
2024-02-05,22:13:16,050060C,511
2023-12-26,14:24:08,075250C,361
2015-09-06,14:53:13,014702C,3731
2006-09-06,06:27:27,017198C,4569
2019-11-20,05:44:10,085113C,905
2005-04-02,12:55:48,042054C,2261
2018-07-21,21:22:36,087451C,1331
2022-05-29,15:13:42,047643C,403
2020-08-13,17:17:21,000088C,1659
2023-09-28,12:36:37,014908C,4710
2008-03-20,20:50:15,083483C,1742
2005-01-11,10:28:14,043988C,417
2009-10-11,12:25:25,057534C,3523
2023-05-07,05:09:39,046428C,2420
2022-02-01,14:41:02,000313C,4707
2006-11-03,20:24:07,095773C,2916
2016-11-19,19:23:14,034027C,4825
2002-11-29,08:22:42,031359C,3837
2019-03-03,14:18:47,006635C,871
2024-11-20,07:54:42,048434C,4997
2018-02-18,11:31:13,063910C,4063
2022-09-15,17:33:30,036369C,1378
2014-04-05,05:33:29,049510C,665
2020-10-15,15:46:11,074997C,716
2021-02-14,15:29:39,086969C,1640
2022-12-24,18:03:10,069288C,2111
2023-05-27,22:18:54,044872C,3629
2018-03-20,23:00:41,046680C,4099
2001-07-01,14:46:29,054359C,4600
2010-07-17,20:39:04,086170C,2584
2002-05-13,18:29:22,021518C,3684
2019-07-04,20:23:04,038375C,2166
2022-05-05,11:37:08,050661C,4365
1999-09-07,07:11:46,067505C,94
2019-02-26,23:46:49,007369C,4466
2024-07-04,22:30:17,058796C,1545
2004-02-09,18:22:19,045529C,3641
2013-12-25,06:02:15,021832C,3527
2022-11-05,07:02:24,048426C,3908
2024-07-11,08:17:01,069986C,1483
2023-12-02,06:04:01,036958C,2120
2019-10-26,19:48:10,097797C,1837
2005-02-01,12:34:42,025464C,206
2001-07-30,19:31:21,046539C,1301
2024-12-10,06:55:42,009447C,4942
2005-01-12,06:40:14,033617C,3349
2024-06-19,13:50:00,037977C,4109
2010-03-02,08:35:09,030889C,715
2009-02-08,15:40:33,047712C,1703
2023-03-06,11:35:32,097800C,2508
2023-01-11,10:11:22,061319C,611
2001-08-04,18:27:32,094144C,2142
2023-05-09,08:23:25,087000C,1047
2022-03-29,10:52:03,043949C,3406
2018-12-02,05:36:17,025328C,4751
2023-03-29,15:15:48,023012C,198
1997-12-19,06:01:14,099638C,2743
2014-12-29,07:18:16,018526C,3882
2017-05-13,08:27:14,059729C,2229
2009-04-13,23:38:46,066741C,966
2022-02-28,22:07:23,018261C,3023
2021-11-16,13:23:03,006929C,573
2020-08-17,16:17:55,007085C,118
1997-07-06,15:14:13,072907C,680
2019-11-15,22:42:04,072591C,1385
2015-12-25,12:53:35,014412C,787
2002-08-18,21:48:49,033556C,3164
2013-11-29,16:13:29,071342C,4913
2024-11-19,19:32:06,032300C,3686
2024-04-09,11:22:55,001747C,2625
2013-06-11,05:52:57,065482C,3533
2022-08-24,08:20:24,058050C,3518
2007-10-06,09:54:56,086781C,3118
2023-12-28,17:45:35,019310C,2371
2018-09-02,11:50:13,000307C,620
2020-03-16,11:11:12,025468C,458
2001-10-04,17:41:04,024849C,909
2023-02-21,22:39:02,003569C,3048
2010-10-03,16:29:26,098102C,2842
2003-08-01,14:20:27,025895C,1460
2024-12-27,09:42:29,021500C,1203
2020-09-10,16:20:07,046576C,305
2024-09-06,09:44:22,065700C,2726
2020-06-25,08:45:58,007003C,2431
2010-02-24,06:06:44,020111C,3647
2018-07-03,22:55:40,090452C,1947
2004-03-07,20:04:15,019441C,682
1998-05-20,11:22:23,006320C,119
2007-10-21,13:54:43,018470C,138
2005-07-29,06:22:10,042275C,3424
2008-10-03,18:35:57,072826C,1250
2021-10-02,20:34:42,033110C,2633
2004-10-07,05:05:29,080997C,4042
2020-03-19,12:33:03,032139C,951
2020-12-05,08:26:08,000718C,3964
2023-09-18,14:36:24,013119C,105
2019-05-20,22:02:36,092366C,1837
2020-08-05,10:29:11,091025C,3767
1997-08-28,21:49:02,055675C,4230
2021-01-12,20:24:17,066004C,3779
2016-08-06,22:41:40,095275C,874
2022-08-04,23:43:41,052001C,392
2018-06-30,20:17:27,080183C,1906
2024-03-25,06:02:46,025018C,2741
2002-03-24,12:38:37,060124C,249
2021-01-03,11:36:49,051077C,2802
2018-03-10,09:50:18,002818C,4430
2022-03-06,10:27:55,050081C,927
2023-05-05,13:24:13,092061C,574
2018-07-10,16:52:25,079615C,1282
2018-03-18,18:51:34,023534C,4072
2020-01-21,13:27:22,057540C,3066
2018-05-20,17:22:52,006588C,3430
2018-02-08,05:13:59,027974C,3808
2004-10-05,07:20:00,004771C,3133
2023-07-25,18:13:37,004268C,3542
2020-10-11,18:20:07,014687C,198
1999-05-06,14:04:13,036754C,2532
2024-12-25,11:10:15,061389C,4779
2018-07-13,18:40:20,036917C,2461
2020-12-07,10:15:41,007908C,4326
2023-08-25,09:31:41,085029C,603
2011-06-18,19:46:17,074144C,1678
2019-02-27,22:08:40,059548C,2851
2004-06-12,10:49:20,046323C,3364
2021-10-26,14:22:28,094116C,4006
2021-09-14,10:38:29,030518C,1774
2001-11-30,18:41:52,084314C,3642
2021-01-17,15:50:54,028048C,4085
2007-09-11,06:20:31,093800C,3049
2019-07-04,19:04:05,069253C,4441
2008-04-08,14:39:27,026462C,2856
2024-03-12,19:07:22,080467C,3721
2024-09-05,18:34:02,025748C,3322
2024-05-10,05:22:49,094134C,248
2021-06-23,20:32:39,043614C,3547
2010-02-06,06:19:32,007869C,4454
1997-05-29,22:13:43,033896C,1000
2021-06-25,08:35:03,002706C,2209
2006-01-20,06:28:43,035792C,1283
2022-07-17,05:38:41,079046C,3390
2015-02-28,13:39:47,044418C,4421
2024-11-04,12:18:10,028227C,2079
2024-04-04,11:31:47,011170C,2048
2023-11-04,13:52:22,050384C,1603
2023-12-31,15:09:04,006434C,3209
2012-10-27,11:53:39,092678C,1768
2024-06-16,10:31:44,090104C,2529
2018-05-11,08:49:45,088753C,2580
2016-04-18,06:22:05,043910C,3747
2001-04-02,20:24:17,097036C,1882
2021-06-24,16:33:59,048031C,954
2021-04-27,15:25:23,077552C,1028
2019-06-17,09:39:30,093118C,4863
2018-01-10,21:22:51,088935C,2244
2022-04-05,09:51:04,072780C,1316
2001-10-13,06:44:57,088991C,1860
2023-04-17,16:46:24,023865C,4640
2014-07-26,08:44:47,012942C,4181
2024-03-25,20:01:49,099639C,1719
2023-12-14,18:01:26,005540C,3543
2019-04-06,22:15:06,010236C,717
2018-09-05,15:26:34,015755C,2570
2020-10-22,20:29:11,009769C,4841
2020-01-08,21:34:30,088315C,3043
2003-01-29,05:21:48,019698C,2905
2020-02-06,22:17:03,014389C,573
2018-03-10,10:50:52,029630C,4105
2024-11-10,14:40:32,044643C,1307
2002-10-29,07:43:15,088434C,4164
2024-04-26,10:29:02,074647C,1051
2024-09-13,16:48:21,010396C,3562
2016-03-07,08:53:26,085561C,4037
2019-06-07,23:32:56,047915C,789
2024-02-09,23:29:19,001394C,308
1999-10-02,20:07:42,041201C,4653
2021-08-20,08:39:50,057627C,3103
2017-06-04,23:48:11,038253C,2604
2018-11-19,10:21:52,073842C,3972
2012-08-24,15:40:53,041981C,4467
2024-01-16,16:21:36,066527C,3716
2002-03-10,18:36:47,081255C,4772
2017-07-25,18:30:12,083074C,1367
2018-05-05,11:02:31,091863C,70
2005-09-02,10:33:13,053014C,978
2020-11-23,18:12:33,047537C,235
2009-11-22,10:07:26,039872C,2807
2018-03-26,12:43:29,006806C,548
1998-04-26,11:33:06,012120C,912
2022-03-23,07:39:05,090211C,137
2018-10-06,10:16:59,081868C,3810
2021-01-18,09:19:42,093310C,2465
2020-06-28,23:39:14,024565C,2698
2002-03-19,09:46:40,034084C,4117
2012-09-01,11:15:08,011697C,3285
2020-01-04,06:37:11,021933C,217
2014-05-07,06:27:02,039506C,1286
2009-03-09,14:04:42,084096C,1643
2002-08-08,19:24:27,072169C,3936
2010-11-07,07:45:22,004647C,4087
2020-11-15,05:42:02,078015C,1002
2020-04-18,20:28:12,053084C,3726
2024-10-31,13:15:02,082658C,1930
2022-03-10,15:50:46,084784C,4208
2010-06-09,06:25:23,016117C,1763
1997-08-01,11:20:01,070809C,922
2007-08-28,12:51:22,040889C,4957
2022-07-06,22:25:17,047836C,1694
2020-06-14,19:28:29,048211C,1853
2022-09-07,23:05:49,033787C,4170
2021-12-27,08:51:21,017615C,4845
1998-04-09,13:45:48,029267C,3608
2024-07-29,11:08:06,014966C,2053
2022-07-11,11:19:16,033377C,455
2022-11-08,09:34:31,011635C,2215
2022-09-12,07:07:48,091830C,1705
2020-03-26,21:15:14,010514C,1136
2023-11-04,20:55:52,074833C,4120
1998-05-20,16:27:34,056689C,1514
2012-08-04,23:39:08,074661C,4912
2021-05-12,17:23:46,089873C,4406
2024-02-20,11:22:14,023532C,4153
2019-01-08,06:49:26,021508C,3861
2010-10-26,15:12:20,074408C,1396
2008-11-15,20:48:04,044914C,4621
2022-03-22,17:52:19,043117C,4755
2018-06-08,12:42:01,084647C,3954
1997-10-14,11:28:18,061511C,4892
2006-05-16,14:00:45,069417C,2935
1998-03-31,07:00:38,052677C,264
2020-02-28,06:09:05,083228C,508
