DATE_ACCESSED,TIME_ACCESSED,CUSTOMER_ID,ACCESS_DURATION
2023-04-19,21:21:23,189524,1:29:58
2023-11-27,20:35:14,766452,1:56:04
2024-02-22,09:47:32,363182,1:58:43
2024-09-20,08:21:57,759694,0:56:18
2024-10-10,13:29:50,404708,1:33:18
2023-04-24,13:45:46,020024,2:36:43
2023-10-28,21:50:18,119816,0:37:48
2023-02-14,16:59:43,655280,0:59:18
2023-07-13,01:22:31,417647,1:00:05
2024-10-06,12:30:53,861641,0:15:41
2023-10-13,06:31:40,064299,0:01:14
2024-08-27,12:55:24,856010,2:54:16
2023-11-07,11:20:39,424473,2:36:52
2024-09-21,01:43:43,010334,2:05:50
2024-10-27,11:48:00,139333,3:01:10
2024-01-27,13:44:53,863446,2:42:56
2024-10-14,15:16:06,797370,0:20:02
2024-03-25,06:51:28,434424,2:15:56
2024-09-18,23:12:37,470457,0:01:11
2023-05-28,06:28:04,280294,2:31:11
2023-08-26,05:00:47,081252,2:54:44
2024-08-27,21:21:04,779895,2:28:18
2023-10-15,02:22:41,637593,3:55:59
2024-03-22,01:02:09,334884,3:52:33
2024-01-26,05:12:16,215790,2:51:23
2024-07-26,05:08:36,954432,0:26:04
2023-03-11,08:40:09,314113,2:32:05
2023-03-09,08:34:40,666865,1:20:53
2024-01-18,20:25:09,083238,1:27:42
2024-09-02,10:47:51,510058,1:01:03
2023-09-23,19:41:52,290404,3:04:29
2023-05-26,14:09:47,808449,3:22:20
2023-01-20,15:33:30,857135,3:50:32
2023-01-21,21:26:22,533053,0:32:29
2023-04-13,22:36:22,940074,2:42:51
2023-02-02,09:41:04,519259,0:40:38
2023-12-29,09:07:56,314875,2:07:37
2023-10-04,15:50:30,422920,0:46:22
2024-04-01,01:08:49,071241,1:32:17
2024-03-11,10:19:00,387515,0:52:05
2024-10-30,02:45:09,884579,1:59:12
2023-09-27,14:35:10,025407,2:30:17
2023-02-01,07:13:32,667115,1:36:00
2023-01-16,06:13:51,082498,3:56:22
2023-10-13,22:03:03,888790,3:05:50
2024-10-09,07:14:48,161347,2:52:56
2024-06-08,23:21:46,701114,1:30:31
2024-11-21,06:29:45,512963,1:02:30
2024-04-28,15:03:44,529501,1:31:09
2022-12-10,04:38:43,476867,2:07:29
2023-09-10,08:17:09,038934,0:51:36
2023-10-29,12:41:12,735727,1:20:13
2024-01-31,01:04:37,045638,0:31:01
2023-10-17,02:47:37,529433,2:50:51
2023-08-16,05:28:47,419744,1:52:02
2023-09-04,18:14:35,438624,3:19:05
2023-04-08,08:39:04,342693,1:17:09
2023-06-07,16:20:01,214857,2:22:11
2023-07-18,09:19:48,330075,3:50:41
2024-11-02,20:17:02,801845,1:45:16
2024-06-30,18:55:58,932692,3:33:49
2024-06-22,22:47:37,877511,1:49:10
2023-08-20,21:50:09,034725,0:27:18
2023-07-30,12:35:47,974326,0:52:50
2023-11-12,05:56:17,182408,0:02:45
2023-01-09,03:36:09,309364,1:05:11
2023-12-27,15:52:57,837374,0:21:01
2023-01-11,11:03:40,716764,3:34:35
2023-09-28,11:02:51,936241,1:10:58
2023-07-10,03:44:51,342780,3:14:26
2023-12-18,00:35:51,129270,1:57:12
2023-06-17,09:24:31,145928,3:06:39
2024-05-31,20:57:22,257923,2:36:01
2024-05-29,03:05:00,158306,2:03:22
2024-08-18,14:19:34,957399,3:25:50
2023-09-23,14:12:24,563232,0:56:52
2023-07-22,06:51:46,072341,1:24:37
2023-05-01,06:13:59,080573,3:44:26
2024-03-30,03:25:28,805290,0:46:23
2023-01-19,00:17:08,276318,0:40:27
2022-12-16,05:37:59,700703,2:30:19
2024-03-14,22:40:20,887639,0:06:40
2024-08-02,23:46:17,035378,1:42:20
2023-02-25,12:30:50,032889,1:09:10
2023-01-24,08:20:02,568043,0:56:56
2024-05-17,03:21:09,992753,1:24:36
2023-06-06,20:36:15,752473,0:17:51
2024-06-19,18:11:19,289710,2:03:12
2024-07-08,22:00:57,512182,1:36:11
2024-09-08,19:04:50,682487,2:07:17
2023-03-18,07:19:14,989630,3:19:02
2023-07-16,21:16:32,283546,3:56:34
2024-07-30,16:12:42,053173,0:13:55
2024-05-12,15:56:30,712754,0:35:42
2024-10-09,01:58:41,493142,0:52:59
2023-12-09,08:12:14,501525,2:45:43
2024-04-14,17:40:10,876783,3:27:06
2023-01-10,05:34:51,814488,0:42:13
2024-05-19,12:13:01,918619,2:56:15
2023-02-04,13:59:35,567744,0:38:56
2023-03-17,02:56:54,813575,3:37:37
2023-08-04,13:57:49,678304,0:32:48
2023-12-06,13:27:23,457257,2:39:31
2023-06-18,01:04:25,801501,3:53:29
2023-06-25,20:09:05,085681,3:59:10
2023-03-02,13:08:43,505051,1:42:24
2023-04-12,12:55:57,966332,0:44:58
2023-10-29,20:46:30,478604,1:54:27
2023-02-09,01:22:56,277767,3:02:19
2024-07-16,17:01:06,159799,3:05:41
2023-04-28,13:18:50,200360,0:12:45
2023-11-21,03:56:31,318363,1:14:49
2023-06-11,02:24:19,776850,1:15:03
2024-04-10,15:23:14,157432,1:44:35
2023-08-07,09:27:27,265601,3:53:41
2024-03-19,17:34:47,325330,1:49:13
2023-08-06,13:57:43,832989,0:30:39
2023-01-19,10:39:13,726109,3:43:00
2023-10-16,15:28:01,287097,3:05:34
2023-12-03,13:12:12,347961,3:19:28
2024-01-07,09:01:19,433475,3:25:47
2023-01-19,08:06:50,197228,2:37:01
2023-03-06,18:36:55,176736,2:59:50
2023-11-30,18:34:23,134792,0:05:39
2024-02-01,08:05:54,232531,3:43:43
2024-02-03,08:06:59,912094,1:16:18
2024-07-13,15:48:06,992863,2:34:22
2023-07-17,21:56:03,642413,0:54:41
2023-11-11,02:53:30,015233,2:04:00
2023-11-17,14:31:05,617271,2:29:57
2024-04-17,05:38:24,704208,1:57:15
2024-11-13,01:20:47,898302,2:09:06
2023-06-08,11:21:30,888029,0:18:38
2023-12-11,14:37:32,930970,3:44:36
2024-01-23,07:12:29,605633,0:16:13
2024-11-14,02:17:32,242511,1:31:38
2023-07-27,22:34:57,942809,0:20:58
2023-09-28,09:00:37,753998,1:29:59
2023-11-15,02:42:00,396932,0:13:13
2024-11-21,06:45:53,050360,3:55:54
2023-10-12,23:28:39,181469,0:41:18
2024-02-14,13:34:44,176046,1:21:54
2023-01-17,03:36:06,891903,1:29:47
2023-12-19,12:50:48,726149,3:25:42
2023-03-24,11:44:31,382040,1:22:59
2024-06-10,01:11:41,376657,3:50:17
2023-02-22,02:21:46,512244,1:42:22
2023-02-24,00:41:48,819546,1:11:44
2023-05-21,09:48:36,341281,2:50:52
2023-04-13,08:03:50,109106,2:04:27
2024-10-07,17:30:54,913362,3:55:22
2024-02-21,17:40:33,827207,2:07:48
2024-09-11,04:50:54,567789,3:45:38
2024-03-21,09:38:34,009641,1:33:20
2024-06-06,17:13:20,577001,3:01:16
2023-11-10,20:34:27,580172,3:39:16
2024-05-19,14:26:18,907261,1:09:05
2023-02-22,06:29:28,829719,3:05:20
2023-12-06,08:32:28,681104,0:26:39
2023-09-14,06:10:28,087829,1:10:04
2023-08-23,16:29:02,851677,3:55:42
2024-06-17,22:31:45,230351,2:03:09
2024-11-07,18:55:01,727779,0:29:32
2024-03-11,05:04:11,015880,0:29:59
2024-02-01,19:33:15,042865,2:04:24
2023-11-02,02:51:14,121016,3:21:42
2023-06-09,07:13:56,981092,0:11:07
2023-10-08,18:35:21,147229,2:53:32
2023-10-15,06:21:47,703811,1:53:16
2024-10-27,06:52:04,081518,1:09:50
2024-01-22,11:07:52,486116,2:16:58
2024-03-15,20:58:01,894234,0:05:37
2023-03-04,03:05:32,603247,3:10:42
2023-08-10,00:19:06,151703,3:45:15
2023-01-24,01:01:44,795670,3:36:05
2024-05-13,00:59:42,992182,3:10:53
2023-08-22,01:30:20,979270,0:23:08
2024-06-10,01:47:38,117701,0:42:06
2024-04-06,04:22:09,728744,0:05:44
2023-09-26,02:38:37,367068,2:16:20
2023-02-20,17:40:34,521829,2:32:28
2023-10-28,12:47:05,822617,3:59:15
2023-05-07,16:52:45,416449,3:25:02
2024-08-18,08:15:57,850826,0:01:26
2023-10-08,18:43:51,866573,3:05:18
2023-03-02,14:32:20,884099,2:04:08
2023-12-03,06:08:38,856022,1:40:23
2023-09-25,21:10:22,882519,3:23:27
2023-06-22,07:32:44,446981,1:28:11
2023-04-21,11:04:09,378670,0:21:19
2024-07-07,23:08:11,782366,3:56:54
2022-12-31,13:02:00,220681,3:04:30
2024-03-21,05:12:47,040308,1:51:03
2024-05-11,17:41:00,777168,3:51:09
2024-02-28,05:29:34,620327,2:26:02
2023-01-03,17:44:37,299505,0:33:34
2023-04-06,18:50:40,943279,1:50:41
2024-01-22,03:46:04,679110,2:16:52
2022-12-08,22:03:59,488141,3:02:02
2023-01-27,21:55:37,979433,3:23:16
2024-07-08,12:20:27,942916,3:52:05
2024-09-02,03:21:13,794646,3:15:38
2024-04-29,12:44:33,057008,3:08:35
2024-10-15,12:27:25,526065,1:29:39
2024-11-18,23:50:40,266816,2:58:06
2023-06-24,09:27:23,284431,2:26:30
2023-09-21,09:48:42,175976,3:23:51
2023-06-19,11:40:17,102847,3:43:55
2022-12-23,05:30:12,785946,2:11:15
2024-06-26,09:26:08,432000,0:17:01
2024-02-22,11:29:47,434433,0:00:15
2023-09-05,15:24:04,797222,2:49:57
2023-09-24,02:50:00,252101,0:58:04
2023-12-23,00:41:26,172972,3:01:56
2023-01-26,15:28:00,466174,2:13:38
2024-07-23,05:22:44,580460,3:48:41
2024-10-30,01:56:01,644678,3:58:19
2023-07-05,15:49:21,685074,0:29:20
2023-02-05,07:15:45,570283,2:00:57
2023-07-14,00:39:12,130277,2:36:53
2022-12-26,14:40:55,387792,0:44:00
2024-09-22,15:42:34,872914,1:11:55
2024-06-16,21:11:21,432274,3:19:25
2024-07-19,00:36:23,796311,1:00:13
2023-03-24,03:34:27,539781,3:35:06
2023-05-05,23:17:59,074725,0:47:07
2024-11-06,08:53:01,075934,2:37:07
2024-10-28,05:57:28,307106,3:55:21
2024-01-12,11:16:19,195954,2:23:24
2023-06-15,03:09:36,906847,3:44:20
2024-03-11,09:27:46,946740,1:10:26
2023-06-07,18:28:10,018389,0:49:10
2024-03-02,04:38:57,646308,3:45:29
2024-01-24,14:01:52,075950,0:00:51
2023-07-04,07:41:04,730773,1:43:09
2024-08-14,21:16:30,548705,2:21:17
2024-05-30,22:06:10,840592,1:54:08
2023-06-30,09:33:00,684894,3:39:23
2022-12-17,04:56:41,418123,0:51:40
2024-10-17,12:42:40,848731,0:58:42
2024-09-02,22:34:22,438046,1:40:16
2023-03-18,01:45:23,590680,2:38:32
2023-10-21,21:33:44,991358,3:38:45
2024-04-21,02:45:54,150026,2:33:58
2024-05-30,10:04:57,548035,1:36:13
2023-11-12,13:31:24,635672,2:38:46
2024-05-11,07:30:07,223856,2:14:58
2024-07-20,14:53:58,414671,3:40:31
2023-11-20,19:19:31,919632,3:22:20
2024-03-22,16:25:29,817345,1:28:47
2024-02-22,21:49:47,011640,0:15:05
2023-10-21,14:11:01,123790,0:39:53
2024-06-21,06:20:00,139075,2:07:10
2023-10-09,04:28:29,266974,3:19:07
2023-12-18,19:35:46,058795,2:05:35
2023-05-02,23:15:01,166562,0:32:33
2023-11-08,06:13:23,723892,2:28:42
2024-02-19,08:39:17,326551,0:25:13
2024-03-24,16:57:31,339517,2:52:10
2024-01-29,14:17:10,242097,1:47:15
2023-02-14,00:26:47,293910,2:09:40
2022-12-26,22:39:14,039654,3:14:14
2023-08-29,03:03:42,868686,1:22:03
2023-10-13,22:08:36,427802,1:47:47
2023-05-18,21:36:22,581535,2:03:35
2023-12-18,00:48:52,186403,3:49:08
2024-06-02,22:00:42,285132,0:57:34
2023-09-23,07:27:34,937573,1:44:23
2023-12-17,20:11:44,287758,0:09:30
2024-06-11,13:10:42,464663,1:40:48
2024-05-09,03:54:28,998316,1:41:40
2024-11-20,13:41:28,338566,0:34:12
2024-05-27,18:16:18,514873,0:24:40
2024-06-02,06:02:14,217639,3:02:16
2024-01-07,12:50:44,850684,1:50:04
2024-05-16,23:44:11,580904,1:47:28
2024-03-22,12:52:17,608342,3:29:19
2024-09-17,12:30:22,951269,1:46:41
2023-09-28,13:10:21,893309,1:13:03
2024-02-03,10:51:04,190747,2:54:27
2023-06-25,11:35:11,419909,1:11:03
2023-02-15,21:54:02,517601,3:51:25
2023-01-17,12:22:18,852230,2:12:30
2024-08-17,01:33:17,940462,3:29:44
2023-07-16,19:58:39,488028,1:42:29
2024-02-08,07:04:19,424558,3:59:59
2023-03-28,02:55:38,407593,1:45:00
2024-10-14,11:19:47,693317,1:35:38
2024-06-27,19:13:02,107447,1:29:39
2023-04-07,00:22:55,744752,0:43:24
2023-05-08,10:24:56,477654,0:23:17
2023-04-04,06:51:59,318538,2:03:54
2023-04-30,03:06:26,448255,3:21:13
2023-04-26,00:12:26,849263,3:17:23
2024-04-25,08:04:04,094653,1:40:41
2024-03-14,12:06:08,235324,3:38:47
2024-06-02,20:42:02,343656,0:14:47
2023-04-06,01:37:31,626567,3:52:29
2023-10-14,16:39:15,786588,1:38:01
2023-07-08,05:33:18,341221,2:40:55
2024-05-25,03:41:44,956602,2:21:13
2024-07-31,04:31:43,389851,1:18:25
2024-07-30,20:07:55,033829,3:29:03
2024-10-11,17:15:18,268512,1:57:03
2023-10-28,23:07:08,090252,3:43:23
2022-12-27,05:39:26,738025,0:09:52
2024-08-04,20:20:14,808375,2:37:49
2024-09-07,07:53:59,308621,2:58:12
2023-03-28,19:43:12,662574,2:47:41
2024-09-22,07:39:59,644891,0:02:43
2024-01-01,20:04:17,279762,2:54:03
2023-08-21,10:22:39,618948,0:32:08
2023-05-09,21:04:59,430676,3:56:42
2024-02-08,04:08:10,922743,2:09:44
2024-05-12,06:09:11,430788,3:49:52
2023-07-12,01:07:36,874596,0:26:53
2023-09-10,10:23:02,513985,2:53:31
2024-01-09,06:23:07,700668,3:00:11
2024-09-04,10:58:29,923558,2:50:10
2024-07-18,23:49:09,143336,2:57:00
2023-04-18,13:09:14,126591,1:54:24
2023-06-22,01:36:56,699570,1:32:52
2024-07-22,16:30:06,181607,2:30:11
2024-07-09,11:22:27,360465,2:42:36
2023-02-04,22:07:48,036868,0:52:42
2023-04-16,16:20:42,303755,0:46:51
2024-10-16,09:38:53,843552,1:57:18
2023-03-29,05:08:27,387690,1:01:43
2024-02-01,02:33:53,090996,0:28:41
2024-02-20,19:51:55,040854,2:58:01
2024-09-18,22:50:28,672390,2:40:49
2024-04-30,03:04:37,375777,1:50:14
2023-03-29,08:39:12,932658,0:27:14
2024-06-22,07:05:03,764785,2:19:41
2024-09-14,04:12:54,453182,0:14:37
2023-04-04,06:11:31,013056,2:50:05
2023-03-11,01:39:18,300834,3:24:36
2022-12-27,21:48:53,524199,1:45:56
2024-07-16,01:18:14,607122,3:19:29
2024-07-30,01:53:17,848317,0:05:02
2024-02-04,04:04:17,707391,3:01:20
2023-01-03,06:26:23,439905,0:59:56
2023-11-22,14:58:38,444888,1:54:18
2023-07-05,00:30:42,648294,0:19:20
2023-09-23,18:12:45,863122,2:33:34
2023-11-09,10:31:02,130755,2:21:51
2023-05-19,23:26:26,292233,0:52:39
2023-05-13,02:35:33,938449,2:21:25
2024-05-31,08:58:56,473032,0:14:45
2023-06-27,10:43:09,971550,1:53:22
2023-05-27,05:41:32,035706,0:54:11
2023-09-28,15:39:05,333413,1:48:49
2023-05-08,04:21:50,419284,0:17:50
2024-10-06,18:42:45,094180,2:32:20
2023-02-17,22:32:48,165789,3:06:31
2024-01-30,09:19:01,216727,2:40:08
2024-03-17,02:45:48,439442,2:01:03
2024-04-02,09:11:36,683489,2:54:47
2024-09-15,15:49:43,812229,1:11:48
2024-07-24,05:10:51,202809,3:57:19
2024-08-09,19:07:48,437696,3:43:34
2023-08-21,22:43:19,279691,1:48:54
2024-11-09,05:37:21,882359,0:47:44
2023-06-14,11:12:51,645709,2:56:33
2024-05-06,16:14:21,659525,0:14:01
2024-01-23,11:42:15,854980,3:09:49
2024-03-30,18:26:57,349078,0:20:21
2023-06-23,15:39:53,751456,0:31:30
2024-02-07,18:04:23,142675,1:57:21
2023-07-15,16:06:30,002271,1:31:36
2023-05-08,20:00:48,176762,1:07:06
2024-07-19,03:21:05,177156,1:14:41
2023-11-17,09:38:18,902513,3:37:53
2024-02-03,21:56:07,056871,1:58:36
2023-07-16,09:54:56,239856,2:09:13
2023-09-21,09:50:16,088331,0:03:04
2024-10-09,14:29:48,092467,3:12:17
2024-03-25,13:45:16,683838,1:13:13
2023-12-27,18:42:48,551760,0:32:09
2023-09-02,07:43:47,859718,0:28:39
2024-04-05,19:43:52,023357,1:18:03
2023-11-08,01:17:08,478876,2:49:12
2024-04-26,06:13:50,080186,3:39:19
2024-10-10,21:51:45,570081,2:34:21
2024-01-11,13:56:03,679663,2:54:53
2023-10-19,06:48:13,590732,3:16:02
2024-04-28,22:42:13,931104,1:34:30
2024-02-01,15:13:19,494472,1:48:37
2024-09-13,23:23:43,932363,1:37:39
2023-10-01,02:13:52,909547,2:30:17
2023-01-27,13:21:21,087947,0:59:48
2023-06-05,11:22:58,736659,1:49:17
2023-05-03,02:32:32,788648,1:32:43
2024-01-16,21:01:09,762464,1:32:11
2023-06-12,17:05:09,165426,3:19:07
2023-05-22,03:40:46,921733,1:58:34
2024-03-20,20:03:55,544821,2:35:56
2024-03-10,23:40:23,604341,0:49:58
2024-06-14,00:52:25,349807,3:49:08
2024-08-01,21:46:31,015934,3:57:11
2023-04-18,19:14:05,545028,1:01:45
2024-05-20,15:37:47,791951,0:15:46
2024-08-11,14:46:14,070437,3:42:33
2023-07-26,11:55:33,848817,0:06:19
2024-06-13,17:13:10,905628,0:33:41
2024-09-15,22:28:56,949481,3:03:00
2024-01-29,07:33:08,881134,3:50:06
2023-01-17,01:42:44,673236,2:05:44
2024-07-08,22:25:50,106300,3:28:14
2024-10-17,05:10:29,426162,2:24:05
2023-10-29,14:24:05,993023,1:46:52
2023-06-26,16:02:59,396260,3:08:21
2024-08-09,13:00:39,165271,0:15:02
2024-02-15,10:39:57,573558,1:42:41
2024-08-23,16:11:53,072153,1:13:59
2023-12-09,12:43:30,951630,3:39:39
2023-12-22,00:12:10,514400,3:39:53
2024-01-07,19:55:02,428549,1:55:14
2024-03-19,10:24:49,101365,0:19:38
2024-08-31,13:15:15,741935,0:14:55
2023-11-21,17:51:38,482590,3:40:18
2024-07-28,03:53:40,715264,3:51:53
2023-03-17,08:53:31,637839,3:11:54
2023-02-10,18:19:36,960903,1:31:53
2023-05-11,18:33:29,753126,0:29:21
2023-03-28,01:46:18,172263,3:22:40
2023-04-06,08:12:16,296748,2:07:29
2023-08-13,07:51:37,129417,1:30:54
2024-06-01,20:11:09,734578,2:53:17
2023-06-21,15:20:23,340025,1:42:13
2024-05-17,05:09:29,527526,1:03:27
2023-01-17,00:18:34,037067,0:41:34
2024-10-17,15:45:57,473153,2:15:52
2023-11-28,00:42:12,371550,3:15:01
2022-11-28,06:30:35,551354,3:11:32
2024-02-22,01:41:31,268128,3:01:25
2023-11-29,21:05:36,865649,1:29:57
2024-10-25,08:13:42,488540,1:28:38
2023-08-12,00:39:05,603555,0:58:08
2023-10-25,01:56:55,377627,1:58:47
2023-09-28,15:37:16,004360,1:50:14
2024-06-13,10:49:03,581951,0:19:12
2023-07-11,01:17:12,349632,1:49:48
2024-07-08,19:18:48,138228,1:50:05
2023-02-21,10:56:08,599891,3:09:11
2024-02-24,22:48:44,894216,2:13:00
2023-04-03,00:34:45,811468,0:42:33
2024-02-11,13:46:06,731317,2:07:20
2024-11-07,18:00:21,656394,1:09:30
2023-12-23,11:36:27,840204,2:06:12
2023-04-01,05:32:47,039860,3:21:13
2023-01-04,18:59:28,933842,2:10:02
2024-11-21,19:10:11,892609,3:18:11
2024-09-09,22:51:44,933704,2:18:59
2024-10-27,21:22:47,563279,3:59:42
2022-12-16,06:49:40,261351,3:07:15
2022-12-13,18:47:36,219913,3:41:25
2024-09-18,05:55:56,912055,0:24:48
2024-01-02,23:43:50,935974,2:09:03
2024-02-07,22:14:03,109176,0:28:28
2024-10-18,11:38:20,896408,2:08:42
2023-04-07,01:09:14,362322,3:45:46
2023-10-26,17:38:28,732678,2:25:03
2024-04-06,06:23:18,534138,1:21:33
2023-08-10,09:44:26,589412,1:56:47
2024-05-21,15:35:36,442704,3:14:16
2022-12-13,22:53:19,746702,0:22:50
2023-03-09,22:01:42,552421,2:11:15
2023-06-21,09:08:21,325746,1:26:57
2023-11-30,10:09:59,205443,1:31:45
2023-01-21,21:24:01,785039,0:47:21
2022-12-10,12:41:31,145163,3:48:24
2023-01-09,00:31:00,289745,3:48:15
2023-04-01,21:04:38,095370,2:39:19
2023-09-11,09:42:34,278439,0:42:06
2023-01-14,12:56:03,729759,3:32:36
2024-07-30,23:15:25,605581,2:53:41
2023-01-25,09:40:37,147038,2:16:03
2023-09-05,05:58:44,198086,1:42:02
2023-03-14,11:20:39,022215,3:38:30
2024-06-12,16:35:09,005961,3:35:17
2022-12-30,10:04:16,828723,0:33:04
2023-12-27,23:59:40,933437,1:14:13
2024-07-07,18:52:57,477068,2:44:19
2023-11-16,08:14:56,811664,3:18:25
2023-01-14,03:47:10,527210,1:05:17
2024-10-11,06:02:49,407858,2:23:09
2023-01-03,17:57:01,446132,3:19:30
2023-04-12,21:05:42,990855,2:42:37
2024-09-24,17:38:54,506238,0:35:06
2024-04-28,15:42:07,661496,1:43:32
2024-10-27,07:53:54,085947,0:19:17
2023-11-17,08:35:13,184349,1:35:43
2024-07-18,02:21:48,181133,3:13:29
2024-10-04,06:55:09,620483,2:05:45
2024-06-29,07:23:01,133736,0:02:04
2023-11-05,00:37:02,833317,3:10:41
2024-11-12,17:24:58,515808,0:25:15
2024-06-05,03:21:10,510406,2:23:36
2024-08-25,17:44:53,566891,2:10:55
2023-11-16,01:36:47,220151,0:45:45
2023-11-16,20:10:12,602684,2:40:38
2024-06-15,02:21:32,443237,1:03:58
2024-11-16,11:42:18,267145,0:36:50
2024-03-03,01:36:29,467581,1:33:15
2023-06-12,11:56:14,845180,3:39:44
2023-06-24,05:56:47,318094,3:32:19
2023-09-30,04:05:08,791193,1:06:40
2023-06-12,23:38:33,541046,0:43:47
2023-04-24,18:18:58,412135,1:47:40
2024-09-16,06:37:24,954762,0:16:36
2024-08-17,19:04:57,367159,3:59:09
2024-11-06,21:52:28,017697,0:59:28
2024-11-12,04:24:38,540413,3:49:12
2024-04-12,03:48:15,857896,3:47:18
2023-02-12,09:17:49,059956,0:54:52
2024-10-24,11:49:41,123120,0:42:41
2024-10-11,16:59:20,313531,1:17:35
2023-05-27,18:12:27,809187,2:29:49
2023-01-21,04:51:25,794925,1:14:15
2023-01-01,13:39:07,958929,3:36:06
2022-12-17,22:05:05,292452,1:42:14
2023-11-25,18:13:59,977573,3:56:12
2024-06-03,13:56:42,932268,1:43:12
2023-04-06,23:14:58,188823,3:31:08
2023-06-13,13:30:50,189769,2:21:16
2023-04-30,23:57:05,170404,1:56:24
2023-08-18,10:39:43,395972,3:37:30
2023-12-27,04:01:55,018916,1:13:52
2024-01-06,04:32:44,616776,1:14:58
2024-04-13,22:37:00,816803,3:40:04
2023-12-11,04:27:40,574739,3:07:43
2023-09-09,23:46:37,695258,3:48:13
2023-10-13,01:04:51,509474,3:03:29
2024-08-31,19:56:42,684275,2:30:34
2023-03-18,11:36:24,218982,2:44:12
2023-10-19,12:23:53,281043,3:12:47
2024-02-10,11:28:01,547765,1:26:33
2024-01-19,10:45:13,267042,2:01:31
2022-12-23,16:48:00,218568,3:45:20
2024-10-09,04:55:27,459535,3:48:27
2024-06-16,14:28:24,111543,0:38:33
2023-09-26,03:51:37,036167,1:37:59
2023-09-13,07:26:24,062909,2:19:24
2023-07-28,23:51:01,055859,1:16:38
2024-01-29,15:47:45,803930,2:46:50
2024-03-20,04:12:04,403684,2:26:46
2024-03-21,00:59:22,748454,2:09:17
2023-03-27,17:46:04,625773,2:05:57
2023-02-13,06:06:02,206580,3:22:04
2023-07-12,02:12:48,310324,0:30:45
2023-11-10,20:40:17,755320,0:02:13
2022-12-06,21:22:57,867249,3:08:50
2024-05-29,04:12:18,633367,3:39:47
2022-12-31,09:24:15,365912,0:43:16
2024-01-15,15:37:22,934970,1:04:07
2022-12-08,03:30:46,218513,2:51:06
2024-11-06,23:37:50,745986,1:06:44
2024-05-06,18:17:45,941334,0:02:54
2024-04-02,18:03:13,450738,2:27:22
2024-05-27,05:31:20,282142,2:10:50
2023-03-12,03:29:56,194741,2:38:42
2023-03-17,01:42:37,685014,0:54:04
2023-01-20,06:58:48,581097,1:57:47
2024-06-16,08:23:51,959276,2:14:47
2023-08-04,16:04:06,920009,0:09:47
2024-06-20,23:35:29,266851,3:36:10
2023-11-21,15:40:09,753151,0:26:03
2024-03-01,08:29:42,888302,1:38:05
2024-01-26,22:46:17,368874,2:07:42
2024-07-31,13:17:36,305680,3:14:38
2023-11-02,23:22:29,389630,1:48:20
2024-07-24,02:31:53,094788,3:26:18
2023-04-22,02:33:28,802220,0:16:40
2024-10-01,17:36:18,503294,1:07:42
2024-11-20,03:31:31,536197,1:24:35
2024-08-08,09:47:39,829483,1:30:09
2023-01-21,03:36:36,946493,0:15:48
2023-07-03,14:22:10,363382,1:04:40
2024-09-18,01:24:00,608897,0:13:36
2023-11-14,23:25:16,888737,1:14:28
2023-09-11,11:58:14,712119,0:25:41
2023-01-18,07:07:22,630074,3:40:00
2023-03-05,12:05:27,252596,3:03:15
2023-01-26,14:29:17,114059,3:51:14
2023-02-10,19:00:44,595502,0:45:02
2024-08-01,16:29:40,332194,3:48:44
2024-07-16,06:53:51,433277,1:24:13
2024-01-29,23:04:32,067172,3:02:19
2023-08-04,01:11:04,846452,1:12:38
2023-12-11,18:52:24,943037,0:09:23
2024-05-09,00:37:03,392613,1:02:58
2024-01-04,05:48:01,116949,1:37:32
2023-05-11,11:57:25,791084,2:45:20
2023-02-04,20:05:01,238112,0:23:34
2024-06-19,19:35:15,579438,0:23:03
2024-09-15,21:18:21,832816,1:30:53
2024-08-12,23:04:12,823166,2:45:59
2024-08-25,23:59:40,839395,0:49:07
2024-08-03,09:09:04,490780,2:35:40
2023-01-13,07:57:06,107814,1:53:34
2024-08-24,16:18:55,140825,2:31:42
2022-12-15,18:45:32,329494,2:46:25
2023-07-31,09:46:53,782950,0:09:27
2023-01-21,22:48:02,195436,0:57:17
2023-05-13,01:23:07,974250,0:24:46
2022-12-16,21:53:41,853597,2:02:16
2023-09-15,20:35:04,705522,1:20:53
2023-11-18,09:47:54,717407,3:37:38
2024-06-06,11:38:16,204843,2:51:15
2024-06-20,19:49:30,559629,1:01:18
2024-09-12,15:45:42,508566,1:15:27
2023-04-12,05:36:44,418304,3:35:34
2024-06-14,02:15:09,104571,0:38:00
2024-11-22,06:26:02,709438,3:39:55
2023-03-28,18:31:47,696266,0:48:18
2024-08-02,09:13:39,298465,3:34:09
2024-05-13,01:22:06,225868,0:50:31
2023-01-08,02:55:03,662591,2:45:36
2023-06-16,20:09:53,645366,3:11:58
2024-05-18,18:23:01,588128,2:17:29
2024-05-23,13:56:43,819959,2:53:42
2023-07-24,18:22:11,783227,2:40:15
2023-12-07,06:08:58,143061,3:57:52
2023-04-04,18:14:29,663929,2:55:29
2023-02-17,16:39:12,265461,0:40:25
2023-08-10,12:27:59,843506,0:02:01
2023-06-03,10:44:51,671638,3:49:07
2024-01-15,15:48:45,936904,1:03:56
2024-03-01,15:24:00,932784,1:04:31
2024-11-05,19:30:28,120260,3:23:25
2022-12-13,16:46:47,730057,1:35:28
2023-04-08,08:17:22,890321,3:33:18
2024-03-22,02:21:30,492486,1:03:58
