INVOICE_ID,TOTAL_AMOUNT,DISCOUNT,ISSUE_DATE,ORDER_ID
I030145,0,0.0,2022-04-12,O030145
I030146,0,0.0,2019-03-04,O030146
I030147,0,0.0,2021-05-06,O030147
I030148,0,0.0,2022-12-12,O030148
I030149,0,0.0,2022-12-04,O030149
I030150,0,0.0,2022-01-08,O030150
I030151,0,0.0,2021-08-07,O030151
I030152,0,0.0,2022-01-18,O030152
I030153,0,0.0,2017-02-04,O030153
I030154,0,0.0,2020-08-05,O030154
I030155,0,0.0,2024-10-09,O030155
I030156,0,0.0,2018-07-03,O030156
I030157,0,0.0,2021-12-07,O030157
I030158,0,0.0,2019-09-06,O030158
I030159,0,0.0,2021-03-22,O030159
I030160,0,0.0,2021-11-26,O030160
I030161,0,0.0,2024-03-09,O030161
I030162,0,0.0,2024-11-13,O030162
I030163,0,0.0,2020-12-30,O030163
I030164,0,0.0,2023-12-22,O030164
I030165,0,0.0,2018-02-15,O030165
I030166,0,0.0,2023-07-05,O030166
I030167,0,0.0,2023-04-11,O030167
I030168,0,0.0,2023-08-05,O030168
I030169,0,0.0,2018-09-21,O030169
I030170,0,0.0,2021-12-30,O030170
I030171,0,0.0,2021-05-31,O030171
I030172,0,0.0,2023-01-08,O030172
I030173,0,0.0,2023-12-07,O030173
I030174,0,0.0,2023-05-15,O030174
I030175,0,0.0,2016-05-23,O030175
I030176,0,0.0,2023-07-06,O030176
I030177,0,0.0,2021-03-11,O030177
I030178,0,0.0,2019-05-11,O030178
I030179,0,0.0,2021-12-17,O030179
I030180,0,0.0,2024-11-04,O030180
I030181,0,0.0,2023-11-08,O030181
I030182,0,0.0,2023-09-24,O030182
I030183,0,0.0,2022-11-01,O030183
I030184,0,0.0,2022-03-03,O030184
I030185,0,0.0,2024-11-23,O030185
I030186,0,0.0,2023-05-19,O030186
I030187,0,0.0,2024-05-17,O030187
I030188,0,0.0,2015-09-24,O030188
I030189,0,0.0,2019-09-04,O030189
I030190,0,0.0,2021-09-05,O030190
I030191,0,0.0,2017-07-02,O030191
I030192,0,0.0,2019-11-04,O030192
I030193,0,0.0,2022-03-01,O030193
I030194,0,0.0,2023-09-05,O030194
I030195,0,0.0,2024-03-20,O030195
I030196,0,0.0,2019-06-07,O030196
I030197,0,0.0,2024-10-21,O030197
I030198,0,0.0,2019-12-03,O030198
I030199,0,0.0,2021-03-05,O030199
I030200,0,0.0,2020-03-05,O030200
I030201,0,0.0,2024-06-19,O030201
I030202,0,0.0,2019-06-19,O030202
I030203,0,0.0,2021-05-17,O030203
I030204,0,0.0,2024-09-23,O030204
I030205,0,0.0,2024-04-05,O030205
I030206,0,0.0,2024-10-10,O030206
I030207,0,0.0,2022-07-24,O030207
I030208,0,0.0,2022-01-02,O030208
I030209,0,0.0,2024-10-24,O030209
I030210,0,0.0,2022-05-23,O030210
I030211,0,0.0,2017-09-14,O030211
I030212,0,0.0,2022-05-14,O030212
I030213,0,0.0,2021-05-23,O030213
I030214,0,0.0,2019-07-26,O030214
I030215,0,0.0,2022-06-03,O030215
I030216,0,0.0,2023-12-28,O030216
I030217,0,0.0,2019-10-15,O030217
I030218,0,0.0,2016-07-26,O030218
I030219,0,0.0,2021-02-14,O030219
I030220,0,0.0,2024-08-12,O030220
I030221,0,0.0,2022-08-26,O030221
I030222,0,0.0,2020-01-09,O030222
I030223,0,0.0,2021-02-01,O030223
I030224,0,0.0,2022-09-07,O030224
I030225,0,0.0,2018-05-28,O030225
I030226,0,0.0,2023-12-30,O030226
I030227,0,0.0,2024-06-19,O030227
I030228,0,0.0,2023-07-03,O030228
I030229,0,0.0,2021-11-24,O030229
I030230,0,0.0,2022-04-07,O030230
I030231,0,0.0,2018-05-26,O030231
I030232,0,0.0,2021-12-07,O030232
I030233,0,0.0,2024-12-01,O030233
I030234,0,0.0,2022-01-13,O030234
I030235,0,0.0,2022-10-13,O030235
I030236,0,0.0,2019-01-26,O030236
I030237,0,0.0,2022-09-08,O030237
I030238,0,0.0,2015-11-18,O030238
I030239,0,0.0,2023-01-17,O030239
I030240,0,0.0,2024-04-09,O030240
I030241,0,0.0,2024-10-01,O030241
I030242,0,0.0,2023-02-05,O030242
I030243,0,0.0,2021-01-30,O030243
I030244,0,0.0,2019-05-17,O030244
I030245,0,0.0,2021-08-13,O030245
I030246,0,0.0,2024-11-10,O030246
I030247,0,0.0,2021-12-25,O030247
I030248,0,0.0,2022-11-02,O030248
I030249,0,0.0,2024-05-15,O030249
I030250,0,0.0,2022-05-11,O030250
I030251,0,0.0,2022-04-13,O030251
I030252,0,0.0,2018-04-27,O030252
I030253,0,0.0,2024-10-21,O030253
I030254,0,0.0,2016-11-06,O030254
I030255,0,0.0,2022-01-27,O030255
I030256,0,0.0,2024-04-16,O030256
I030257,0,0.0,2023-09-17,O030257
I030258,0,0.0,2019-07-25,O030258
I030259,0,0.0,2022-03-20,O030259
I030260,0,0.0,2022-01-14,O030260
I030261,0,0.0,2024-11-30,O030261
I030262,0,0.0,2024-09-19,O030262
I030263,0,0.0,2021-12-15,O030263
I030264,0,0.0,2022-06-18,O030264
I030265,0,0.0,2021-12-11,O030265
I030266,0,0.0,2024-03-09,O030266
I030267,0,0.0,2017-11-20,O030267
I030268,0,0.0,2022-05-29,O030268
I030269,0,0.0,2023-07-23,O030269
I030270,0,0.0,2018-02-12,O030270
I030271,0,0.0,2023-01-29,O030271
I030272,0,0.0,2023-05-26,O030272
I030273,0,0.0,2017-08-30,O030273
I030274,0,0.0,2024-11-27,O030274
I030275,0,0.0,2021-04-11,O030275
I030276,0,0.0,2021-11-25,O030276
I030277,0,0.0,2021-09-18,O030277
I030278,0,0.0,2024-04-10,O030278
I030279,0,0.0,2024-03-24,O030279
I030280,0,0.0,2017-05-03,O030280
I030281,0,0.0,2024-09-25,O030281
I030282,0,0.0,2024-09-26,O030282
I030283,0,0.0,2020-10-09,O030283
I030284,0,0.0,2021-05-27,O030284
I030285,0,0.0,2022-07-07,O030285
I030286,0,0.0,2022-10-13,O030286
I030287,0,0.0,2023-05-12,O030287
I030288,0,0.0,2018-01-10,O030288
I030289,0,0.0,2021-02-05,O030289
I030290,0,0.0,2017-10-30,O030290
I030291,0,0.0,2019-01-23,O030291
I030292,0,0.0,2021-12-15,O030292
I030293,0,0.0,2023-04-18,O030293
I030294,0,0.0,2022-11-23,O030294
I030295,0,0.0,2023-02-22,O030295
I030296,0,0.0,2016-04-28,O030296
I030297,0,0.0,2022-06-18,O030297
I030298,0,0.0,2018-05-25,O030298
I030299,0,0.0,2019-07-23,O030299
I030300,0,0.0,2024-01-22,O030300
I030301,0,0.0,2023-09-05,O030301
I030302,0,0.0,2022-07-04,O030302
I030303,0,0.0,2023-05-03,O030303
I030304,0,0.0,2022-11-25,O030304
I030305,0,0.0,2022-06-04,O030305
I030306,0,0.0,2020-01-04,O030306
I030307,0,0.0,2024-02-03,O030307
I030308,0,0.0,2023-11-28,O030308
I030309,0,0.0,2017-10-05,O030309
I030310,0,0.0,2023-07-21,O030310
I030311,0,0.0,2018-07-31,O030311
I030312,0,0.0,2020-09-08,O030312
I030313,0,0.0,2022-10-30,O030313
I030314,0,0.0,2024-11-04,O030314
I030315,0,0.0,2023-10-30,O030315
I030316,0,0.0,2019-10-22,O030316
I030317,0,0.0,2021-12-25,O030317
I030318,0,0.0,2023-07-25,O030318
I030319,0,0.0,2024-08-24,O030319
I030320,0,0.0,2018-05-24,O030320
I030321,0,0.0,2024-06-18,O030321
I030322,0,0.0,2024-03-28,O030322
I030323,0,0.0,2020-09-21,O030323
I030324,0,0.0,2021-05-26,O030324
I030325,0,0.0,2024-10-02,O030325
I030326,0,0.0,2023-05-01,O030326
I030327,0,0.0,2020-10-29,O030327
I030328,0,0.0,2016-12-02,O030328
I030329,0,0.0,2023-05-02,O030329
I030330,0,0.0,2022-06-15,O030330
I030331,0,0.0,2024-03-03,O030331
I030332,0,0.0,2023-08-02,O030332
I030333,0,0.0,2024-03-17,O030333
I030334,0,0.0,2024-03-15,O030334
I030335,0,0.0,2022-04-26,O030335
I030336,0,0.0,2019-02-22,O030336
I030337,0,0.0,2021-11-10,O030337
I030338,0,0.0,2021-12-17,O030338
I030339,0,0.0,2023-05-01,O030339
I030340,0,0.0,2019-02-05,O030340
I030341,0,0.0,2021-12-13,O030341
I030342,0,0.0,2023-06-10,O030342
I030343,0,0.0,2022-05-03,O030343
I030344,0,0.0,2019-08-25,O030344
I030345,0,0.0,2019-05-16,O030345
I030346,0,0.0,2022-01-28,O030346
I030347,0,0.0,2024-06-21,O030347
I030348,0,0.0,2024-06-08,O030348
I030349,0,0.0,2022-10-11,O030349
I030350,0,0.0,2019-05-22,O030350
I030351,0,0.0,2022-05-03,O030351
I030352,0,0.0,2021-04-02,O030352
I030353,0,0.0,2021-05-16,O030353
I030354,0,0.0,2016-06-14,O030354
I030355,0,0.0,2021-12-16,O030355
I030356,0,0.0,2024-08-13,O030356
I030357,0,0.0,2023-09-06,O030357
I030358,0,0.0,2022-09-11,O030358
I030359,0,0.0,2022-02-10,O030359
I030360,0,0.0,2020-02-07,O030360
I030361,0,0.0,2016-07-29,O030361
I030362,0,0.0,2021-04-02,O030362
I030363,0,0.0,2019-12-02,O030363
I030364,0,0.0,2024-01-03,O030364
I030365,0,0.0,2021-09-28,O030365
I030366,0,0.0,2015-11-19,O030366
I030367,0,0.0,2021-08-08,O030367
I030368,0,0.0,2021-09-20,O030368
I030369,0,0.0,2024-10-23,O030369
I030370,0,0.0,2023-07-02,O030370
I030371,0,0.0,2024-07-02,O030371
I030372,0,0.0,2015-10-01,O030372
I030373,0,0.0,2021-11-18,O030373
I030374,0,0.0,2024-02-27,O030374
I030375,0,0.0,2024-11-30,O030375
I030376,0,0.0,2017-07-03,O030376
I030377,0,0.0,2020-10-31,O030377
I030378,0,0.0,2024-07-17,O030378
I030379,0,0.0,2023-05-05,O030379
I030380,0,0.0,2021-12-30,O030380
I030381,0,0.0,2024-07-21,O030381
I030382,0,0.0,2023-09-17,O030382
I030383,0,0.0,2021-09-23,O030383
I030384,0,0.0,2024-11-15,O030384
I030385,0,0.0,2022-03-28,O030385
I030386,0,0.0,2022-08-19,O030386
I030387,0,0.0,2024-10-31,O030387
I030388,0,0.0,2024-06-28,O030388
I030389,0,0.0,2023-02-14,O030389
I030390,0,0.0,2023-08-14,O030390
I030391,0,0.0,2023-03-24,O030391
I030392,0,0.0,2023-03-14,O030392
I030393,0,0.0,2024-03-07,O030393
I030394,0,0.0,2022-06-19,O030394
I030395,0,0.0,2020-11-10,O030395
I030396,0,0.0,2021-01-16,O030396
I030397,0,0.0,2016-11-10,O030397
I030398,0,0.0,2023-02-27,O030398
I030399,0,0.0,2020-04-23,O030399
I030400,0,0.0,2022-07-06,O030400
I030401,0,0.0,2022-04-06,O030401
I030402,0,0.0,2019-07-13,O030402
I030403,0,0.0,2024-10-06,O030403
I030404,0,0.0,2019-08-01,O030404
I030405,0,0.0,2022-07-11,O030405
I030406,0,0.0,2016-12-31,O030406
I030407,0,0.0,2018-10-23,O030407
I030408,0,0.0,2023-06-18,O030408
I030409,0,0.0,2023-12-04,O030409
I030410,0,0.0,2020-07-10,O030410
I030411,0,0.0,2023-09-13,O030411
I030412,0,0.0,2018-10-10,O030412
I030413,0,0.0,2020-02-07,O030413
I030414,0,0.0,2023-03-02,O030414
I030415,0,0.0,2021-05-02,O030415
I030416,0,0.0,2023-01-14,O030416
I030417,0,0.0,2023-08-11,O030417
I030418,0,0.0,2018-08-22,O030418
I030419,0,0.0,2021-09-17,O030419
I030420,0,0.0,2019-09-13,O030420
I030421,0,0.0,2020-10-06,O030421
I030422,0,0.0,2023-11-20,O030422
I030423,0,0.0,2024-06-15,O030423
I030424,0,0.0,2022-07-16,O030424
I030425,0,0.0,2018-03-28,O030425
I030426,0,0.0,2024-04-06,O030426
I030427,0,0.0,2024-05-23,O030427
I030428,0,0.0,2021-08-18,O030428
I030429,0,0.0,2024-11-03,O030429
I030430,0,0.0,2021-08-09,O030430
I030431,0,0.0,2021-09-19,O030431
I030432,0,0.0,2021-07-27,O030432
I030433,0,0.0,2022-12-18,O030433
I030434,0,0.0,2023-01-10,O030434
I030435,0,0.0,2019-06-04,O030435
I030436,0,0.0,2023-02-01,O030436
I030437,0,0.0,2024-05-13,O030437
I030438,0,0.0,2020-12-18,O030438
I030439,0,0.0,2023-12-23,O030439
I030440,0,0.0,2021-12-23,O030440
I030441,0,0.0,2021-06-02,O030441
I030442,0,0.0,2024-08-08,O030442
I030443,0,0.0,2024-11-06,O030443
I030444,0,0.0,2024-09-19,O030444
I030445,0,0.0,2022-08-24,O030445
I030446,0,0.0,2018-07-29,O030446
I030447,0,0.0,2019-02-15,O030447
I030448,0,0.0,2020-07-10,O030448
I030449,0,0.0,2024-11-04,O030449
I030450,0,0.0,2024-11-22,O030450
I030451,0,0.0,2024-05-18,O030451
I030452,0,0.0,2024-05-14,O030452
I030453,0,0.0,2022-08-24,O030453
I030454,0,0.0,2023-01-17,O030454
I030455,0,0.0,2023-02-15,O030455
I030456,0,0.0,2019-03-07,O030456
I030457,0,0.0,2022-04-24,O030457
I030458,0,0.0,2022-12-16,O030458
I030459,0,0.0,2023-12-21,O030459
I030460,0,0.0,2023-09-28,O030460
I030461,0,0.0,2015-12-20,O030461
I030462,0,0.0,2016-07-11,O030462
I030463,0,0.0,2023-03-14,O030463
I030464,0,0.0,2024-10-14,O030464
I030465,0,0.0,2023-04-03,O030465
I030466,0,0.0,2020-01-07,O030466
I030467,0,0.0,2023-11-12,O030467
I030468,0,0.0,2019-12-10,O030468
I030469,0,0.0,2024-08-14,O030469
I030470,0,0.0,2021-02-12,O030470
I030471,0,0.0,2022-07-31,O030471
I030472,0,0.0,2017-12-23,O030472
I030473,0,0.0,2024-08-18,O030473
I030474,0,0.0,2019-12-16,O030474
I030475,0,0.0,2018-09-23,O030475
I030476,0,0.0,2023-05-11,O030476
I030477,0,0.0,2022-02-18,O030477
I030478,0,0.0,2023-10-05,O030478
I030479,0,0.0,2024-08-15,O030479
I030480,0,0.0,2023-04-08,O030480
I030481,0,0.0,2023-01-12,O030481
I030482,0,0.0,2019-05-13,O030482
I030483,0,0.0,2018-11-12,O030483
I030484,0,0.0,2021-10-13,O030484
I030485,0,0.0,2019-11-27,O030485
I030486,0,0.0,2018-12-13,O030486
I030487,0,0.0,2022-01-04,O030487
I030488,0,0.0,2020-12-24,O030488
I030489,0,0.0,2023-01-05,O030489
I030490,0,0.0,2020-02-12,O030490
I030491,0,0.0,2023-05-27,O030491
I030492,0,0.0,2020-05-16,O030492
I030493,0,0.0,2023-10-19,O030493
I030494,0,0.0,2021-10-02,O030494
I030495,0,0.0,2024-02-20,O030495
I030496,0,0.0,2021-01-29,O030496
I030497,0,0.0,2020-09-17,O030497
I030498,0,0.0,2024-10-28,O030498
I030499,0,0.0,2021-01-02,O030499
I030500,0,0.0,2024-11-20,O030500
I030501,0,0.0,2024-05-05,O030501
I030502,0,0.0,2020-06-23,O030502
I030503,0,0.0,2024-10-27,O030503
I030504,0,0.0,2021-08-21,O030504
I030505,0,0.0,2022-12-13,O030505
I030506,0,0.0,2024-01-23,O030506
I030507,0,0.0,2016-09-14,O030507
I030508,0,0.0,2018-09-10,O030508
I030509,0,0.0,2023-09-20,O030509
I030510,0,0.0,2022-01-17,O030510
I030511,0,0.0,2022-07-19,O030511
I030512,0,0.0,2020-05-26,O030512
I030513,0,0.0,2016-08-15,O030513
I030514,0,0.0,2018-10-11,O030514
I030515,0,0.0,2021-05-14,O030515
I030516,0,0.0,2021-12-07,O030516
I030517,0,0.0,2023-10-28,O030517
I030518,0,0.0,2022-11-25,O030518
I030519,0,0.0,2022-08-01,O030519
I030520,0,0.0,2022-03-25,O030520
I030521,0,0.0,2021-04-20,O030521
I030522,0,0.0,2021-12-31,O030522
I030523,0,0.0,2022-10-06,O030523
I030524,0,0.0,2023-01-27,O030524
I030525,0,0.0,2023-04-05,O030525
I030526,0,0.0,2021-05-29,O030526
I030527,0,0.0,2019-11-11,O030527
I030528,0,0.0,2024-11-04,O030528
I030529,0,0.0,2021-09-12,O030529
I030530,0,0.0,2018-05-22,O030530
I030531,0,0.0,2023-02-16,O030531
I030532,0,0.0,2024-08-22,O030532
I030533,0,0.0,2024-11-25,O030533
I030534,0,0.0,2022-08-01,O030534
I030535,0,0.0,2024-10-18,O030535
I030536,0,0.0,2021-12-09,O030536
I030537,0,0.0,2022-08-22,O030537
I030538,0,0.0,2022-05-27,O030538
I030539,0,0.0,2024-10-13,O030539
I030540,0,0.0,2024-07-14,O030540
I030541,0,0.0,2024-03-21,O030541
I030542,0,0.0,2018-08-04,O030542
I030543,0,0.0,2020-01-24,O030543
I030544,0,0.0,2024-02-14,O030544
I030545,0,0.0,2022-08-09,O030545
I030546,0,0.0,2019-01-20,O030546
I030547,0,0.0,2021-11-24,O030547
I030548,0,0.0,2024-10-05,O030548
I030549,0,0.0,2020-06-10,O030549
I030550,0,0.0,2024-01-27,O030550
I030551,0,0.0,2022-05-10,O030551
I030552,0,0.0,2024-11-30,O030552
I030553,0,0.0,2024-03-19,O030553
I030554,0,0.0,2024-10-13,O030554
I030555,0,0.0,2024-11-04,O030555
I030556,0,0.0,2017-08-28,O030556
I030557,0,0.0,2019-05-30,O030557
I030558,0,0.0,2024-09-27,O030558
I030559,0,0.0,2022-07-23,O030559
I030560,0,0.0,2024-04-04,O030560
I030561,0,0.0,2020-01-10,O030561
I030562,0,0.0,2024-04-13,O030562
I030563,0,0.0,2023-12-06,O030563
I030564,0,0.0,2024-11-29,O030564
I030565,0,0.0,2021-09-18,O030565
I030566,0,0.0,2024-09-02,O030566
I030567,0,0.0,2020-05-01,O030567
I030568,0,0.0,2019-06-09,O030568
I030569,0,0.0,2023-08-05,O030569
I030570,0,0.0,2020-07-22,O030570
I030571,0,0.0,2024-05-02,O030571
I030572,0,0.0,2024-09-03,O030572
I030573,0,0.0,2024-11-28,O030573
I030574,0,0.0,2022-11-16,O030574
I030575,0,0.0,2021-11-22,O030575
I030576,0,0.0,2017-08-03,O030576
I030577,0,0.0,2019-09-30,O030577
I030578,0,0.0,2024-08-06,O030578
I030579,0,0.0,2021-04-22,O030579
I030580,0,0.0,2022-05-31,O030580
I030581,0,0.0,2020-07-17,O030581
I030582,0,0.0,2022-10-09,O030582
I030583,0,0.0,2022-08-02,O030583
I030584,0,0.0,2024-04-28,O030584
I030585,0,0.0,2017-08-28,O030585
I030586,0,0.0,2020-04-15,O030586
I030587,0,0.0,2020-05-07,O030587
I030588,0,0.0,2020-10-22,O030588
I030589,0,0.0,2024-05-30,O030589
I030590,0,0.0,2022-06-09,O030590
I030591,0,0.0,2020-06-10,O030591
I030592,0,0.0,2023-07-14,O030592
I030593,0,0.0,2023-11-20,O030593
I030594,0,0.0,2022-11-19,O030594
I030595,0,0.0,2024-05-16,O030595
I030596,0,0.0,2016-10-28,O030596
I030597,0,0.0,2024-02-16,O030597
I030598,0,0.0,2020-03-20,O030598
I030599,0,0.0,2024-10-22,O030599
I030600,0,0.0,2023-06-06,O030600
I030601,0,0.0,2024-06-17,O030601
I030602,0,0.0,2016-02-03,O030602
I030603,0,0.0,2024-11-20,O030603
I030604,0,0.0,2017-07-09,O030604
I030605,0,0.0,2024-07-30,O030605
I030606,0,0.0,2021-02-15,O030606
I030607,0,0.0,2022-04-20,O030607
I030608,0,0.0,2023-01-24,O030608
I030609,0,0.0,2016-07-19,O030609
I030610,0,0.0,2021-12-23,O030610
I030611,0,0.0,2020-08-17,O030611
I030612,0,0.0,2024-04-25,O030612
I030613,0,0.0,2022-12-16,O030613
I030614,0,0.0,2020-03-06,O030614
I030615,0,0.0,2017-09-02,O030615
I030616,0,0.0,2018-07-21,O030616
I030617,0,0.0,2021-01-19,O030617
I030618,0,0.0,2024-08-23,O030618
I030619,0,0.0,2022-10-07,O030619
I030620,0,0.0,2016-01-05,O030620
I030621,0,0.0,2021-09-05,O030621
I030622,0,0.0,2018-11-24,O030622
I030623,0,0.0,2023-01-27,O030623
I030624,0,0.0,2023-08-24,O030624
I030625,0,0.0,2024-08-13,O030625
I030626,0,0.0,2020-07-23,O030626
I030627,0,0.0,2024-06-26,O030627
I030628,0,0.0,2021-07-06,O030628
I030629,0,0.0,2022-09-14,O030629
I030630,0,0.0,2018-05-04,O030630
I030631,0,0.0,2020-04-01,O030631
I030632,0,0.0,2022-01-02,O030632
I030633,0,0.0,2017-10-22,O030633
I030634,0,0.0,2021-12-16,O030634
I030635,0,0.0,2018-07-24,O030635
I030636,0,0.0,2022-03-04,O030636
I030637,0,0.0,2024-04-12,O030637
I030638,0,0.0,2019-06-02,O030638
I030639,0,0.0,2024-03-09,O030639
I030640,0,0.0,2024-04-25,O030640
I030641,0,0.0,2022-11-29,O030641
I030642,0,0.0,2017-02-23,O030642
I030643,0,0.0,2024-01-31,O030643
I030644,0,0.0,2023-06-09,O030644
I030645,0,0.0,2018-11-08,O030645
I030646,0,0.0,2023-05-24,O030646
I030647,0,0.0,2023-04-13,O030647
I030648,0,0.0,2024-09-08,O030648
I030649,0,0.0,2019-09-04,O030649
I030650,0,0.0,2024-08-18,O030650
I030651,0,0.0,2022-11-01,O030651
I030652,0,0.0,2024-09-08,O030652
I030653,0,0.0,2017-12-15,O030653
I030654,0,0.0,2024-11-21,O030654
I030655,0,0.0,2022-09-23,O030655
I030656,0,0.0,2022-01-25,O030656
I030657,0,0.0,2021-04-02,O030657
I030658,0,0.0,2021-12-27,O030658
I030659,0,0.0,2019-11-12,O030659
I030660,0,0.0,2024-02-22,O030660
I030661,0,0.0,2024-04-23,O030661
I030662,0,0.0,2018-11-26,O030662
I030663,0,0.0,2022-02-28,O030663
I030664,0,0.0,2020-10-02,O030664
I030665,0,0.0,2022-12-20,O030665
I030666,0,0.0,2022-08-12,O030666
I030667,0,0.0,2022-03-11,O030667
I030668,0,0.0,2024-08-07,O030668
I030669,0,0.0,2022-03-29,O030669
I030670,0,0.0,2020-05-11,O030670
I030671,0,0.0,2022-08-27,O030671
I030672,0,0.0,2018-05-23,O030672
I030673,0,0.0,2021-02-09,O030673
I030674,0,0.0,2024-08-21,O030674
I030675,0,0.0,2022-06-29,O030675
I030676,0,0.0,2024-07-24,O030676
I030677,0,0.0,2017-09-18,O030677
I030678,0,0.0,2017-09-14,O030678
I030679,0,0.0,2021-03-30,O030679
I030680,0,0.0,2019-12-19,O030680
I030681,0,0.0,2024-09-14,O030681
I030682,0,0.0,2020-12-28,O030682
I030683,0,0.0,2021-02-19,O030683
I030684,0,0.0,2022-01-08,O030684
I030685,0,0.0,2021-01-01,O030685
I030686,0,0.0,2024-09-07,O030686
I030687,0,0.0,2024-05-02,O030687
I030688,0,0.0,2022-08-31,O030688
I030689,0,0.0,2024-10-16,O030689
I030690,0,0.0,2022-11-02,O030690
I030691,0,0.0,2023-05-11,O030691
I030692,0,0.0,2023-03-29,O030692
I030693,0,0.0,2024-10-18,O030693
I030694,0,0.0,2019-07-20,O030694
I030695,0,0.0,2021-03-29,O030695
I030696,0,0.0,2024-07-05,O030696
I030697,0,0.0,2016-08-09,O030697
I030698,0,0.0,2021-10-11,O030698
I030699,0,0.0,2022-01-15,O030699
I030700,0,0.0,2018-02-04,O030700
I030701,0,0.0,2021-02-20,O030701
I030702,0,0.0,2022-03-27,O030702
I030703,0,0.0,2021-12-21,O030703
I030704,0,0.0,2018-07-18,O030704
I030705,0,0.0,2023-01-03,O030705
I030706,0,0.0,2023-11-04,O030706
I030707,0,0.0,2020-12-27,O030707
I030708,0,0.0,2024-11-23,O030708
I030709,0,0.0,2021-09-07,O030709
I030710,0,0.0,2022-11-02,O030710
I030711,0,0.0,2023-04-20,O030711
I030712,0,0.0,2020-02-02,O030712
I030713,0,0.0,2023-12-11,O030713
I030714,0,0.0,2021-11-27,O030714
I030715,0,0.0,2024-11-21,O030715
I030716,0,0.0,2023-09-18,O030716
I030717,0,0.0,2018-05-20,O030717
I030718,0,0.0,2024-11-09,O030718
I030719,0,0.0,2024-10-31,O030719
I030720,0,0.0,2019-11-11,O030720
I030721,0,0.0,2022-11-10,O030721
I030722,0,0.0,2020-12-12,O030722
I030723,0,0.0,2024-08-06,O030723
I030724,0,0.0,2022-06-18,O030724
I030725,0,0.0,2022-05-04,O030725
I030726,0,0.0,2022-03-07,O030726
I030727,0,0.0,2022-09-04,O030727
I030728,0,0.0,2023-09-02,O030728
I030729,0,0.0,2018-08-10,O030729
I030730,0,0.0,2024-11-30,O030730
I030731,0,0.0,2023-08-08,O030731
I030732,0,0.0,2024-07-31,O030732
I030733,0,0.0,2022-03-27,O030733
I030734,0,0.0,2022-06-07,O030734
I030735,0,0.0,2023-07-19,O030735
I030736,0,0.0,2023-08-08,O030736
I030737,0,0.0,2024-11-30,O030737
I030738,0,0.0,2021-04-27,O030738
I030739,0,0.0,2023-06-29,O030739
I030740,0,0.0,2022-08-16,O030740
I030741,0,0.0,2018-09-10,O030741
I030742,0,0.0,2024-09-22,O030742
I030743,0,0.0,2022-09-17,O030743
I030744,0,0.0,2024-03-12,O030744
I030745,0,0.0,2023-12-20,O030745
I030746,0,0.0,2021-05-23,O030746
I030747,0,0.0,2021-11-15,O030747
I030748,0,0.0,2021-01-28,O030748
I030749,0,0.0,2018-10-17,O030749
I030750,0,0.0,2024-06-04,O030750
I030751,0,0.0,2023-08-12,O030751
I030752,0,0.0,2017-09-27,O030752
I030753,0,0.0,2024-11-14,O030753
I030754,0,0.0,2017-06-14,O030754
I030755,0,0.0,2020-01-16,O030755
I030756,0,0.0,2020-12-07,O030756
I030757,0,0.0,2021-07-05,O030757
I030758,0,0.0,2023-04-14,O030758
I030759,0,0.0,2024-04-23,O030759
I030760,0,0.0,2020-09-15,O030760
I030761,0,0.0,2020-09-16,O030761
I030762,0,0.0,2018-10-10,O030762
I030763,0,0.0,2019-12-10,O030763
I030764,0,0.0,2022-12-06,O030764
I030765,0,0.0,2017-10-20,O030765
I030766,0,0.0,2021-11-22,O030766
I030767,0,0.0,2020-08-08,O030767
I030768,0,0.0,2021-05-23,O030768
I030769,0,0.0,2024-06-11,O030769
I030770,0,0.0,2022-01-24,O030770
I030771,0,0.0,2024-10-29,O030771
I030772,0,0.0,2024-09-12,O030772
I030773,0,0.0,2022-07-22,O030773
I030774,0,0.0,2019-06-24,O030774
I030775,0,0.0,2022-04-10,O030775
I030776,0,0.0,2020-06-29,O030776
I030777,0,0.0,2023-06-29,O030777
I030778,0,0.0,2017-01-22,O030778
I030779,0,0.0,2022-05-29,O030779
I030780,0,0.0,2024-03-11,O030780
I030781,0,0.0,2021-05-12,O030781
I030782,0,0.0,2021-03-21,O030782
I030783,0,0.0,2022-09-05,O030783
I030784,0,0.0,2024-11-29,O030784
I030785,0,0.0,2022-07-28,O030785
I030786,0,0.0,2022-05-01,O030786
I030787,0,0.0,2020-07-10,O030787
I030788,0,0.0,2024-02-13,O030788
I030789,0,0.0,2022-04-02,O030789
I030790,0,0.0,2021-04-11,O030790
I030791,0,0.0,2018-09-26,O030791
I030792,0,0.0,2024-08-11,O030792
I030793,0,0.0,2024-11-26,O030793
I030794,0,0.0,2021-09-09,O030794
I030795,0,0.0,2024-07-06,O030795
I030796,0,0.0,2022-05-30,O030796
I030797,0,0.0,2022-01-01,O030797
I030798,0,0.0,2022-04-21,O030798
I030799,0,0.0,2022-05-12,O030799
I030800,0,0.0,2022-02-15,O030800
I030801,0,0.0,2024-06-21,O030801
I030802,0,0.0,2019-08-08,O030802
I030803,0,0.0,2023-09-08,O030803
I030804,0,0.0,2020-04-30,O030804
I030805,0,0.0,2024-08-18,O030805
I030806,0,0.0,2024-09-25,O030806
I030807,0,0.0,2024-10-23,O030807
I030808,0,0.0,2022-08-30,O030808
