OORDER_ID,ARRIVAL_DATE,ARRIVAL_TIME,TABLE_NUMBER,CUSTOMER_QUANTITY,BRANCH_ID
O007355,2022-06-22,22:00:42,8,3,B005
O007365,2017-01-22,13:14:43,11,5,B010
O007368,2021-04-01,15:53:48,42,9,B012
O007371,2018-03-31,09:28:08,23,5,B008
O007372,2022-12-31,16:52:54,37,10,B013
O007390,2024-01-05,15:06:10,11,2,B014
O007391,2023-06-25,14:41:08,28,7,B014
O007396,2024-11-26,09:59:59,9,1,B009
O007399,2023-04-24,14:55:26,47,7,B002
O007401,2023-05-22,18:31:25,25,4,B008
O007403,2018-07-30,16:21:46,19,5,B009
O007409,2020-09-16,16:03:51,44,8,B005
O007416,2023-01-13,07:02:00,22,4,B008
O007422,2022-05-08,12:20:56,35,7,B005
O007429,2019-10-15,18:15:29,20,3,B007
O007430,2020-10-13,19:26:55,46,10,B006
O007431,2019-08-23,16:07:21,23,5,B014
O007433,2017-12-19,10:12:18,12,5,B013
O007434,2017-06-27,21:15:05,2,1,B007
O007435,2022-10-23,18:07:17,18,5,B004
O007438,2023-04-08,11:50:58,30,6,B004
O007440,2017-09-08,12:14:26,2,3,B015
O007442,2020-01-15,12:52:33,41,6,B009
O007443,2024-02-08,11:36:41,11,5,B006
O007447,2023-03-25,16:43:15,32,9,B003
O007448,2024-12-03,08:36:47,39,9,B008
O007452,2024-11-24,12:41:54,28,10,B010
O007453,2023-03-22,20:32:11,44,8,B001
O007455,2021-09-15,13:58:39,30,10,B008
O007459,2023-02-11,09:49:48,19,3,B008
O007461,2021-09-12,08:42:17,33,6,B008
O007465,2022-01-13,14:16:24,50,9,B015
O007467,2020-04-22,15:44:19,43,10,B002
O007468,2019-01-24,11:28:29,17,1,B006
O007473,2024-10-24,12:42:07,16,3,B004
O007476,2023-08-12,14:42:10,9,3,B004
O007484,2022-03-06,14:54:09,40,7,B008
O007485,2020-11-20,17:35:41,25,1,B002
O007491,2018-07-11,15:26:06,21,2,B008
O007492,2022-09-07,10:01:30,35,8,B006
O007494,2023-12-02,21:41:43,23,2,B001
O007498,2023-08-03,14:30:10,36,8,B014
O007500,2024-08-17,08:18:19,30,10,B011
O007504,2018-06-24,15:11:30,49,6,B005
O007505,2022-09-04,21:52:42,26,6,B001
O007507,2019-01-17,08:18:21,33,9,B003
O007508,2017-04-14,06:41:19,46,8,B008
O007514,2018-06-20,08:32:22,45,9,B015
O007517,2023-03-22,17:44:43,43,10,B003
O007528,2018-06-07,10:24:36,5,1,B003
O007532,2020-04-30,09:01:13,17,4,B014
O007535,2023-08-19,14:27:43,1,4,B001
O007536,2021-07-31,19:03:10,50,9,B015
O007543,2021-12-21,17:50:18,7,4,B008
O007544,2022-11-18,19:47:13,4,3,B004
O007547,2022-04-20,12:13:32,11,5,B004
O007550,2023-04-08,09:31:38,29,7,B015
O007551,2017-08-25,10:07:58,30,9,B015
O007553,2022-07-10,10:04:32,1,5,B001
O007554,2019-05-28,09:08:09,6,3,B013
O007557,2020-01-26,17:05:39,24,5,B001
O007558,2022-07-22,20:47:06,16,5,B012
O007559,2017-02-10,16:05:05,29,6,B015
O007566,2022-11-26,18:49:28,29,7,B003
O007570,2022-12-25,09:42:38,5,3,B007
O007573,2024-10-23,09:21:39,9,4,B015
O007574,2017-09-20,11:50:34,36,10,B011
O007578,2023-04-09,15:59:40,38,10,B001
O007579,2018-04-11,13:15:02,32,10,B011
O007580,2022-12-14,14:21:04,16,1,B006
O007585,2017-12-25,07:20:42,36,6,B009
O007587,2021-04-25,20:50:50,50,10,B002
O007589,2019-10-28,08:45:39,8,2,B003
O007599,2021-02-15,10:52:29,10,4,B004
O007610,2019-11-18,17:05:39,14,2,B010
O007612,2019-03-27,07:47:12,19,5,B008
O007619,2024-03-30,11:35:00,13,2,B007
O007627,2024-03-26,10:04:25,29,7,B014
O007629,2023-04-04,08:57:54,8,5,B003
O007630,2023-06-19,09:24:30,46,8,B012
O007634,2016-11-21,16:14:24,16,5,B003
O007636,2024-10-20,12:09:33,28,6,B005
O007637,2017-11-30,13:26:28,8,5,B015
O007640,2017-01-16,10:49:03,7,1,B012
O007642,2021-12-24,07:48:02,48,10,B011
O007646,2021-01-13,12:59:32,13,4,B010
O007651,2021-10-17,14:10:35,37,8,B011
O007654,2017-10-16,14:06:08,24,4,B012
O007656,2020-05-23,11:36:24,45,8,B015
O007657,2020-07-03,14:27:55,31,10,B002
O007659,2020-02-25,09:54:04,19,2,B009
O007660,2020-09-17,19:29:36,29,8,B010
O007661,2022-12-27,09:51:18,8,4,B014
O007664,2015-08-05,17:15:17,40,8,B005
O007674,2018-02-21,12:48:24,41,9,B007
O007677,2020-02-10,14:48:50,44,10,B009
O007678,2022-06-22,17:41:42,34,10,B010
O007679,2022-09-30,18:47:38,32,8,B007
O007681,2024-08-15,11:28:14,34,9,B002
O007687,2020-12-25,20:39:42,41,6,B007
O007688,2022-07-23,16:43:12,30,10,B008
O007689,2020-11-14,14:15:47,18,3,B008
O007691,2019-02-28,18:12:21,32,7,B002
O007693,2021-11-01,16:17:45,13,1,B004
O007698,2017-07-29,15:42:43,40,8,B014
O007700,2019-08-05,08:49:42,22,4,B006
O007702,2023-10-20,09:17:10,2,4,B013
O007703,2021-03-14,20:20:23,25,4,B012
O007708,2023-06-30,12:44:08,29,8,B010
O007710,2019-09-11,06:40:35,21,4,B008
O007713,2022-01-14,18:26:24,45,6,B008
O007715,2022-08-19,14:27:35,45,8,B001
O007717,2024-11-17,10:32:08,35,10,B011
O007721,2021-01-28,10:46:49,50,6,B010
O007724,2024-06-09,18:03:37,8,4,B011
O007727,2023-01-01,10:57:54,11,4,B011
O007728,2020-10-08,19:43:25,45,9,B001
O007734,2018-12-20,20:02:30,6,4,B003
O007736,2024-11-23,12:10:32,34,8,B003
O007740,2022-12-28,20:49:41,20,2,B010
O007741,2023-06-01,15:58:39,27,6,B002
O007743,2022-12-20,09:07:55,43,9,B011
O007744,2023-03-19,17:40:31,8,4,B014
O007746,2019-07-07,08:49:55,47,9,B003
O007749,2021-08-21,11:00:34,29,9,B005
O007752,2017-06-30,16:02:15,41,9,B014
O007755,2023-09-12,11:44:06,17,1,B005
O007756,2021-01-27,15:45:15,22,2,B004
O007758,2022-05-09,19:45:16,5,1,B004
O007761,2018-07-25,11:04:56,29,7,B001
O007763,2023-02-03,12:19:40,50,7,B002
O007766,2022-03-13,17:31:49,1,1,B001
O007767,2021-11-15,12:33:50,44,10,B008
O007768,2022-11-23,17:46:25,42,7,B009
O007774,2024-01-03,10:27:58,21,1,B010
O007775,2022-07-15,16:04:19,45,10,B004
O007776,2024-10-04,09:34:17,15,5,B004
O007777,2023-05-22,17:30:23,10,1,B010
O007778,2024-08-05,21:13:29,13,4,B009
O007783,2024-06-08,16:33:51,24,4,B002
O007788,2021-08-07,09:10:45,2,3,B005
O007791,2021-07-03,10:39:00,6,4,B006
O007792,2023-08-10,08:26:05,24,3,B003
O007798,2023-12-07,19:58:24,33,9,B013
O007801,2019-04-12,20:43:25,24,5,B010
O007803,2024-02-07,16:56:22,34,9,B009
O007805,2023-09-01,14:13:24,35,6,B015
O007807,2019-12-25,12:59:21,50,10,B008
O007811,2021-03-20,15:39:44,38,10,B010
O007812,2022-04-14,10:52:57,9,2,B009
O007826,2022-11-19,11:24:41,42,9,B003
O007827,2022-04-03,16:12:21,46,8,B002
O007828,2019-12-19,18:49:15,40,9,B003
O007830,2022-01-02,16:42:02,41,7,B011
O007833,2020-04-30,19:29:37,38,10,B003
O007836,2024-07-24,19:24:27,38,7,B011
O007839,2021-06-13,09:02:04,18,5,B005
O007840,2022-08-20,09:55:27,6,5,B009
O007844,2022-12-09,12:55:09,43,7,B015
O007845,2022-01-28,14:01:38,10,4,B008
O007852,2023-08-18,21:22:24,7,5,B002
O007855,2020-10-17,15:02:26,4,2,B011
O007856,2023-04-06,10:51:47,49,8,B012
O007857,2024-06-25,12:03:38,3,5,B008
O007859,2022-05-27,19:42:30,18,1,B011
O007862,2022-10-31,06:59:55,40,6,B013
O007870,2018-10-09,08:55:56,33,8,B003
O007873,2017-08-07,13:39:20,4,2,B011
O007874,2024-11-11,16:40:08,17,4,B004
O007878,2023-08-19,12:40:04,32,6,B012
O007888,2022-03-22,11:55:07,1,4,B002
O007897,2023-09-06,11:08:57,32,9,B015
O007898,2024-01-15,10:06:28,21,2,B001
O007900,2022-04-03,15:19:08,21,1,B004
O007901,2024-02-19,16:45:39,34,10,B013
O007902,2023-03-31,11:26:34,46,9,B005
O007903,2018-05-02,11:10:07,11,2,B014
O007906,2023-04-25,15:13:25,40,9,B009
O007907,2022-09-28,13:59:06,24,3,B008
O007914,2023-07-21,19:04:39,20,4,B014
O007920,2022-10-21,10:53:04,50,6,B004
O007927,2018-04-14,13:01:09,12,4,B009
O007933,2024-03-11,09:33:08,25,3,B015
O007934,2020-07-26,15:11:40,3,2,B007
O007936,2017-09-17,12:41:22,14,2,B002
O007946,2024-12-05,10:47:01,39,6,B001
O007949,2018-07-21,11:30:26,25,3,B003
O007951,2020-08-26,10:59:33,16,5,B015
O007956,2022-10-06,20:37:34,36,10,B014
O007958,2021-10-02,08:27:21,10,1,B015
O007959,2024-11-21,06:45:46,26,10,B008
O007961,2019-07-04,19:25:46,43,6,B003
O007964,2017-03-12,14:53:30,49,8,B002
O007966,2022-04-13,12:14:37,1,5,B011
O007975,2024-05-07,12:54:39,12,4,B013
O007977,2018-10-14,20:27:46,26,9,B005
O007982,2021-08-12,19:55:09,40,6,B008
O007983,2021-11-21,09:23:19,8,4,B011
O007985,2022-04-11,19:20:46,31,8,B005
O007987,2023-04-29,17:19:00,12,4,B010
O007994,2022-05-04,11:00:12,36,8,B009
O007995,2024-04-21,20:03:52,6,1,B001
O007998,2024-07-25,13:43:32,18,5,B015
O008000,2023-10-15,15:52:18,36,6,B001
O008006,2023-05-21,10:33:43,9,5,B007
O008007,2021-11-08,11:03:08,50,8,B002
O008009,2022-07-03,17:01:51,15,4,B004
O008011,2024-04-01,18:03:12,1,3,B001
O008014,2021-09-09,19:35:37,27,7,B003
O008015,2022-12-26,12:14:25,48,7,B001
O008018,2018-01-27,09:45:35,8,5,B004
O008026,2021-07-12,14:39:28,22,2,B002
O008027,2023-03-28,14:12:55,25,2,B013
O008033,2020-02-12,09:23:46,17,5,B011
O008035,2024-06-03,18:54:33,27,10,B009
O008036,2018-09-22,18:55:01,2,2,B006
O008037,2017-04-30,16:31:49,6,5,B006
O008039,2019-12-27,18:03:24,30,10,B005
O008042,2024-09-14,16:17:06,30,9,B012
O008044,2018-12-08,13:42:23,1,5,B011
O008046,2024-09-12,12:45:05,36,10,B001
O008048,2022-10-23,15:24:01,11,5,B006
O008050,2017-03-01,09:33:21,13,2,B005
O008051,2023-04-04,10:52:18,40,8,B012
O008053,2018-03-22,15:48:33,34,9,B014
O008056,2018-11-17,08:51:52,15,2,B006
O008057,2024-06-19,15:16:29,50,9,B001
O008060,2021-09-27,14:30:02,40,8,B011
O008067,2022-07-26,21:33:48,13,5,B006
O008068,2018-12-26,13:56:26,15,1,B013
O008069,2024-02-22,06:55:45,33,6,B008
O008070,2017-08-31,19:39:47,9,3,B007
O008073,2023-06-08,13:26:36,11,1,B006
O008075,2021-10-17,21:31:29,49,8,B002
O008076,2022-03-05,11:46:17,17,4,B015
O008077,2024-06-09,22:27:29,4,4,B009
O008080,2023-11-02,17:19:24,17,4,B004
O008081,2021-02-12,12:16:10,14,3,B001
O008085,2023-05-26,18:06:48,38,8,B005
O008088,2022-11-15,14:51:58,40,10,B004
O008098,2018-10-07,09:49:24,29,8,B010
O008102,2022-10-18,18:06:28,1,4,B010
O008107,2024-11-11,17:01:09,50,6,B011
O008109,2024-08-04,15:00:23,9,2,B002
O008110,2023-09-24,16:47:13,12,2,B011
O008115,2021-02-17,15:06:05,20,5,B007
O008116,2023-12-29,19:20:00,23,5,B012
O008118,2016-04-25,07:05:49,6,3,B012
O008121,2023-03-15,17:03:08,33,8,B001
O008124,2023-11-29,11:54:37,25,5,B011
O008128,2017-10-30,13:53:27,35,9,B002
O008129,2017-10-23,21:41:47,38,8,B014
O008132,2018-09-14,20:35:18,16,5,B001
O008134,2018-07-19,16:58:03,16,4,B005
O008135,2018-03-25,11:54:25,31,10,B013
O008136,2023-09-30,16:34:06,15,4,B013
O008142,2022-04-06,11:43:59,15,4,B005
O008144,2017-11-04,09:22:01,8,1,B009
O008156,2024-08-19,10:29:12,35,10,B012
O008159,2023-01-17,20:46:32,18,4,B006
O008161,2024-09-21,12:17:37,13,4,B015
O008162,2022-03-06,11:24:54,49,9,B005
O008163,2024-07-26,07:37:38,37,9,B013
O008165,2024-06-19,16:23:48,37,8,B007
O008166,2021-02-25,19:31:27,41,8,B005
O008168,2020-09-28,18:23:57,41,6,B014
O008170,2021-09-26,12:49:28,40,6,B008
O008174,2017-09-04,16:29:21,47,7,B011
O008175,2023-08-15,20:17:48,25,4,B010
O008177,2024-06-23,15:11:05,28,6,B006
O008178,2019-12-07,17:25:18,8,2,B003
O008181,2018-07-19,11:28:37,18,4,B015
O008182,2020-08-14,10:33:27,12,3,B008
O008187,2018-04-06,15:24:08,21,4,B006
O008189,2022-05-18,15:34:38,1,3,B005
O008190,2020-10-24,12:57:26,1,4,B013
O008191,2021-12-20,13:06:35,30,7,B010
O008195,2022-12-21,19:52:32,35,8,B008
O008196,2018-11-13,18:08:24,6,2,B012
O008201,2024-11-13,12:42:40,34,6,B008
O008202,2024-02-19,19:19:40,7,4,B004
O008204,2024-11-15,17:56:20,31,7,B004
O008205,2023-02-07,14:29:53,7,4,B011
O008208,2019-06-22,09:44:13,23,4,B008
O008209,2021-12-29,17:51:56,25,4,B004
O008210,2021-05-26,21:51:08,17,5,B014
O008212,2022-06-29,14:37:46,22,1,B009
O008213,2022-05-23,11:55:42,20,3,B001
O008218,2020-10-17,16:49:12,4,4,B010
O008219,2023-07-21,09:49:55,27,10,B010
O008223,2023-10-26,09:35:16,7,4,B011
O008225,2019-01-19,17:18:10,42,7,B009
O008231,2023-03-01,11:15:44,5,5,B002
O008235,2022-01-29,15:09:27,31,6,B013
O008241,2019-09-05,18:03:50,30,6,B004
O008247,2024-11-21,18:51:53,8,5,B012
O008248,2023-05-04,20:14:53,22,2,B005
O008250,2020-09-24,10:59:38,2,3,B012
O008252,2021-05-24,19:02:20,5,3,B004
O008256,2020-04-02,13:55:58,13,4,B002
O008258,2021-04-14,11:07:58,45,8,B003
O008260,2024-08-28,15:22:25,29,9,B015
O008263,2022-11-15,19:45:05,43,10,B002
O008266,2023-09-03,14:23:19,25,5,B014
O008274,2022-07-19,13:42:45,17,3,B004
O008275,2020-09-12,19:07:11,5,1,B003
O008278,2022-07-29,18:49:41,29,8,B009
O008281,2023-12-28,13:31:28,13,2,B005
O008287,2019-06-17,14:21:51,3,5,B009
O008290,2020-02-03,09:12:07,21,2,B005
O008292,2023-03-22,16:00:46,44,9,B014
O008293,2023-10-29,17:46:35,17,4,B002
O008296,2019-11-16,18:57:14,26,10,B013
O008302,2022-03-06,21:46:39,20,1,B007
O008312,2018-09-09,13:48:13,22,4,B008
O008313,2017-09-04,18:16:39,22,1,B009
O008316,2020-12-23,11:18:16,43,10,B006
O008327,2022-03-10,11:48:07,47,9,B004
O008331,2022-01-25,16:49:37,12,5,B012
O008332,2019-02-19,09:10:41,37,7,B006
O008333,2019-09-20,14:17:52,1,2,B002
O008334,2022-03-16,16:41:32,1,4,B003
O008336,2021-10-01,11:50:07,6,5,B012
O008337,2021-05-04,08:49:01,16,2,B014
O008345,2021-09-17,16:23:30,43,8,B015
O008346,2023-01-10,06:40:17,17,1,B013
O008349,2023-02-19,16:03:10,44,10,B006
O008354,2023-03-13,19:06:04,44,6,B007
O008355,2024-10-01,14:26:23,39,6,B008
O008356,2022-03-29,20:40:15,4,2,B009
O008357,2023-03-17,12:04:06,43,7,B007
O008358,2024-07-22,12:39:04,11,1,B002
O008359,2022-11-13,19:34:31,9,3,B014
O008360,2019-07-10,17:58:52,19,5,B004
O008364,2023-08-25,09:04:30,29,8,B011
O008366,2023-12-06,19:11:20,14,3,B004
O008372,2023-11-01,09:20:18,5,4,B005
O008374,2024-02-08,15:03:50,19,3,B001
O008375,2022-12-19,09:46:25,44,9,B010
O008376,2018-03-14,16:26:44,4,4,B015
O008377,2021-06-09,12:00:37,45,9,B013
O008378,2024-11-12,08:05:11,20,1,B013
O008391,2018-07-19,09:23:35,15,5,B001
O008393,2024-07-27,09:52:19,19,2,B005
O008395,2022-06-24,09:40:26,8,4,B013
O008397,2022-09-20,17:19:09,4,4,B011
O008398,2023-04-30,20:00:51,7,5,B013
O008400,2017-01-14,17:00:04,32,6,B001
O008402,2022-07-23,19:07:29,30,7,B004
O008405,2022-11-21,15:34:37,10,4,B008
O008407,2019-04-28,13:08:50,25,1,B010
O008409,2022-10-28,10:43:12,12,5,B010
O008411,2023-08-04,19:43:32,36,7,B015
O008412,2024-11-11,10:42:13,37,8,B009
O008413,2023-12-23,10:43:29,25,1,B002
O008416,2020-04-15,07:29:18,31,6,B013
O008417,2024-08-14,13:14:59,28,7,B010
O008419,2022-08-17,15:08:29,40,6,B010
O008422,2018-01-30,09:20:37,28,8,B002
O008425,2024-09-24,14:19:44,38,6,B006
O008431,2018-08-02,12:57:04,14,4,B011
O008433,2024-11-30,19:38:35,12,3,B014
O008434,2017-11-20,09:31:37,3,4,B004
O008435,2020-08-06,12:59:28,7,2,B013
O008436,2020-11-04,09:11:26,45,6,B002
O008448,2017-09-21,18:21:36,11,5,B014
O008450,2016-01-13,16:00:41,31,7,B003
O008455,2022-08-13,19:21:05,16,3,B002
O008456,2024-11-09,12:44:46,11,3,B006
O008457,2024-07-02,11:26:59,42,10,B005
O008460,2020-12-04,18:48:42,27,10,B011
O008463,2021-05-04,14:32:17,24,2,B012
O008466,2023-10-18,20:36:10,23,5,B012
O008470,2018-10-15,16:39:12,22,5,B015
O008473,2024-11-19,20:05:16,27,8,B005
O008476,2024-02-18,22:08:55,15,4,B005
O008478,2024-09-30,15:49:49,26,7,B009
O008480,2022-05-23,07:45:11,14,2,B003
O008481,2021-09-13,10:38:29,45,9,B014
O008483,2024-03-09,10:00:01,39,10,B004
O008484,2022-01-06,09:33:32,31,7,B007
O008485,2023-03-14,13:39:36,10,5,B013
O008489,2021-08-17,16:04:08,17,4,B014
O008490,2024-08-25,14:10:59,26,8,B001
O008491,2024-02-05,20:32:42,19,4,B014
O008496,2023-07-12,20:51:37,33,8,B007
O008497,2023-11-05,15:33:22,12,5,B002
O008501,2023-09-21,18:26:19,38,9,B014
O008507,2022-02-03,15:59:53,44,9,B001
O008511,2022-11-13,08:55:25,10,2,B009
O008515,2018-09-17,13:26:00,7,5,B015
O008519,2022-06-13,16:31:18,19,1,B008
O008520,2018-11-21,17:30:15,33,7,B011
O008523,2017-04-16,20:47:24,31,9,B005
O008525,2020-02-17,07:43:58,2,2,B012
O008532,2024-09-22,17:56:48,7,4,B004
O008535,2020-08-23,21:10:40,14,4,B006
O008542,2024-08-16,16:59:59,21,4,B010
O008545,2022-08-21,17:43:04,6,2,B012
O008547,2024-11-16,14:03:15,33,6,B002
O008548,2019-04-05,07:43:47,3,5,B013
O008551,2024-04-27,09:59:53,15,1,B011
O008552,2022-10-26,12:08:50,9,1,B010
O008553,2024-07-09,15:06:49,22,3,B004
O008554,2021-04-27,11:38:00,15,3,B015
O008555,2020-12-29,18:48:37,10,4,B013
O008557,2022-01-08,15:24:30,10,5,B010
O008558,2020-09-09,21:38:54,21,1,B014
O008564,2024-11-24,10:16:14,17,2,B012
O008565,2017-10-13,13:04:23,45,6,B008
O008569,2021-12-01,12:29:22,27,10,B011
O008572,2022-08-23,19:24:05,33,9,B003
O008574,2019-01-05,17:25:55,24,4,B015
O008575,2023-12-23,18:11:35,30,7,B011
O008578,2022-11-20,10:29:22,48,7,B012
O008581,2023-10-22,17:57:10,23,1,B011
O008589,2017-07-25,10:58:40,46,6,B012
O008590,2022-12-20,15:47:31,25,4,B011
O008591,2024-11-15,10:21:09,1,2,B011
O008594,2018-12-25,10:07:38,13,3,B010
O008595,2020-07-31,13:14:54,34,7,B006
O008598,2021-11-11,18:14:57,9,1,B011
O008600,2023-12-11,13:16:58,24,1,B007
O008601,2021-11-17,15:44:30,50,8,B004
O008602,2023-06-23,17:02:01,8,4,B005
O008604,2024-05-08,10:52:16,15,3,B010
O008606,2024-11-25,15:08:28,32,10,B006
O008612,2022-10-13,11:56:22,48,8,B004
O008617,2022-11-28,12:04:45,5,1,B010
O008621,2024-04-03,16:55:10,17,1,B005
O008622,2024-07-15,17:48:06,7,4,B015
O008623,2022-10-17,14:19:35,33,10,B003
O008624,2023-01-16,12:05:54,40,8,B011
O008627,2022-07-25,21:49:40,42,10,B014
O008629,2024-03-02,16:06:12,19,3,B011
O008630,2020-08-20,09:11:55,5,2,B014
O008636,2023-07-05,20:55:18,14,5,B001
O008641,2018-05-27,09:55:55,13,5,B009
O008643,2022-05-07,14:08:42,16,1,B013
O008649,2020-09-07,12:12:55,9,3,B001
O008652,2020-02-16,20:30:19,29,8,B001
O008656,2022-07-25,19:24:10,27,6,B010
O008660,2017-12-21,11:21:09,30,7,B001
O008661,2024-03-29,17:49:06,3,2,B007
O008662,2017-08-03,12:42:48,16,2,B015
O008667,2024-05-19,16:37:23,36,6,B004
O008672,2022-04-19,12:00:04,6,5,B003
O008673,2019-11-16,12:21:02,9,1,B001
O008676,2020-11-19,08:36:00,37,10,B011
O008680,2023-06-22,12:42:52,30,6,B011
O008681,2015-12-09,10:02:01,41,9,B009
O008682,2022-07-28,13:24:54,21,5,B003
O008685,2018-04-27,11:27:30,40,6,B008
O008686,2022-06-09,12:38:26,49,7,B009
O008687,2018-04-21,12:20:52,45,7,B006
O008697,2023-06-28,08:17:44,5,2,B015
O008704,2022-12-28,11:33:33,21,2,B015
O008706,2022-05-11,19:32:41,42,6,B001
O008710,2024-05-21,14:14:07,34,9,B012
O008716,2018-06-07,19:43:27,31,8,B001
O008718,2024-10-25,16:46:17,20,3,B001
O008719,2018-11-20,17:49:26,9,2,B009
O008723,2022-06-14,13:28:30,49,6,B002
O008725,2022-11-24,09:47:12,28,7,B007
O008727,2024-11-18,10:11:56,48,8,B007
O008733,2022-12-21,12:12:45,23,1,B001
O008742,2023-07-30,17:38:28,42,10,B009
O008745,2022-02-07,17:32:54,39,10,B008
O008746,2021-09-23,16:42:38,15,4,B009
O008747,2018-04-03,16:26:46,35,9,B004
O008751,2023-09-15,12:12:32,1,2,B002
O008753,2024-07-22,07:12:11,27,10,B008
O008755,2023-06-01,13:42:10,8,4,B008
O008757,2022-04-19,09:47:28,1,2,B005
O008759,2022-11-30,18:16:38,19,2,B011
O008762,2022-07-19,09:52:35,32,10,B003
O008763,2018-07-17,14:35:15,39,6,B005
O008768,2023-06-22,08:16:28,2,3,B003
O008773,2024-05-06,20:38:33,14,3,B006
O008775,2020-11-02,12:09:45,23,2,B012
O008777,2021-09-21,16:37:38,26,8,B012
O008780,2022-07-26,08:36:14,2,1,B013
O008783,2021-10-14,10:39:12,38,6,B010
O008784,2024-06-22,08:58:05,31,9,B013
O008788,2017-11-19,15:55:40,30,9,B005
O008790,2024-05-11,08:58:33,1,5,B006
O008792,2022-07-08,10:15:35,40,9,B015
O008793,2021-07-22,08:24:03,21,5,B012
O008795,2020-05-15,11:29:54,30,9,B002
O008796,2024-09-08,13:37:24,6,5,B010
O008797,2021-06-15,10:43:33,50,9,B006
O008804,2024-10-04,18:48:12,24,1,B001
O008806,2023-12-31,17:44:42,31,8,B007
O008810,2020-02-25,18:50:34,15,4,B002
O008816,2024-06-17,08:43:20,31,10,B015
O008817,2020-01-01,09:21:59,48,6,B009
O008833,2024-11-16,15:25:09,5,2,B013
O008836,2021-03-22,10:24:26,14,4,B003
O008837,2019-03-28,17:50:31,40,8,B015
O008840,2024-10-30,19:07:13,39,7,B012
O008844,2016-11-23,16:21:33,32,9,B011
O008848,2022-09-24,09:00:53,13,5,B005
O008854,2020-07-26,17:16:02,16,5,B011
O008856,2021-10-02,08:59:32,3,4,B003
O008859,2022-06-01,17:37:19,13,1,B015
O008860,2022-12-16,13:34:52,30,9,B008
O008863,2020-10-14,10:28:45,9,4,B003
O008864,2018-09-24,16:55:36,43,7,B006
O008872,2023-10-01,07:18:49,49,6,B012
O008874,2019-02-08,14:41:32,11,4,B008
O008878,2023-12-17,07:55:19,42,6,B009
O008879,2022-06-03,18:11:24,6,4,B005
O008880,2020-08-14,12:32:52,3,4,B002
O008884,2024-05-07,10:50:15,34,8,B005
O008892,2024-10-04,21:10:21,47,9,B001
O008894,2024-11-21,12:41:58,14,1,B015
O008896,2020-10-18,12:27:37,43,8,B010
O008905,2023-08-16,18:30:28,25,5,B013
O008909,2023-06-10,15:12:59,36,7,B007
O008916,2022-08-27,12:33:56,13,4,B009
O008918,2024-05-17,08:42:03,49,7,B003
O008920,2023-11-23,10:45:29,27,10,B002
O008923,2022-02-25,08:56:36,30,7,B005
O008925,2020-02-14,10:08:19,3,3,B013
O008926,2022-09-30,14:27:21,43,6,B005
O008927,2020-06-04,12:17:16,15,4,B014
O008928,2023-10-01,14:24:56,49,7,B003
O008931,2022-05-23,08:18:53,8,2,B009
O008933,2024-11-25,14:21:41,43,10,B010
O008934,2022-08-19,12:21:18,19,2,B009
O008937,2022-12-16,18:50:08,23,5,B004
O008940,2023-10-07,20:38:36,29,9,B006
O008941,2019-06-10,19:13:07,13,2,B001
O008951,2024-05-31,07:52:50,49,8,B012
O008953,2016-12-09,12:57:14,35,10,B003
O008960,2022-01-30,19:12:58,49,6,B001
O008961,2022-07-02,18:56:57,47,7,B008
O008962,2022-01-01,18:37:55,47,10,B013
O008965,2022-06-02,09:06:53,38,9,B015
O008967,2024-06-03,13:06:33,11,5,B012
O008969,2020-04-29,17:38:56,12,4,B005
O008971,2020-07-31,16:53:27,49,6,B010
O008977,2023-08-19,21:25:10,14,5,B005
O008984,2022-09-17,18:28:33,34,7,B001
O008987,2023-02-17,14:46:56,24,2,B003
O008993,2024-09-14,13:27:11,33,9,B001
O008994,2022-07-10,17:18:28,46,7,B013
O008995,2017-10-02,18:12:32,11,5,B014
O008999,2023-09-21,18:09:41,29,9,B015
O009003,2019-10-28,15:44:32,29,6,B001
O009007,2017-07-21,18:47:02,37,9,B009
O009009,2023-08-27,10:23:18,28,10,B005
O009010,2019-07-03,11:22:11,15,2,B001
O009013,2021-02-16,18:45:24,35,7,B015
O009017,2022-03-22,11:23:15,17,3,B010
O009018,2022-07-17,15:56:39,46,8,B010
O009021,2022-11-24,17:02:32,45,7,B005
O009027,2024-12-02,20:16:48,37,8,B005
O009028,2016-08-19,12:58:44,2,1,B004
O009030,2023-03-01,12:35:43,14,1,B012
O009032,2023-05-16,12:42:35,30,10,B009
O009035,2022-08-03,10:13:41,40,6,B010
O009036,2022-01-27,10:48:43,11,2,B014
O009037,2023-06-14,14:08:42,1,5,B004
O009038,2021-03-15,08:13:50,28,10,B009
O009041,2021-08-01,18:32:59,19,2,B004
O009042,2022-05-04,12:36:52,22,3,B013
O009043,2020-03-30,18:15:11,19,4,B007
O009044,2023-03-21,19:53:35,22,1,B014
O009045,2023-05-06,09:09:03,26,6,B014
O009046,2023-02-25,18:26:16,2,2,B004
O009047,2020-04-22,17:21:24,45,8,B008
O009048,2024-11-26,20:00:36,34,10,B012
O009049,2024-11-24,14:14:18,35,10,B003
O009052,2023-01-30,15:35:50,37,10,B015
O009054,2020-01-24,15:54:33,35,8,B015
O009055,2018-11-17,20:10:04,16,2,B005
O009057,2024-02-24,08:49:27,44,6,B001
O009058,2023-09-06,18:29:45,24,4,B014
O009059,2024-05-08,17:32:04,26,10,B008
