DORDER_ID,DATE_DELIVERY,TIME_DELIVERY
O017716,2018-03-17,14:25:58
O017718,2021-11-06,14:52:07
O017720,2024-01-29,17:06:27
O017726,2017-08-18,10:04:39
O017732,2017-05-02,20:48:19
O017733,2022-02-09,07:42:48
O017735,2023-03-25,11:52:56
O017737,2022-05-04,18:52:33
O017738,2020-12-10,14:43:06
O017739,2022-05-14,17:09:33
O017741,2021-09-02,09:23:52
O017742,2024-10-29,19:09:51
O017743,2024-09-10,11:28:08
O017747,2022-06-14,11:02:29
O017748,2024-11-17,09:54:23
O017758,2019-01-09,07:44:51
O017759,2022-01-06,20:52:11
O017760,2024-06-02,08:50:21
O017762,2023-06-24,14:06:39
O017767,2020-01-21,20:29:38
O017776,2024-11-18,18:36:00
O017777,2024-01-05,10:48:40
O017779,2021-03-22,19:33:50
O017782,2019-09-05,14:01:58
O017783,2023-10-20,13:30:38
O017787,2019-08-21,16:40:20
O017788,2024-10-20,11:49:59
O017789,2020-06-04,20:32:41
O017790,2024-06-26,11:08:56
O017792,2022-06-27,20:33:14
O017794,2020-01-08,17:06:06
O017801,2016-08-14,10:23:13
O017805,2017-12-06,15:51:37
O017807,2019-07-01,08:09:25
O017809,2018-08-11,19:51:05
O017817,2023-01-12,09:06:19
O017819,2024-11-13,20:15:18
O017821,2021-07-20,12:13:43
O017827,2022-10-08,20:45:24
O017828,2019-05-18,13:50:46
O017829,2021-07-14,17:22:01
O017832,2017-12-03,07:35:36
O017833,2019-07-19,20:16:48
O017843,2019-11-21,07:51:23
O017849,2022-04-16,08:01:23
O017850,2024-11-02,18:26:52
O017852,2019-10-01,16:54:36
O017857,2024-03-15,18:52:11
O017858,2020-04-17,12:44:16
O017859,2017-10-04,18:25:03
O017864,2021-03-31,16:55:24
O017866,2024-10-06,16:33:58
O017868,2020-10-25,10:07:18
O017871,2022-03-15,19:34:45
O017875,2023-05-20,12:35:42
O017879,2023-11-17,13:53:57
O017885,2024-05-25,09:01:53
O017891,2023-05-20,10:40:58
O017893,2022-04-25,07:21:14
O017899,2021-10-25,17:18:55
O017900,2019-08-03,08:41:33
O017901,2021-08-31,20:51:15
O017907,2019-12-17,15:42:58
O017908,2022-05-15,11:22:54
O017909,2021-05-22,14:20:54
O017910,2020-11-09,18:15:43
O017911,2023-01-02,10:12:06
O017913,2024-08-21,08:36:00
O017920,2016-12-27,08:43:53
O017922,2018-09-16,19:27:26
O017926,2024-01-19,10:14:17
O017927,2024-11-24,09:15:47
O017929,2022-10-26,13:49:48
O017933,2024-10-22,11:42:29
O017938,2017-08-13,11:08:57
O017939,2018-09-09,19:45:11
O017940,2024-06-25,16:00:02
O017941,2016-10-20,10:08:27
O017942,2021-10-14,15:51:08
O017947,2017-04-04,14:42:23
O017949,2017-11-20,18:31:26
O017951,2020-08-12,08:14:32
O017965,2024-06-16,15:04:58
O017970,2021-02-02,20:31:44
O017973,2021-03-18,15:34:15
O017986,2024-03-09,14:44:32
O017987,2021-04-12,19:38:02
O017989,2023-10-24,18:33:52
O017994,2022-10-23,11:35:48
O017997,2023-05-13,14:23:14
O018000,2022-01-30,21:12:38
O018001,2023-07-06,10:44:12
O018003,2023-03-12,15:50:36
O018007,2016-11-27,13:54:06
O018008,2024-09-11,15:32:22
O018010,2022-09-01,19:34:11
O018011,2020-12-14,13:20:10
O018017,2023-07-24,18:31:14
O018027,2016-09-21,16:35:28
O018028,2016-08-30,10:18:06
O018031,2024-07-07,20:37:53
O018032,2024-04-05,18:12:03
O018040,2021-02-17,15:38:38
O018045,2022-11-22,09:28:29
O018046,2022-08-17,20:52:35
O018047,2024-09-07,10:47:12
O018048,2020-08-17,10:35:14
O018049,2023-04-29,10:02:04
O018050,2020-01-15,11:56:20
O018051,2021-11-26,19:54:41
O018055,2024-03-28,09:03:11
O018057,2016-08-17,19:31:27
O018059,2018-08-14,15:11:29
O018060,2024-05-04,13:49:45
O018061,2024-06-05,18:25:56
O018064,2019-07-20,17:28:49
O018065,2020-07-07,10:08:29
O018071,2023-03-30,18:43:37
O018075,2022-01-04,20:30:22
O018076,2017-06-08,18:04:58
O018077,2018-07-25,18:48:23
O018078,2023-07-23,10:33:38
O018083,2020-05-20,09:35:58
O018084,2021-03-13,15:13:56
O018085,2022-01-16,10:34:13
O018086,2022-12-05,10:29:42
O018087,2020-11-19,14:13:08
O018088,2021-06-17,15:31:10
O018092,2024-04-06,21:14:13
O018093,2024-01-29,14:41:32
O018095,2023-07-17,20:35:09
O018096,2020-01-14,09:41:13
O018101,2021-10-29,20:16:46
O018106,2017-03-18,10:34:43
O018109,2020-07-02,11:17:18
O018113,2022-11-25,12:03:24
O018115,2023-09-24,13:41:04
O018116,2024-12-01,13:56:04
O018119,2022-12-11,18:33:52
O018121,2024-06-08,16:07:47
O018123,2024-06-15,12:17:28
O018124,2023-02-07,11:12:55
O018125,2016-12-09,08:28:32
O018131,2020-09-14,10:27:14
O018132,2024-02-11,15:18:47
O018135,2024-06-17,14:00:48
O018136,2023-02-20,18:45:52
O018138,2022-07-14,18:11:08
O018145,2024-07-13,10:38:43
O018146,2024-05-11,16:24:45
O018148,2017-02-06,18:52:51
O018158,2023-06-03,20:46:08
O018160,2024-06-24,08:10:59
O018162,2023-02-08,14:01:13
O018164,2019-09-09,10:48:58
O018167,2024-12-04,15:13:34
O018169,2024-04-09,19:11:51
O018171,2022-04-05,12:54:17
O018172,2021-01-18,20:26:17
O018174,2021-07-05,12:25:55
O018176,2023-09-01,08:41:04
O018178,2016-01-23,16:27:12
O018179,2024-08-30,22:25:17
O018182,2021-06-06,17:38:12
O018183,2018-09-08,14:28:35
O018185,2023-10-12,19:04:11
O018189,2016-08-15,21:33:24
O018196,2022-04-09,08:14:17
O018198,2024-03-12,09:58:47
O018202,2021-02-20,10:02:18
O018204,2021-12-24,17:07:18
O018207,2023-04-19,12:47:49
O018208,2023-08-26,21:28:17
O018212,2024-02-07,09:37:11
O018214,2022-09-03,19:47:40
O018217,2024-07-19,11:16:00
O018220,2020-09-15,13:17:52
O018225,2023-07-23,17:39:32
O018226,2024-05-05,15:08:26
O018228,2023-11-29,14:58:50
O018234,2022-12-21,11:28:04
O018235,2023-11-19,14:42:30
O018239,2021-12-05,15:24:58
O018242,2024-01-06,17:21:40
O018243,2018-12-26,10:22:31
O018244,2023-05-21,14:45:52
O018245,2022-02-24,21:15:31
O018251,2024-06-18,13:00:37
O018252,2024-05-30,08:10:59
O018257,2024-09-19,14:18:06
O018260,2020-03-30,12:15:56
O018263,2021-05-30,18:23:14
O018266,2024-11-02,14:57:09
O018268,2023-04-02,15:46:15
O018271,2023-05-26,10:01:34
O018277,2024-04-10,16:17:54
O018281,2024-05-01,12:44:50
O018283,2024-07-01,13:39:48
O018284,2023-11-13,16:57:49
O018289,2024-09-09,16:22:30
O018291,2023-12-11,09:00:01
O018294,2021-04-27,21:42:53
O018295,2024-02-04,19:06:19
O018296,2022-02-01,20:04:02
O018298,2019-06-25,16:53:24
O018300,2023-10-11,10:18:04
O018301,2019-06-21,18:50:34
O018302,2021-02-04,19:14:41
O018303,2024-10-21,12:08:51
O018308,2019-04-08,14:36:51
O018310,2021-01-23,17:52:17
O018311,2024-04-05,16:23:43
O018317,2018-07-12,17:01:07
O018318,2023-12-27,10:26:17
O018324,2022-07-19,19:40:38
O018325,2020-06-08,11:30:17
O018326,2024-08-10,21:58:09
O018329,2022-02-14,15:28:36
O018331,2022-09-29,15:09:03
O018336,2018-10-31,17:37:44
O018337,2018-11-26,12:59:44
O018340,2017-07-05,12:40:44
O018350,2020-12-15,16:00:56
O018352,2024-06-14,18:39:22
O018354,2024-09-26,11:42:12
O018356,2024-08-29,14:45:52
O018358,2019-09-30,15:26:59
O018359,2021-02-03,20:21:06
O018361,2021-12-26,08:19:21
O018362,2017-07-09,10:39:00
O018365,2024-06-21,17:45:09
O018368,2020-04-18,10:19:51
O018370,2018-05-08,20:48:19
O018371,2021-07-15,17:44:13
O018372,2024-05-30,21:40:39
O018373,2021-09-12,17:35:58
O018377,2024-10-01,11:41:10
O018382,2023-06-22,06:30:53
O018384,2021-01-16,16:25:29
O018390,2020-05-25,10:30:28
O018392,2024-06-15,16:40:55
O018409,2018-03-20,14:07:11
O018410,2016-04-24,17:38:53
O018411,2017-07-12,11:08:30
O018413,2024-04-18,17:07:59
O018414,2022-02-03,10:47:19
O018431,2024-03-28,15:22:21
O018441,2024-04-25,09:00:38
O018443,2020-12-15,17:47:18
O018444,2022-12-20,14:54:15
O018446,2020-09-02,10:30:49
O018455,2023-05-29,18:35:16
O018459,2020-10-09,09:16:18
O018461,2022-08-31,12:14:10
O018464,2023-10-14,10:15:20
O018471,2024-06-25,20:54:30
O018472,2018-05-13,15:11:13
O018478,2024-11-21,11:48:50
O018482,2021-01-14,18:06:41
O018483,2023-06-13,14:52:39
O018487,2024-02-21,12:29:30
O018494,2024-11-22,13:24:45
O018496,2022-08-25,13:36:36
O018497,2024-10-31,19:04:57
O018498,2018-10-26,18:34:34
O018503,2020-12-02,10:25:00
O018504,2021-10-21,16:24:39
O018507,2020-03-29,11:48:32
O018512,2016-08-06,14:56:13
O018513,2019-11-17,13:47:04
O018515,2024-08-26,13:12:02
O018517,2022-10-03,11:41:29
O018522,2023-11-15,12:50:09
O018524,2024-02-14,21:38:41
O018529,2022-04-14,10:07:13
O018535,2019-05-11,13:25:55
O018537,2023-04-10,10:18:18
O018538,2024-09-17,14:56:59
O018539,2019-11-23,17:13:54
O018541,2017-01-02,22:15:56
O018545,2024-09-18,09:38:45
O018546,2023-05-16,11:44:34
O018547,2024-09-05,10:48:06
O018548,2018-03-25,08:29:48
O018551,2017-05-22,17:48:05
O018552,2023-09-18,10:50:28
O018554,2024-03-08,15:27:22
O018559,2023-01-15,14:06:15
O018560,2015-07-01,06:38:10
O018567,2023-12-06,12:13:40
O018568,2020-10-28,11:13:30
O018569,2022-05-30,14:38:26
O018571,2020-06-20,07:04:39
O018574,2024-12-02,13:16:39
O018576,2019-07-26,19:04:07
O018579,2022-12-12,08:02:31
O018583,2017-12-21,16:37:32
O018587,2024-07-07,18:10:32
O018590,2022-01-14,15:12:31
O018592,2020-08-28,20:52:59
O018593,2020-03-06,11:08:23
O018594,2023-09-15,10:53:29
O018596,2021-06-30,08:39:20
O018597,2022-07-23,16:21:07
O018598,2022-07-28,19:58:51
O018599,2018-10-10,13:12:35
O018604,2023-10-28,09:56:08
O018605,2018-10-08,12:37:33
O018606,2024-08-14,19:42:51
O018610,2016-04-29,12:21:43
O018612,2022-02-27,19:06:26
O018617,2021-05-19,13:28:38
O018618,2021-01-26,17:49:07
O018626,2022-11-25,12:51:25
O018629,2023-02-22,10:06:40
O018641,2023-01-03,12:33:19
O018661,2018-09-23,19:29:52
O018667,2023-01-22,19:59:05
O018671,2023-07-30,16:58:30
O018677,2022-07-21,12:14:04
O018683,2021-08-09,16:11:29
O018684,2016-05-28,14:01:06
O018690,2020-03-21,09:51:22
O018691,2024-07-15,19:36:02
O018695,2024-04-10,15:40:46
O018698,2018-03-31,15:01:35
O018699,2022-06-08,21:38:18
O018705,2021-01-18,14:33:41
O018707,2024-08-20,16:49:23
O018710,2023-09-27,09:21:54
O018714,2019-03-15,09:09:59
O018715,2023-11-16,11:06:27
O018722,2015-11-03,09:25:32
O018724,2021-04-01,09:18:09
O018727,2022-12-20,08:14:01
O018728,2023-10-25,18:05:51
O018730,2021-03-11,14:48:02
O018732,2022-07-27,15:26:33
O018733,2024-05-19,12:12:09
O018736,2022-03-24,17:39:36
O018741,2020-08-15,18:21:22
O018744,2021-07-07,13:11:08
O018745,2017-04-01,17:01:41
O018746,2022-10-03,16:28:51
O018754,2023-09-05,17:09:13
O018761,2023-07-22,19:54:55
O018762,2019-04-16,07:10:06
O018764,2023-09-25,15:00:32
O018767,2022-08-08,19:44:12
O018768,2017-03-16,12:04:00
O018773,2024-10-14,11:40:23
O018778,2024-07-18,18:31:03
O018780,2024-05-21,15:52:10
O018781,2022-08-13,14:53:00
O018787,2020-10-02,12:25:39
O018791,2024-09-16,14:09:16
O018799,2018-07-21,15:43:37
O018801,2023-12-11,12:12:22
O018803,2023-07-22,18:37:36
O018809,2024-02-24,12:19:13
O018812,2024-05-10,14:01:41
O018813,2024-10-20,15:35:29
O018816,2021-09-07,14:14:01
O018817,2024-01-29,18:25:50
O018821,2021-08-02,10:08:58
O018822,2019-08-12,19:11:10
O018825,2018-09-15,16:15:21
O018827,2023-12-27,20:07:16
O018828,2024-01-23,07:26:37
O018829,2021-12-29,18:55:20
O018831,2024-11-29,13:09:10
O018832,2022-04-27,12:04:42
O018833,2023-07-03,15:12:06
O018834,2023-08-10,09:21:09
O018835,2024-03-28,08:47:25
O018837,2024-02-20,20:05:07
O018839,2020-09-01,12:17:07
O018841,2018-05-15,14:53:57
O018843,2022-11-18,14:45:44
O018844,2024-11-15,12:42:28
O018846,2023-01-06,21:46:28
O018850,2023-04-11,15:20:48
O018851,2023-03-30,11:38:49
O018852,2020-09-25,16:47:18
O018854,2024-03-09,19:28:46
O018856,2019-11-19,14:04:53
O018857,2022-12-23,16:05:55
O018859,2022-08-20,19:38:52
O018860,2022-03-14,09:09:18
O018862,2024-11-22,11:37:49
O018863,2024-01-24,15:48:14
O018864,2022-06-14,15:11:39
O018867,2020-07-23,11:42:59
O018868,2017-07-29,19:36:13
O018876,2023-05-10,14:42:11
O018878,2022-10-10,13:30:24
O018879,2023-10-11,14:53:33
O018884,2024-07-24,10:51:26
O018888,2022-07-11,15:38:24
O018889,2016-11-18,18:31:29
O018890,2020-07-29,12:55:07
O018892,2022-04-30,14:35:23
O018899,2020-04-20,11:37:24
O018905,2022-06-13,19:00:55
O018908,2016-11-28,20:40:46
O018910,2024-03-09,16:30:13
O018917,2024-11-02,08:27:21
O018919,2024-09-14,08:35:50
O018921,2021-09-22,14:02:19
O018923,2019-07-08,17:11:22
O018931,2024-11-30,21:04:57
O018932,2020-06-10,10:34:13
O018939,2020-04-18,07:16:52
O018942,2021-12-13,12:28:37
O018944,2018-03-10,08:52:02
O018946,2024-02-09,22:07:41
O018949,2016-12-07,20:16:55
O018958,2022-05-04,16:01:00
O018965,2024-02-22,11:26:52
O018970,2024-04-27,13:39:32
O018972,2017-08-25,17:54:00
O018985,2020-11-15,18:20:44
O018987,2020-09-21,12:33:33
O018988,2023-11-18,12:44:04
O018995,2017-12-04,19:43:14
O018997,2024-04-02,11:33:28
O019001,2024-10-23,18:08:33
O019008,2023-01-26,16:50:44
O019009,2019-09-28,12:52:35
O019013,2024-11-23,21:27:04
O019017,2022-02-20,19:31:43
O019031,2022-11-24,14:07:16
O019036,2020-09-22,16:44:22
O019039,2019-05-06,14:05:24
O019040,2024-09-10,18:46:31
O019046,2018-09-11,17:34:47
O019047,2016-05-02,10:56:32
O019050,2021-08-24,16:03:50
O019051,2023-03-23,13:06:36
O019052,2020-05-28,12:47:29
O019055,2018-06-10,21:52:08
O019057,2019-09-08,19:44:14
O019059,2015-06-21,18:38:10
O019060,2023-06-09,06:58:25
O019064,2024-05-09,08:06:37
O019065,2023-04-29,11:44:39
O019068,2020-07-01,17:16:51
O019069,2024-10-03,13:23:25
O019075,2024-11-26,09:44:28
O019077,2021-06-25,16:02:22
O019087,2022-11-22,11:17:00
O019088,2020-12-29,10:57:54
O019089,2022-10-06,20:24:19
O019097,2021-12-11,13:53:16
O019098,2024-11-27,13:01:59
O019099,2022-12-27,16:42:28
O019103,2023-10-29,17:05:48
O019106,2022-05-13,20:54:57
O019109,2020-06-25,17:09:47
O019110,2022-12-10,17:26:16
O019111,2024-07-21,17:04:11
O019112,2020-10-20,12:43:50
O019120,2021-06-06,19:36:10
O019122,2021-12-31,11:58:21
O019124,2019-07-18,09:29:00
O019126,2024-11-24,11:18:35
O019127,2023-07-15,16:02:02
O019132,2020-10-24,19:25:27
O019136,2020-08-17,12:57:01
O019137,2020-07-07,09:44:09
O019142,2024-06-23,19:42:01
O019147,2023-05-12,12:48:59
O019154,2023-12-03,09:32:54
O019156,2022-07-14,15:19:01
O019157,2022-03-25,16:52:42
O019158,2024-10-08,10:07:57
O019160,2021-09-17,08:35:59
O019161,2022-10-11,20:33:50
O019163,2023-08-14,18:23:53
O019166,2024-08-15,20:10:38
O019167,2022-12-04,11:14:50
O019172,2023-06-07,07:33:37
O019173,2021-11-21,19:38:37
O019182,2017-11-25,09:47:01
O019184,2024-08-26,16:20:11
O019188,2024-08-27,11:27:24
O019189,2023-05-07,19:47:11
O019195,2020-02-27,20:27:51
O019200,2024-11-14,10:16:10
O019204,2024-11-19,15:43:04
O019205,2024-09-07,13:29:22
O019206,2022-10-29,12:19:54
O019207,2019-05-28,16:42:15
O019209,2018-10-27,19:14:22
O019213,2019-09-03,18:14:19
O019214,2024-04-17,20:33:41
O019216,2022-07-31,11:36:02
O019217,2024-02-28,11:28:32
O019228,2024-04-01,21:14:22
O019236,2021-09-17,15:13:21
O019237,2018-03-28,18:09:44
O019240,2023-10-22,15:53:15
O019241,2022-02-07,15:39:32
O019242,2023-06-12,12:31:41
O019243,2019-03-13,10:57:17
O019246,2022-04-13,19:57:16
O019249,2021-09-11,19:58:47
O019255,2021-11-02,17:19:42
O019258,2024-03-15,11:46:33
O019260,2024-11-28,19:44:53
O019261,2020-07-14,12:29:42
O019262,2020-10-24,11:35:34
O019264,2022-09-01,10:39:45
O019265,2018-12-04,12:51:14
O019266,2022-11-04,08:03:10
O019267,2018-05-18,20:04:32
O019269,2024-09-15,09:59:14
O019271,2019-07-22,10:22:07
O019277,2022-10-02,08:47:26
O019279,2020-01-05,17:12:52
O019281,2024-09-06,21:23:13
O019283,2022-08-08,15:06:24
O019284,2024-05-26,20:07:22
O019285,2023-06-08,15:23:51
O019286,2022-08-20,17:02:54
O019287,2021-08-02,12:03:53
O019289,2022-12-02,09:24:20
O019292,2021-11-16,09:58:35
O019295,2017-06-18,11:51:50
O019299,2022-04-29,12:39:19
O019302,2023-03-31,17:38:18
O019304,2024-11-16,17:15:02
O019306,2022-08-09,06:55:45
O019309,2022-08-28,18:38:15
O019315,2018-10-28,15:53:04
O019317,2022-10-31,11:49:22
O019321,2019-12-14,18:35:29
O019326,2019-03-18,20:37:18
O019328,2024-09-28,09:07:19
O019330,2020-06-26,16:47:57
O019335,2018-02-18,17:12:58
O019347,2021-04-16,19:37:50
O019354,2020-03-04,09:27:32
O019355,2020-04-27,21:33:37
O019357,2018-12-16,12:40:42
O019358,2021-11-02,10:39:09
O019359,2020-05-21,14:29:37
O019360,2023-03-09,11:33:57
O019364,2017-11-21,12:18:29
O019368,2024-11-29,10:58:33
O019372,2023-03-25,09:28:23
O019373,2022-04-20,14:25:46
O019375,2022-11-03,12:05:00
O019378,2024-07-14,11:16:42
O019379,2024-01-19,18:58:29
O019380,2024-03-07,16:42:34
O019382,2019-10-12,14:55:35
O019383,2024-08-28,13:29:02
O019386,2018-10-10,16:48:18
O019388,2018-08-11,14:19:55
O019391,2016-11-30,09:35:56
O019392,2017-11-24,18:43:09
O019393,2024-10-13,10:08:58
O019395,2021-06-30,14:51:40
O019396,2024-12-04,10:26:11
O019398,2021-07-05,13:09:45
O019402,2022-04-12,14:12:13
O019403,2019-12-17,20:15:23
O019406,2024-03-06,18:10:35
O019412,2022-09-26,18:16:37
O019415,2016-04-09,11:07:14
O019416,2022-06-20,13:13:04
O019417,2021-03-16,10:58:59
O019418,2023-01-19,11:26:13
O019426,2017-12-08,20:32:35
O019429,2021-09-06,14:46:31
O019432,2021-09-10,09:40:51
O019436,2021-08-31,16:00:11
O019441,2022-10-28,19:11:04
O019444,2024-07-26,07:34:46
O019451,2019-03-09,11:46:48
O019455,2022-10-27,16:26:28
O019457,2018-06-26,11:56:08
O019461,2023-09-17,07:09:44
O019464,2021-11-28,13:31:20
O019467,2022-10-17,17:55:13
O019468,2023-07-07,14:03:07
O019471,2019-06-06,07:38:33
O019473,2019-12-05,14:02:38
O019474,2023-10-12,09:03:21
O019478,2020-07-12,18:04:51
O019480,2022-10-08,10:48:45
O019481,2018-04-10,13:06:24
O019483,2020-01-23,18:38:13
O019485,2024-09-25,12:11:31
O019492,2024-11-18,09:01:25
O019493,2021-11-15,14:51:00
O019501,2024-05-23,12:16:07
O019510,2023-01-02,19:16:52
O019514,2023-01-28,11:28:27
O019516,2024-08-21,15:57:09
O019517,2024-02-25,13:39:00
O019519,2021-10-03,10:42:54
O019530,2024-07-20,18:59:23
O019534,2019-04-18,11:04:19
O019536,2024-10-10,15:50:10
O019539,2020-04-22,15:50:09
O019541,2023-06-10,17:24:07
O019545,2024-10-22,11:52:22
O019550,2020-01-25,20:09:52
O019553,2021-03-05,13:49:07
O019556,2023-12-17,20:38:30
O019559,2019-10-03,21:16:45
O019564,2024-08-23,16:58:15
O019565,2024-02-25,20:11:15
O019571,2019-02-13,15:37:19
O019572,2023-01-12,20:10:32
O019573,2021-03-09,16:31:26
O019575,2023-10-26,11:37:14
O019576,2018-08-08,15:17:44
O019583,2015-10-28,12:06:02
O019584,2018-06-30,19:29:36
O019586,2024-11-15,16:28:02
O019593,2016-01-22,07:55:35
O019595,2021-12-09,10:21:37
O019597,2024-10-28,16:22:41
O019611,2023-02-19,14:06:50
O019613,2020-07-06,17:32:51
O019616,2022-09-08,20:13:03
O019618,2024-05-26,21:04:52
O019638,2020-12-16,18:18:46
O019643,2024-06-08,18:56:02
O019648,2017-12-02,14:05:49
O019650,2024-03-14,18:45:49
O019652,2024-05-22,09:28:03
O019657,2020-04-13,11:27:08
O019662,2022-03-02,21:37:46
O019667,2024-11-11,10:38:26
O019671,2019-05-16,14:24:59
O019675,2021-08-27,19:51:08
O019677,2021-03-22,13:44:07
O019681,2024-08-13,19:22:48
O019688,2024-01-09,15:02:44
O019689,2023-08-12,14:14:18
O019694,2024-10-29,18:19:35
O019695,2023-10-05,13:43:04
O019696,2024-11-28,09:04:21
O019698,2024-02-26,18:35:42
O019701,2021-12-06,19:29:23
O019712,2021-03-21,16:39:56
O019714,2024-08-16,12:01:11
O019715,2024-07-28,12:47:39
O019716,2023-07-16,13:56:19
O019728,2022-07-13,15:26:36
O019734,2021-07-16,17:20:17
O019738,2023-04-03,09:23:38
O019743,2024-05-17,14:58:50
O019744,2024-04-25,18:19:27
O019745,2021-06-10,13:18:58
O019749,2016-03-03,09:38:35
O019754,2024-01-07,17:27:35
O019758,2019-12-31,11:46:26
O019761,2022-11-24,15:45:33
O019763,2024-07-06,21:44:50
O019764,2022-07-31,10:28:06
O019768,2022-09-10,11:36:28
O019769,2024-08-21,18:33:50
O019773,2021-03-30,12:02:10
O019777,2016-10-30,12:20:20
O019778,2024-08-04,14:16:11
O019781,2024-04-04,20:00:56
O019783,2020-08-01,08:41:44
O019784,2019-01-24,09:42:59
O019786,2023-01-12,12:22:26
O019787,2020-07-10,10:03:23
O019788,2023-02-25,17:07:29
O019789,2023-02-01,18:52:39
O019790,2019-03-04,15:54:47
O019794,2020-06-22,17:30:24
O019795,2017-03-22,20:23:07
O019810,2023-07-19,15:23:57
O019814,2021-12-01,14:59:43
O019816,2018-03-06,08:56:05
O019817,2024-11-07,16:47:02
O019818,2018-07-11,17:02:19
O019821,2024-11-19,14:51:53
O019822,2024-11-03,19:02:57
O019827,2024-01-25,19:03:46
O019829,2020-08-12,16:34:40
O019830,2022-09-06,17:58:06
O019832,2022-02-11,11:36:06
O019835,2021-11-15,12:32:13
O019838,2018-12-31,11:07:51
O019840,2024-11-10,19:20:28
O019844,2019-11-20,21:13:58
O019847,2022-03-03,20:18:31
O019849,2022-05-11,10:52:42
O019850,2015-03-05,13:02:39
O019853,2022-09-28,20:05:49
O019860,2019-05-15,14:50:48
O019861,2024-01-29,14:45:30
O019864,2024-09-09,20:15:11
O019865,2020-05-06,10:02:17
O019872,2021-04-27,17:12:55
O019873,2020-02-28,17:53:09
O019876,2021-11-02,16:07:28
O019878,2022-05-17,08:36:37
O019880,2020-05-13,12:42:44
O019881,2021-07-24,18:40:19
O019883,2024-03-13,12:08:21
O019885,2022-10-24,09:48:09
O019890,2021-11-26,18:35:31
O019891,2024-11-15,07:33:44
O019892,2023-10-13,18:27:50
O019898,2024-11-23,13:19:50
O019906,2017-08-14,16:52:27
O019907,2024-03-31,15:29:19
O019908,2018-11-22,17:11:16
O019909,2021-03-01,09:50:45
O019910,2020-12-25,14:26:10
O019911,2023-01-30,17:08:10
O019916,2024-02-25,11:33:38
O019926,2022-07-14,14:43:06
O019928,2024-03-24,14:11:38
O019933,2024-02-09,13:23:28
O019936,2022-10-27,16:31:05
O019940,2021-12-15,19:44:55
O019948,2022-04-01,12:13:45
O019956,2019-01-05,11:45:11
O019957,2022-04-24,15:46:06
O019958,2022-05-10,09:25:01
O019960,2024-03-17,17:01:37
O019961,2023-01-05,19:04:26
O019966,2021-05-06,09:58:19
O019969,2020-04-29,15:58:04
O019971,2021-03-16,07:14:01
O019972,2024-09-12,15:45:47
O019974,2022-05-09,19:57:53
O019975,2024-06-16,14:43:34
O019977,2017-05-03,11:51:20
O019981,2019-01-05,19:17:07
O019982,2021-01-07,13:43:36
O019984,2021-03-18,19:20:17
O019989,2024-06-21,11:12:33
O019991,2023-08-10,14:46:56
O019992,2023-12-02,07:52:58
O019994,2024-12-04,09:13:57
O019996,2024-06-24,09:56:48
O020001,2019-12-20,08:18:22
O020005,2023-10-26,13:43:37
O020006,2021-11-23,13:28:06
O020014,2023-09-18,15:48:17
O020015,2022-04-27,12:39:27
O020017,2018-12-13,10:34:43
O020021,2023-07-05,20:31:54
O020022,2024-07-28,17:38:18
O020026,2023-10-28,13:05:08
O020028,2022-11-20,08:41:39
O020031,2024-11-24,12:22:04
O020032,2024-01-09,17:37:56
O020037,2018-06-27,12:29:33
O020040,2018-09-19,12:46:57
O020045,2020-05-25,08:48:45
O020055,2018-03-30,18:34:39
O020063,2019-10-06,19:46:15
O020064,2021-02-22,17:39:34
O020065,2024-09-20,20:06:15
O020067,2021-04-19,17:46:14
O020070,2022-03-18,18:14:19
O020073,2020-12-03,12:54:25
O020074,2017-08-17,10:42:09
O020077,2024-10-18,12:29:18
O020080,2016-02-13,16:38:07
O020081,2020-06-03,09:03:04
O020083,2023-07-01,16:32:08
O020085,2018-07-07,21:08:19
O020090,2020-12-03,17:02:16
O020092,2024-11-30,09:54:53
O020094,2020-01-19,11:34:22
O020095,2021-11-27,13:11:41
O020096,2020-12-07,11:53:38
O020097,2017-07-03,19:06:36
O020098,2024-11-13,09:20:01
O020100,2022-04-24,14:46:13
O020101,2023-09-02,18:49:47
O020102,2021-03-22,14:05:56
O020106,2024-08-15,13:16:40
O020107,2024-07-22,17:44:44
O020110,2020-10-09,08:02:18
O020112,2024-11-05,06:56:26
O020114,2022-06-17,17:21:10
O020117,2024-07-11,15:19:24
O020121,2016-06-18,15:58:23
O020124,2020-09-10,15:29:02
O020126,2019-07-01,12:01:41
O020128,2023-06-19,17:48:29
O020130,2024-08-22,18:15:10
O020133,2018-03-18,11:52:24
O020138,2022-08-20,12:10:58
O020140,2020-12-12,18:09:17
O020149,2018-01-29,16:54:14
O020153,2017-10-20,13:45:35
O020155,2016-04-27,11:19:59
O020161,2023-12-16,21:07:28
O020162,2024-07-29,07:56:25
O020168,2017-07-31,20:20:48
O020169,2024-10-06,16:54:12
O020173,2016-03-21,09:16:52
O020174,2022-08-25,12:15:06
O020177,2020-02-29,15:47:47
O020178,2017-10-15,12:00:03
O020180,2022-06-20,21:22:38
O020183,2024-10-18,19:37:56
O020184,2024-03-13,20:29:00
O020186,2022-03-04,16:16:47
O020189,2023-10-28,17:33:23
O020190,2022-02-17,16:38:46
O020192,2022-09-04,13:09:59
O020197,2023-11-02,11:14:25
O020200,2024-02-25,20:33:20
O020203,2022-09-18,20:58:22
