INVOICE_ID,FINAL_AMOUNT,DISCOUNT_AMOUNT,ISSUE_DATE,ISSUE_TIME,ORDER_ID
I006298,0,0,2007-02-21,10:42:00,O052353
I006299,0,0,2017-11-22,17:46:00,O026971
I006300,0,0,2024-08-14,16:36:00,O050168
I006301,0,0,2009-12-28,06:37:00,O080409
I006302,0,0,2004-09-12,13:27:13,O013791
I006303,0,0,2022-05-13,09:37:27,O052597
I006304,0,0,2013-02-22,14:47:00,O093574
I006305,0,0,2018-11-09,12:41:00,O035522
I006306,0,0,2010-11-09,17:32:00,O019058
I006307,0,0,2019-05-01,08:12:00,O023031
I006308,0,0,2023-02-10,17:55:08,O043650
I006309,0,0,2024-10-25,11:00:00,O091669
I006310,0,0,2010-02-09,08:40:00,O072596
I006311,0,0,2024-07-31,15:20:01,O051168
I006312,0,0,2012-08-29,17:59:47,O001699
I006313,0,0,2023-08-26,08:54:00,O032157
I006314,0,0,2022-12-11,09:06:43,O001421
I006315,0,0,2009-09-10,14:31:28,O065008
I006316,0,0,2024-09-22,09:35:00,O039586
I006317,0,0,2013-09-16,07:53:00,O090935
I006318,0,0,2020-02-03,16:46:02,O083171
I006319,0,0,2005-03-27,13:20:17,O078407
I006320,0,0,2013-12-12,11:10:00,O016001
I006321,0,0,2020-12-01,07:05:19,O045053
I006322,0,0,2014-02-02,13:21:47,O047736
I006323,0,0,2017-01-09,13:28:51,O034993
I006324,0,0,2023-02-24,06:32:00,O072582
I006325,0,0,2015-06-13,17:10:00,O071490
I006326,0,0,2024-10-14,10:36:00,O098686
I006327,0,0,2024-07-16,07:08:52,O076815
I006328,0,0,2022-01-13,08:48:24,O091757
I006329,0,0,2013-02-12,13:12:00,O075149
I006330,0,0,2023-04-12,13:29:13,O047406
I006331,0,0,2021-10-26,15:39:33,O097236
I006332,0,0,2014-11-02,10:03:33,O012309
I006333,0,0,2008-08-14,09:07:00,O022862
I006334,0,0,2007-05-17,08:44:00,O013586
I006335,0,0,2009-09-21,08:37:00,O058701
I006336,0,0,2008-05-01,11:38:00,O043052
I006337,0,0,2019-08-03,12:35:06,O021060
I006338,0,0,2022-06-19,17:06:17,O052382
I006339,0,0,2022-05-25,13:08:57,O069883
I006340,0,0,2015-11-12,09:15:50,O062751
I006341,0,0,2015-10-08,12:37:51,O032817
I006342,0,0,2012-06-26,18:20:09,O019429
I006343,0,0,2022-06-25,07:50:00,O035488
I006344,0,0,2024-02-14,09:23:26,O094928
I006345,0,0,2010-09-03,18:43:53,O083729
I006346,0,0,2017-10-18,15:19:00,O065878
I006347,0,0,2009-04-08,12:58:00,O040044
I006348,0,0,2017-10-29,18:13:00,O066662
I006349,0,0,2020-02-20,08:30:00,O076220
I006350,0,0,2015-03-29,16:05:00,O089290
I006351,0,0,2023-08-06,08:13:00,O056041
I006352,0,0,2023-06-03,17:04:00,O054437
I006353,0,0,2022-08-25,18:08:48,O087526
I006354,0,0,2013-04-27,09:11:02,O018687
I006355,0,0,2022-05-05,13:41:00,O090867
I006356,0,0,2002-11-22,08:10:00,O078101
I006357,0,0,2022-01-26,10:06:00,O076155
I006358,0,0,2019-07-12,18:56:31,O042082
I006359,0,0,2019-03-17,07:37:00,O051778
I006360,0,0,2021-06-24,17:45:00,O064123
I006361,0,0,2020-03-30,08:06:00,O055862
I006362,0,0,2017-03-08,16:32:00,O042869
I006363,0,0,2012-06-29,10:02:00,O061920
I006364,0,0,2020-03-31,10:10:24,O036858
I006365,0,0,2024-08-03,06:52:00,O082559
I006366,0,0,2023-12-03,14:38:00,O048611
I006367,0,0,2022-10-04,14:06:00,O061173
I006368,0,0,2020-05-23,10:08:00,O067632
I006369,0,0,2017-05-28,18:16:00,O020764
I006370,0,0,2016-09-19,17:55:00,O016137
I006371,0,0,2023-07-13,17:54:28,O073881
I006372,0,0,2011-06-01,09:53:32,O029976
I006373,0,0,2024-12-03,08:31:25,O091619
I006374,0,0,2015-06-30,16:31:20,O009670
I006375,0,0,2019-11-23,16:20:46,O016978
I006376,0,0,2012-08-17,15:45:19,O010480
I006377,0,0,2024-07-14,06:54:00,O035468
I006378,0,0,2013-02-23,08:25:02,O071646
I006379,0,0,2021-02-20,17:48:41,O059384
I006380,0,0,2012-01-19,16:41:47,O060975
I006381,0,0,2022-06-13,10:45:00,O004784
I006382,0,0,2016-06-12,12:41:35,O062789
I006383,0,0,2001-07-14,11:11:00,O055669
I006384,0,0,2024-03-11,10:35:52,O040678
I006385,0,0,2022-11-24,11:21:00,O051870
I006386,0,0,2023-12-21,18:31:35,O062642
I006387,0,0,2019-01-10,12:55:00,O009038
I006388,0,0,2018-09-16,17:33:12,O000352
I006389,0,0,2024-09-19,07:34:00,O038393
I006390,0,0,2019-11-24,10:02:00,O019736
I006391,0,0,2019-06-10,18:18:00,O085769
I006392,0,0,2014-05-11,15:04:33,O084161
I006393,0,0,2006-08-11,06:50:00,O080169
I006394,0,0,2023-04-06,11:01:43,O087507
I006395,0,0,2021-03-08,10:07:00,O037025
I006396,0,0,2016-06-01,10:19:00,O083483
I006397,0,0,2006-04-05,06:42:00,O013696
I006398,0,0,2023-02-02,08:58:00,O100626
I006399,0,0,2015-07-09,13:18:00,O032386
I006400,0,0,2018-03-16,06:34:00,O085457
I006401,0,0,2019-04-04,12:03:38,O011750
I006402,0,0,2017-06-23,09:54:00,O047537
I006403,0,0,2019-03-01,12:29:05,O025725
I006404,0,0,2008-06-24,12:56:08,O031797
I006405,0,0,2024-11-28,15:10:23,O008174
I006406,0,0,2023-03-05,18:54:33,O070497
I006407,0,0,2005-03-23,17:42:28,O046814
I006408,0,0,2012-01-06,18:54:29,O011909
I006409,0,0,2012-06-01,10:33:06,O033508
I006410,0,0,2011-03-01,16:39:00,O028073
I006411,0,0,2022-05-09,10:39:58,O090602
I006412,0,0,2023-10-30,18:44:00,O065358
I006413,0,0,2003-12-14,12:07:57,O029207
I006414,0,0,2015-08-03,09:48:26,O073319
I006415,0,0,2018-01-15,07:14:00,O013922
I006416,0,0,2020-02-07,18:41:00,O023229
I006417,0,0,2009-12-24,06:59:00,O084128
I006418,0,0,2024-08-17,07:51:00,O020753
I006419,0,0,2019-06-27,07:18:00,O006779
I006420,0,0,2017-05-07,09:37:00,O051350
I006421,0,0,2016-02-28,16:07:23,O044395
I006422,0,0,2016-01-09,18:30:00,O027378
I006423,0,0,2022-10-06,16:55:32,O066130
I006424,0,0,2020-07-08,10:10:00,O009765
I006425,0,0,2018-02-24,07:25:00,O067072
I006426,0,0,2022-04-19,08:53:48,O021781
I006427,0,0,2022-12-24,14:48:00,O100838
I006428,0,0,2024-03-17,10:27:00,O018769
I006429,0,0,2021-08-21,10:22:58,O027533
I006430,0,0,2004-07-24,11:11:04,O065033
I006431,0,0,2017-08-11,06:45:00,O054397
I006432,0,0,2024-08-06,18:46:52,O017167
I006433,0,0,2009-08-01,09:34:07,O086939
I006434,0,0,2010-07-24,08:50:00,O097054
I006435,0,0,2015-12-08,07:30:11,O055073
I006436,0,0,2021-06-01,14:16:00,O007329
I006437,0,0,2003-01-22,13:40:50,O005549
I006438,0,0,2019-04-19,13:07:10,O054004
I006439,0,0,2010-02-06,15:20:00,O060476
I006440,0,0,2018-04-10,17:04:59,O041517
I006441,0,0,2020-08-01,14:08:00,O063305
I006442,0,0,2024-11-02,13:54:00,O023291
I006443,0,0,2007-04-30,09:43:52,O013362
I006444,0,0,2020-12-03,07:20:00,O094800
I006445,0,0,2023-04-18,17:52:50,O032476
I006446,0,0,2008-11-07,15:58:08,O050241
I006447,0,0,2024-02-17,07:21:00,O004694
I006448,0,0,2015-03-22,10:57:15,O030881
I006449,0,0,2023-09-10,10:30:01,O060186
I006450,0,0,2010-08-13,16:33:35,O097865
I006451,0,0,2023-09-13,18:26:00,O022711
I006452,0,0,2017-04-02,15:28:19,O068932
I006453,0,0,2024-01-25,17:13:14,O045151
I006454,0,0,2019-05-05,08:56:57,O095885
I006455,0,0,2017-10-24,07:21:00,O070603
I006456,0,0,2024-02-01,14:45:00,O076241
I006457,0,0,2023-03-21,18:39:14,O090020
I006458,0,0,2020-02-15,14:34:00,O042379
I006459,0,0,2021-05-10,09:55:00,O042524
I006460,0,0,2013-12-09,16:17:00,O067204
I006461,0,0,2016-04-05,09:31:01,O014281
I006462,0,0,2023-09-09,18:45:00,O072403
I006463,0,0,2024-11-05,09:48:00,O007323
I006464,0,0,2018-02-02,11:12:10,O095227
I006465,0,0,2017-02-07,07:03:00,O011704
I006466,0,0,2021-05-28,14:00:00,O053449
I006467,0,0,2023-06-28,14:00:00,O048878
I006468,0,0,2022-11-26,10:15:09,O023396
I006469,0,0,2023-12-24,11:31:00,O005366
I006470,0,0,2014-06-21,08:48:00,O031307
I006471,0,0,2004-11-23,07:06:17,O059001
I006472,0,0,2024-02-15,16:49:18,O030943
I006473,0,0,2020-04-15,16:37:19,O049361
I006474,0,0,2024-03-23,18:48:00,O038969
I006475,0,0,2020-02-06,12:00:00,O066500
I006476,0,0,2021-07-13,10:02:20,O041275
I006477,0,0,2023-07-09,10:58:01,O084202
I006478,0,0,2014-03-21,10:37:25,O089078
I006479,0,0,2020-02-08,12:55:34,O081909
I006480,0,0,2018-08-03,16:00:00,O034504
I006481,0,0,2023-04-04,17:07:00,O097162
I006482,0,0,2013-06-30,07:22:00,O013915
I006483,0,0,2024-07-06,12:10:00,O023213
I006484,0,0,2005-03-23,16:35:25,O030481
I006485,0,0,2024-03-15,09:47:00,O037480
I006486,0,0,2001-10-22,07:51:00,O061188
I006487,0,0,2017-07-02,08:34:00,O032443
I006488,0,0,2022-07-15,09:20:00,O083434
I006489,0,0,2010-06-15,10:28:31,O002430
I006490,0,0,2023-03-14,14:48:00,O056046
I006491,0,0,2020-04-04,07:38:00,O037164
I006492,0,0,2019-01-09,14:19:00,O030546
I006493,0,0,2020-01-09,08:38:00,O049745
I006494,0,0,2024-11-07,06:35:00,O016353
I006495,0,0,2014-09-02,11:35:00,O083915
I006496,0,0,2016-03-03,09:32:12,O061495
I006497,0,0,2024-12-04,10:10:00,O050570
I006498,0,0,2022-02-06,11:33:20,O015086
I006499,0,0,2023-12-18,14:06:00,O085966
I006500,0,0,2022-02-08,07:46:00,O080174
I006501,0,0,2020-06-23,16:51:33,O040970
I006502,0,0,2024-08-25,17:01:44,O030420
I006503,0,0,2008-04-16,13:43:00,O012648
I006504,0,0,2020-03-04,16:33:00,O009000
I006505,0,0,2010-12-19,16:30:00,O099141
I006506,0,0,2023-11-06,13:43:41,O091313
I006507,0,0,2024-03-26,10:28:00,O063189
I006508,0,0,2024-10-02,06:37:00,O047492
I006509,0,0,2023-03-09,10:37:26,O006164
I006510,0,0,2021-01-25,17:17:00,O075733
I006511,0,0,2013-04-26,15:07:35,O030327
I006512,0,0,2021-01-06,17:21:47,O063520
I006513,0,0,2011-02-14,18:47:00,O028950
I006514,0,0,2019-03-07,14:08:41,O090463
I006515,0,0,2021-06-01,08:23:00,O015964
I006516,0,0,2021-03-26,08:26:00,O055608
I006517,0,0,2009-07-25,06:40:00,O021536
I006518,0,0,2017-03-08,14:25:49,O086690
I006519,0,0,2024-05-20,11:23:48,O063911
I006520,0,0,2004-01-30,06:46:00,O064042
I006521,0,0,2024-09-27,13:55:00,O005704
I006522,0,0,2012-09-07,16:29:08,O021957
I006523,0,0,2023-05-07,12:26:05,O000131
I006524,0,0,2018-02-03,07:36:17,O008878
I006525,0,0,2024-06-13,09:22:33,O085709
I006526,0,0,2022-07-23,18:48:43,O003985
I006527,0,0,2014-02-21,09:40:30,O097208
I006528,0,0,2023-12-30,10:59:10,O079009
I006529,0,0,2022-03-11,15:45:00,O020114
I006530,0,0,2000-09-07,18:42:31,O084805
I006531,0,0,2022-06-13,15:39:00,O032588
I006532,0,0,2009-10-17,17:21:07,O006097
I006533,0,0,2015-10-13,16:25:14,O011596
I006534,0,0,2013-04-07,18:20:00,O094069
I006535,0,0,2005-07-03,07:22:48,O088556
I006536,0,0,2009-04-01,10:08:55,O055547
I006537,0,0,2009-10-01,07:40:14,O006525
I006538,0,0,2024-06-23,18:51:00,O026186
I006539,0,0,2021-06-08,09:01:46,O063500
I006540,0,0,2021-07-06,16:05:00,O097264
I006541,0,0,2024-04-19,11:16:06,O076582
I006542,0,0,2022-05-18,18:46:00,O001538
I006543,0,0,2011-04-04,17:48:39,O061912
I006544,0,0,2020-10-06,08:01:00,O049091
I006545,0,0,2024-08-04,11:53:32,O037989
I006546,0,0,2005-04-21,10:08:10,O032806
I006547,0,0,2019-10-04,08:38:00,O011980
I006548,0,0,2021-08-17,07:27:00,O017083
I006549,0,0,2007-10-17,16:47:00,O028211
I006550,0,0,2024-11-11,12:07:00,O088969
I006551,0,0,2022-07-10,07:32:00,O027379
I006552,0,0,2023-11-14,12:17:00,O038514
I006553,0,0,2019-12-12,10:15:00,O062717
I006554,0,0,2015-12-21,08:49:19,O063974
I006555,0,0,2024-12-11,07:45:12,O073708
I006556,0,0,2021-09-23,16:20:12,O066085
I006557,0,0,2017-03-30,09:12:00,O100280
I006558,0,0,2024-03-19,10:09:00,O073290
I006559,0,0,2020-06-10,16:18:56,O034018
I006560,0,0,2003-11-05,06:34:19,O098662
I006561,0,0,2001-07-16,17:50:07,O038609
I006562,0,0,2020-12-14,14:53:00,O077687
I006563,0,0,2024-10-27,17:03:00,O014809
I006564,0,0,2023-12-20,14:25:13,O067533
I006565,0,0,2015-09-07,18:05:11,O022577
I006566,0,0,2019-04-18,06:53:00,O033140
I006567,0,0,2018-07-02,18:15:24,O026154
I006568,0,0,2006-12-23,18:27:01,O097833
I006569,0,0,2018-05-04,12:08:00,O071334
I006570,0,0,2023-09-12,15:49:00,O000416
I006571,0,0,2021-11-12,17:24:00,O061448
I006572,0,0,2001-07-06,12:07:00,O097255
I006573,0,0,2022-08-10,07:14:13,O056310
I006574,0,0,2017-07-28,13:03:03,O098762
I006575,0,0,2024-11-11,18:11:00,O027892
I006576,0,0,2024-11-22,09:46:00,O013478
I006577,0,0,2024-11-23,10:34:31,O024160
I006578,0,0,2022-04-13,08:47:00,O016115
I006579,0,0,2023-08-14,17:43:19,O016947
I006580,0,0,2016-01-25,07:39:29,O030756
I006581,0,0,2021-06-27,14:27:00,O022555
I006582,0,0,2009-07-19,16:59:41,O078898
I006583,0,0,2023-09-20,09:52:20,O049047
I006584,0,0,2019-10-11,07:03:00,O036497
I006585,0,0,2024-09-13,18:28:00,O024512
I006586,0,0,2019-04-21,09:22:58,O016913
I006587,0,0,2024-10-26,12:31:00,O009400
I006588,0,0,2022-09-07,15:06:00,O058724
I006589,0,0,2021-02-06,18:57:22,O057478
I006590,0,0,2021-11-19,16:16:00,O059039
I006591,0,0,2023-10-18,06:31:21,O030973
I006592,0,0,2019-05-29,14:22:39,O043823
I006593,0,0,2021-03-03,14:50:00,O057391
I006594,0,0,2017-11-19,06:42:21,O067433
I006595,0,0,2024-07-06,18:39:17,O064133
I006596,0,0,2024-07-02,18:56:00,O079236
I006597,0,0,2006-08-02,18:48:00,O000820
I006598,0,0,2023-03-15,18:49:00,O051273
I006599,0,0,2022-07-13,16:50:09,O012073
I006600,0,0,2019-08-09,15:41:27,O017124
I006601,0,0,2024-12-05,11:07:11,O010960
I006602,0,0,2024-04-27,15:24:00,O000558
I006603,0,0,2016-09-28,15:58:51,O085754
I006604,0,0,2010-07-07,10:46:00,O098987
I006605,0,0,2003-10-01,16:44:00,O016062
I006606,0,0,2015-02-19,10:39:00,O057778
I006607,0,0,2018-05-22,13:25:00,O014528
I006608,0,0,2024-07-17,16:07:46,O027242
I006609,0,0,2022-08-14,17:19:57,O011229
I006610,0,0,2022-06-22,07:14:00,O071810
I006611,0,0,2024-02-12,16:33:39,O080484
I006612,0,0,2013-11-17,07:31:00,O001873
I006613,0,0,2010-09-22,14:32:48,O096550
I006614,0,0,2006-04-30,18:45:23,O015072
I006615,0,0,2024-12-01,18:41:38,O025848
I006616,0,0,2017-09-09,15:56:00,O067025
I006617,0,0,2012-01-27,13:31:00,O061565
I006618,0,0,2015-11-09,17:29:18,O085860
I006619,0,0,2006-02-14,15:16:49,O042156
I006620,0,0,2015-07-01,09:07:00,O056626
I006621,0,0,2024-02-23,16:33:58,O057414
I006622,0,0,2012-12-17,07:54:00,O065751
I006623,0,0,2014-09-22,13:50:21,O017764
I006624,0,0,2021-01-17,07:30:23,O033349
I006625,0,0,2009-11-29,07:30:00,O057696
I006626,0,0,2011-11-22,15:42:00,O057994
I006627,0,0,2024-03-10,15:10:48,O037314
I006628,0,0,2019-08-06,13:00:00,O091136
I006629,0,0,2010-01-27,17:16:11,O016196
I006630,0,0,2024-10-05,15:37:00,O091787
I006631,0,0,2021-01-12,14:25:44,O064622
I006632,0,0,2021-11-21,11:24:00,O094453
I006633,0,0,2020-02-03,15:19:00,O085480
I006634,0,0,2024-08-15,11:48:00,O060068
I006635,0,0,2023-07-26,12:35:57,O056567
I006636,0,0,2010-08-28,18:44:57,O078301
I006637,0,0,2002-11-05,15:48:48,O071148
I006638,0,0,2021-12-04,15:51:06,O084224
I006639,0,0,2018-09-20,06:51:13,O085771
I006640,0,0,2019-10-13,06:31:00,O077494
I006641,0,0,2012-04-26,18:53:57,O018935
I006642,0,0,2021-12-08,17:46:00,O052009
I006643,0,0,2020-10-25,13:08:00,O003778
I006644,0,0,2024-04-21,10:49:01,O080313
I006645,0,0,2002-10-31,13:21:50,O078567
I006646,0,0,2020-05-29,08:00:00,O094351
I006647,0,0,2024-10-26,07:45:42,O089587
I006648,0,0,2021-08-28,12:32:01,O066917
I006649,0,0,2019-05-01,09:08:00,O036269
I006650,0,0,2018-02-16,12:53:00,O006227
I006651,0,0,2013-04-24,15:19:00,O023351
I006652,0,0,2022-08-14,10:37:44,O026178
I006653,0,0,2017-02-27,15:04:00,O006800
I006654,0,0,2015-07-07,08:00:00,O033388
I006655,0,0,2017-05-02,08:13:00,O060235
I006656,0,0,2024-02-08,11:36:02,O087268
I006657,0,0,2022-01-06,08:10:59,O009871
I006658,0,0,2012-10-25,09:04:44,O092237
I006659,0,0,2012-06-30,08:33:00,O057103
I006660,0,0,2013-10-26,16:59:39,O012139
I006661,0,0,2012-11-30,15:25:54,O086479
I006662,0,0,2024-01-28,13:56:00,O068493
I006663,0,0,2019-01-11,09:14:00,O076219
I006664,0,0,2024-10-27,17:59:06,O086791
I006665,0,0,2015-03-15,15:03:00,O081436
I006666,0,0,2010-07-31,12:10:25,O076439
I006667,0,0,2023-03-02,17:16:00,O026072
I006668,0,0,2015-08-21,08:16:00,O067724
I006669,0,0,2019-12-23,18:38:27,O093524
I006670,0,0,2022-05-18,14:44:28,O072776
I006671,0,0,2017-08-20,17:52:45,O051530
I006672,0,0,2013-03-13,06:36:00,O001930
I006673,0,0,2016-07-04,14:47:11,O002009
I006674,0,0,2021-11-09,12:40:00,O076123
I006675,0,0,2022-11-04,11:00:30,O027624
I006676,0,0,2002-01-29,11:58:00,O039197
I006677,0,0,2020-09-06,06:45:00,O002867
I006678,0,0,2024-08-13,10:32:00,O019799
I006679,0,0,2019-10-04,08:57:25,O074883
I006680,0,0,2020-06-07,10:23:00,O058257
I006681,0,0,2023-02-25,11:33:00,O049344
I006682,0,0,2020-04-22,10:37:00,O072729
I006683,0,0,2020-07-11,12:25:00,O038420
I006684,0,0,2021-08-20,16:36:20,O041475
I006685,0,0,2022-01-31,09:24:57,O078303
I006686,0,0,2019-08-18,11:05:07,O009748
I006687,0,0,2024-10-03,18:43:00,O060481
I006688,0,0,2024-05-14,11:09:17,O083159
I006689,0,0,2022-09-20,14:47:58,O010746
I006690,0,0,2024-06-20,16:49:05,O062169
I006691,0,0,2023-09-14,17:47:00,O050083
I006692,0,0,2021-12-06,08:23:00,O085733
I006693,0,0,2022-05-30,15:17:00,O079470
I006694,0,0,2023-08-03,06:43:00,O057042
I006695,0,0,1999-03-23,16:56:44,O098416
I006696,0,0,2023-11-19,10:22:00,O054076
I006697,0,0,2015-12-26,06:48:00,O066735
I006698,0,0,2013-09-19,14:14:53,O051815
I006699,0,0,2006-10-17,13:56:09,O010771
I006700,0,0,2023-08-19,09:33:00,O005454
I006701,0,0,2019-03-09,14:15:08,O032867
I006702,0,0,2024-11-12,12:29:00,O009603
I006703,0,0,2017-05-20,18:58:47,O060268
I006704,0,0,2012-08-29,17:56:00,O065887
I006705,0,0,2014-02-18,14:01:02,O009210
I006706,0,0,2024-06-02,17:09:00,O067370
I006707,0,0,2015-08-04,18:10:00,O027743
I006708,0,0,2020-09-27,16:45:00,O056516
I006709,0,0,2022-06-25,16:28:00,O100862
I006710,0,0,2024-06-14,13:19:19,O013557
I006711,0,0,2019-06-10,07:24:00,O082789
I006712,0,0,2013-08-25,13:54:28,O011613
I006713,0,0,2023-07-10,12:41:15,O025493
I006714,0,0,2019-07-21,13:06:00,O015551
I006715,0,0,2018-02-10,17:07:31,O010770
I006716,0,0,2009-08-28,18:31:16,O090069
I006717,0,0,2022-07-03,17:33:32,O054595
I006718,0,0,2024-03-24,08:06:00,O072650
I006719,0,0,2018-05-15,13:19:00,O089920
I006720,0,0,2018-07-28,08:39:00,O026568
I006721,0,0,2024-02-18,11:33:29,O097815
I006722,0,0,2015-04-25,09:02:13,O014702
I006723,0,0,2011-03-13,08:49:00,O052965
I006724,0,0,2020-07-01,15:57:33,O027676
I006725,0,0,2015-09-14,09:49:00,O068358
I006726,0,0,2018-03-21,15:41:00,O023451
I006727,0,0,2020-10-14,06:43:02,O090122
I006728,0,0,2023-04-19,11:41:27,O089450
I006729,0,0,2013-12-25,07:39:00,O072540
I006730,0,0,2016-10-26,16:34:46,O075864
I006731,0,0,2024-04-24,09:42:00,O065922
I006732,0,0,2020-03-06,11:37:28,O007605
I006733,0,0,2022-09-03,08:21:00,O051626
I006734,0,0,2013-05-20,17:49:56,O048452
I006735,0,0,2022-06-16,12:51:00,O001977
I006736,0,0,2006-12-30,14:00:04,O046318
I006737,0,0,2024-11-19,06:39:00,O061990
I006738,0,0,2020-12-26,08:40:00,O021391
I006739,0,0,2010-11-24,10:37:00,O018372
I006740,0,0,2023-12-08,08:27:13,O029719
I006741,0,0,2021-06-28,09:02:45,O076814
I006742,0,0,2015-09-28,17:04:24,O037035
I006743,0,0,2020-11-12,12:51:00,O091049
I006744,0,0,2021-01-17,17:32:32,O037788
I006745,0,0,2024-11-02,14:48:23,O035235
I006746,0,0,2018-06-23,18:44:00,O019344
I006747,0,0,2021-04-12,13:28:00,O039607
I006748,0,0,2020-06-06,11:08:36,O006275
I006749,0,0,2022-12-03,09:13:00,O028303
I006750,0,0,2017-10-15,16:02:00,O074763
I006751,0,0,2013-03-15,11:29:52,O056997
I006752,0,0,2021-12-14,10:59:00,O071143
I006753,0,0,2015-05-27,18:25:09,O023501
I006754,0,0,2020-02-29,20:55:00,O023968
I006755,0,0,2018-07-06,12:23:55,O074116
I006756,0,0,2007-06-06,17:28:58,O071809
I006757,0,0,2016-12-10,16:45:00,O081007
I006758,0,0,2016-04-12,08:01:00,O075998
I006759,0,0,2019-06-13,06:36:00,O016221
I006760,0,0,2018-05-03,13:06:00,O025147
I006761,0,0,2013-06-14,18:27:35,O099269
I006762,0,0,2009-01-18,06:51:13,O082772
I006763,0,0,2024-06-18,10:52:30,O008372
I006764,0,0,2007-08-20,18:11:00,O055844
I006765,0,0,2020-04-24,09:35:00,O075209
I006766,0,0,2009-03-16,16:08:25,O015992
I006767,0,0,2024-05-28,12:14:00,O025244
I006768,0,0,2018-09-21,18:30:26,O038807
I006769,0,0,2018-11-13,15:34:00,O033205
I006770,0,0,2024-05-06,08:59:29,O047030
I006771,0,0,2022-12-16,16:42:34,O001144
I006772,0,0,2022-02-02,18:43:33,O003843
I006773,0,0,2007-02-08,12:16:34,O084494
I006774,0,0,2021-04-23,06:35:00,O005113
I006775,0,0,2019-03-16,16:48:43,O098406
I006776,0,0,2001-08-16,06:47:13,O001813
I006777,0,0,2017-01-20,12:38:00,O027917
I006778,0,0,2020-12-06,18:33:00,O098046
I006779,0,0,2023-02-11,14:56:00,O075003
I006780,0,0,2022-10-29,17:27:39,O005629
I006781,0,0,2024-03-13,08:27:04,O016666
I006782,0,0,2020-05-12,11:43:00,O079748
I006783,0,0,2017-11-22,14:52:00,O044870
I006784,0,0,2013-06-14,10:13:55,O096205
I006785,0,0,2024-09-12,08:42:00,O000432
I006786,0,0,2021-07-07,16:51:54,O068477
I006787,0,0,2023-12-13,11:12:00,O091730
I006788,0,0,2023-12-25,18:03:20,O017640
I006789,0,0,1999-06-21,14:55:46,O098890
I006790,0,0,2011-10-24,06:31:00,O098574
I006791,0,0,2023-09-23,08:12:50,O002428
I006792,0,0,2021-10-24,12:33:00,O009942
I006793,0,0,2012-02-14,09:19:34,O050607
I006794,0,0,2017-11-02,16:02:00,O062918
I006795,0,0,2004-08-11,07:42:00,O049083
I006796,0,0,2023-06-16,14:58:00,O063972
I006797,0,0,2019-12-05,12:34:00,O040669
I006798,0,0,2023-09-09,18:58:54,O049330
I006799,0,0,2020-02-22,09:41:15,O066170
I006800,0,0,2021-10-03,18:03:58,O014482
I006801,0,0,2004-02-08,08:29:45,O002878
I006802,0,0,2023-03-06,10:23:00,O055453
I006803,0,0,1999-05-13,06:58:50,O011740
I006804,0,0,2010-08-10,10:14:16,O070233
I006805,0,0,2008-11-27,18:57:29,O009255
I006806,0,0,2019-06-17,18:51:01,O043526
I006807,0,0,2023-06-23,07:12:00,O051208
I006808,0,0,2018-03-02,10:00:48,O020254
I006809,0,0,2017-09-05,10:48:00,O083098
I006810,0,0,2022-09-15,12:17:15,O074147
I006811,0,0,2014-01-08,07:36:00,O024027
I006812,0,0,2013-11-25,17:33:57,O013089
I006813,0,0,2024-10-19,06:47:00,O044015
I006814,0,0,2007-03-19,11:14:00,O000363
I006815,0,0,2024-10-19,08:36:00,O050165
I006816,0,0,2006-12-24,12:54:41,O032180
I006817,0,0,2007-04-26,15:00:07,O030489
I006818,0,0,2013-04-16,15:19:34,O033524
I006819,0,0,2020-08-15,09:07:00,O063835
I006820,0,0,2022-11-07,16:27:29,O007363
I006821,0,0,2023-12-11,16:20:10,O013532
I006822,0,0,2024-01-24,09:44:01,O092807
I006823,0,0,2018-11-12,18:13:01,O070430
I006824,0,0,2024-09-15,06:40:00,O059472
I006825,0,0,2003-09-05,17:17:00,O040808
I006826,0,0,2005-12-25,06:45:00,O002294
I006827,0,0,2015-07-09,06:47:00,O071185
I006828,0,0,2012-05-26,14:01:09,O061349
I006829,0,0,2018-02-18,14:41:00,O040842
I006830,0,0,2021-09-01,16:45:00,O030604
I006831,0,0,2024-11-16,11:10:00,O092266
I006832,0,0,2022-05-02,08:16:00,O052487
I006833,0,0,2023-07-10,08:28:00,O010172
I006834,0,0,2016-11-01,17:00:00,O063383
I006835,0,0,2022-07-21,06:47:00,O089819
I006836,0,0,2017-12-23,15:04:28,O070384
I006837,0,0,2021-08-12,13:53:40,O061978
I006838,0,0,2024-01-30,11:28:00,O008397
I006839,0,0,2020-08-16,13:40:54,O043157
I006840,0,0,2018-04-18,16:27:00,O032148
I006841,0,0,2021-11-16,12:48:00,O037525
I006842,0,0,2024-06-10,18:50:29,O000357
I006843,0,0,2012-10-24,16:06:08,O100524
I006844,0,0,2016-11-09,17:49:55,O038994
I006845,0,0,2017-09-28,16:18:00,O045784
I006846,0,0,2024-09-01,17:26:00,O070698
I006847,0,0,2006-12-26,18:00:28,O069620
I006848,0,0,2020-09-12,17:53:00,O024275
I006849,0,0,2022-01-29,09:51:39,O084971
I006850,0,0,2022-08-22,13:10:51,O082354
I006851,0,0,2018-08-14,17:40:44,O072740
I006852,0,0,2021-05-25,14:24:00,O048987
I006853,0,0,2023-09-20,09:28:31,O020937
I006854,0,0,2005-04-16,16:05:06,O004128
