BRANCH_START_DATE,BRANCH_END_DATE,EMPLOYEE_ID,BRANCH_ID
2023-05-26,,E000771,B005
2018-02-25,,E000772,B007
2018-03-17,,E000773,B002
2017-05-01,2017-06-01,E000774,B003
2023-11-07,,E000775,B014
2018-01-02,,E000776,B004
2023-10-10,,E000777,B006
2022-02-27,2023-02-18,E000778,B014
2022-05-16,,E000779,B003
2020-11-13,2021-12-14,E000780,B013
2016-03-04,,E000781,B001
2021-03-27,2021-03-28,E000782,B008
2018-05-08,2018-06-07,E000783,B006
2022-11-15,2022-11-16,E000784,B013
2022-05-04,2022-07-18,E000785,B006
2021-11-30,,E000786,B010
2020-07-22,2022-06-13,E000787,B008
2018-05-19,,E000788,B002
2020-02-07,2020-02-23,E000789,B011
2023-06-08,2023-08-26,E000790,B009
2022-10-24,,E000791,B001
2021-08-13,2022-04-11,E000792,B003
2023-03-06,2023-04-16,E000793,B006
2024-01-16,,E000794,B011
2019-12-25,,E000795,B010
2022-06-14,2023-01-25,E000796,B004
2018-03-04,2018-12-19,E000797,B001
2019-08-23,2021-01-23,E000798,B015
2022-10-17,,E000799,B007
2024-04-19,,E000800,B012
2019-05-09,2019-06-10,E000801,B002
2020-05-13,,E000802,B005
2019-03-23,2019-06-07,E000803,B015
2016-12-23,2017-03-25,E000804,B010
2021-12-18,,E000805,B001
2022-06-13,2023-05-21,E000806,B003
2021-07-29,2022-05-04,E000807,B014
2023-04-03,2023-04-07,E000808,B006
2022-11-12,2022-11-27,E000809,B002
2021-11-11,2022-02-15,E000810,B005
2024-01-15,,E000811,B005
2016-10-26,2017-01-01,E000812,B003
2022-09-03,2022-09-04,E000813,B002
2021-12-29,2022-06-22,E000814,B006
2022-12-13,,E000815,B015
2021-09-24,,E000816,B013
2020-01-31,,E000817,B008
2024-08-15,,E000818,B001
2022-09-29,,E000819,B008
2018-10-07,2019-10-02,E000820,B009
2022-12-26,,E000821,B013
2024-09-26,,E000822,B009
2019-11-29,2020-04-22,E000823,B014
2018-11-14,2020-07-20,E000824,B015
2024-02-09,,E000825,B013
2021-11-16,2021-12-12,E000826,B007
2022-08-30,2023-06-07,E000827,B011
2022-06-27,,E000828,B009
2022-01-03,,E000829,B014
2018-05-14,2018-06-17,E000830,B006
2018-03-17,2018-03-23,E000831,B012
2022-02-01,,E000832,B004
2018-03-10,,E000833,B010
2023-04-04,2023-05-06,E000834,B012
2021-01-16,,E000835,B006
2017-06-20,2017-07-01,E000836,B006
2022-08-04,,E000837,B008
2022-04-27,2022-04-28,E000838,B006
2022-06-17,2022-07-29,E000839,B004
2018-03-10,,E000840,B011
2022-10-31,2023-06-29,E000841,B012
2019-09-01,2021-01-15,E000842,B009
2024-09-23,,E000843,B011
2021-12-27,,E000844,B002
2017-03-21,2018-03-23,E000845,B006
2019-10-26,2020-06-12,E000846,B010
2024-09-26,,E000847,B006
2020-02-19,,E000848,B010
2022-04-06,2022-05-08,E000849,B003
2020-10-06,,E000850,B009
2020-07-06,2021-01-24,E000851,B011
2019-11-17,,E000852,B006
2020-06-17,,E000853,B007
2021-03-12,2022-09-29,E000854,B003
2023-07-01,,E000855,B015
2016-10-27,2016-11-18,E000856,B002
2022-05-10,2023-02-03,E000857,B002
2022-03-20,,E000858,B004
2021-11-25,,E000859,B009
2024-01-30,,E000860,B013
2020-09-17,2020-10-09,E000861,B003
2018-05-13,2019-12-10,E000862,B005
2018-07-21,2018-08-04,E000863,B008
2022-07-04,,E000864,B011
2023-07-07,,E000865,B007
2023-02-11,,E000866,B011
2020-06-02,,E000867,B003
2019-11-10,,E000868,B001
2018-11-06,2020-03-26,E000869,B009
2024-11-14,,E000870,B013
2019-08-24,2020-02-18,E000871,B015
2018-11-10,2018-12-13,E000872,B005
2022-06-02,2022-06-03,E000873,B002
2024-11-01,,E000874,B003
2019-11-13,2019-11-23,E000875,B010
2021-03-14,2023-04-06,E000876,B007
2022-08-28,,E000877,B004
2018-05-09,,E000878,B008
2016-05-02,2023-08-21,E000879,B014
2017-07-04,,E000880,B010
2022-08-24,,E000881,B002
2021-05-13,2022-09-13,E000882,B014
2023-11-05,,E000883,B006
2023-11-28,,E000884,B005
2023-04-19,2023-04-24,E000885,B015
2019-01-03,2019-01-25,E000886,B012
2020-05-20,,E000887,B006
2023-11-14,,E000888,B007
2020-09-16,2020-10-12,E000889,B005
2022-11-17,,E000890,B001
2019-07-23,,E000891,B011
2022-12-02,,E000892,B009
2023-01-26,,E000893,B003
2024-08-27,,E000894,B010
2018-06-12,2018-10-02,E000895,B007
2020-12-30,2021-01-03,E000896,B012
2019-09-22,2020-02-17,E000897,B014
2024-07-22,,E000898,B010
2020-06-01,2022-01-11,E000899,B007
2020-06-08,2021-12-31,E000900,B011
2021-09-29,2022-01-15,E000901,B012
2020-01-22,2021-03-01,E000902,B012
2018-06-28,2018-11-05,E000903,B011
2023-04-21,,E000904,B004
2023-06-07,,E000905,B005
2023-01-19,,E000906,B010
2022-12-21,,E000907,B010
2019-02-27,2019-07-13,E000908,B010
2016-11-03,2016-11-14,E000909,B015
2018-10-01,,E000910,B009
2022-05-03,2022-05-04,E000911,B011
2022-05-24,2022-06-09,E000912,B005
2023-08-06,2023-08-11,E000913,B010
2022-05-22,2022-06-04,E000914,B006
2024-05-14,,E000915,B002
2022-06-21,2022-06-22,E000916,B011
2017-08-16,,E000917,B007
2018-07-25,,E000918,B011
2020-01-31,2020-02-15,E000919,B009
2024-08-20,,E000920,B010
2017-11-19,2022-08-12,E000921,B004
2020-01-18,,E000922,B009
2022-10-06,,E000923,B004
2017-11-06,2018-03-16,E000924,B001
2020-01-08,,E000925,B007
2022-05-15,2022-09-06,E000926,B012
2020-02-03,2022-11-04,E000927,B001
2021-11-27,2022-09-07,E000928,B003
2021-01-14,,E000929,B002
2018-05-11,2019-02-02,E000930,B015
2023-09-30,2023-11-06,E000931,B001
2020-11-28,,E000932,B007
2017-07-27,2017-08-31,E000933,B012
2021-12-03,,E000934,B006
2015-10-18,2019-10-16,E000935,B013
2020-10-20,2020-12-12,E000936,B013
2021-05-07,2021-10-27,E000937,B007
2018-05-25,2018-07-13,E000938,B003
2022-09-19,,E000939,B002
2020-04-09,,E000940,B015
2019-08-23,2019-10-24,E000941,B013
2017-12-14,2018-01-11,E000942,B008
2021-12-30,,E000943,B002
2020-03-21,2021-09-18,E000944,B003
2022-11-18,,E000945,B002
2018-08-20,2019-08-03,E000946,B001
2018-11-20,2019-05-17,E000947,B008
2022-10-08,,E000948,B012
2022-11-08,2022-11-09,E000949,B004
2022-09-14,2022-09-15,E000950,B015
2017-08-22,,E000951,B007
2022-12-27,,E000952,B011
2020-09-15,2021-02-03,E000953,B012
2022-06-24,2022-12-21,E000954,B013
2017-09-15,2017-10-24,E000955,B006
2020-12-16,2020-12-17,E000956,B003
2020-04-30,,E000957,B008
2022-01-15,,E000958,B005
2017-05-10,,E000959,B001
2021-09-04,2021-09-05,E000960,B001
2015-07-26,,E000961,B010
2021-02-15,2022-10-28,E000962,B008
2023-01-11,2023-03-08,E000963,B009
2018-07-05,,E000964,B010
2017-12-01,2018-03-07,E000965,B005
2018-03-12,2019-05-27,E000966,B011
2018-09-01,2018-09-18,E000967,B004
2021-02-03,2021-02-10,E000968,B014
2018-03-18,2018-06-08,E000969,B006
2021-12-30,,E000970,B011
2021-02-03,2021-12-05,E000971,B001
2020-03-08,,E000972,B005
2016-12-19,2017-06-02,E000973,B001
2022-12-05,2022-12-06,E000974,B012
2017-10-21,2022-05-18,E000975,B006
2023-05-08,2023-07-28,E000976,B012
2022-12-06,2023-03-26,E000977,B004
2022-12-07,,E000978,B014
2020-05-30,,E000979,B008
2022-12-20,,E000980,B007
2022-10-13,,E000981,B001
2023-01-02,,E000982,B007
2023-07-27,,E000983,B005
2017-05-16,2019-01-04,E000984,B003
2023-08-04,2023-10-16,E000985,B004
2021-12-16,2021-12-17,E000986,B012
2020-03-22,2020-04-16,E000987,B012
2021-11-24,2021-11-25,E000988,B006
2023-04-05,,E000989,B011
2020-10-15,2021-01-28,E000990,B005
2024-11-02,,E000991,B003
2019-07-23,2019-08-19,E000992,B002
2018-11-21,2023-04-06,E000993,B014
2020-02-14,,E000994,B008
2023-07-28,2023-08-21,E000995,B015
2018-07-27,,E000996,B004
2023-05-30,,E000997,B006
2019-04-03,2019-05-01,E000998,B005
2024-10-23,,E000999,B007
2020-06-30,2020-12-30,E001000,B008
2017-06-02,2017-07-05,E001001,B007
2021-08-11,,E001002,B004
2019-07-01,,E001003,B001
2022-06-26,,E001004,B001
2023-02-07,,E001005,B012
2016-12-14,2017-01-05,E001006,B002
2017-04-30,2017-09-20,E001007,B013
2019-05-08,2019-08-07,E001008,B003
2020-04-03,2020-05-01,E001009,B013
2018-04-04,2018-09-14,E001010,B002
2022-08-27,,E001011,B009
2022-06-28,2022-10-22,E001012,B007
2023-05-03,,E001013,B006
2023-04-14,,E001014,B011
2023-04-04,,E001015,B002
2016-07-09,2016-12-01,E001016,B012
2018-03-14,,E001017,B001
2020-01-12,,E001018,B005
2021-02-26,2021-10-25,E001019,B012
2019-05-29,2019-08-07,E001020,B014
2017-09-12,,E001021,B001
2023-02-11,2023-02-14,E001022,B001
2022-01-10,,E001023,B011
2020-09-23,,E001024,B011
2023-04-28,,E001025,B011
2022-08-17,2022-08-18,E001026,B009
2018-07-14,,E001027,B005
2021-05-22,2021-05-23,E001028,B012
2020-05-09,2020-08-15,E001029,B008
2020-10-18,,E001030,B010
2022-03-05,2022-04-13,E001031,B013
2019-10-21,2021-02-04,E001032,B004
2020-05-13,,E001033,B007
2018-07-10,,E001034,B005
2022-07-22,,E001035,B001
2024-05-17,,E001036,B010
2022-11-25,2022-11-26,E001037,B011
2016-09-16,2017-12-26,E001038,B011
2022-06-25,2022-07-13,E001039,B012
2022-01-28,,E001040,B003
2023-08-27,,E001041,B015
2019-06-10,,E001042,B013
2023-10-17,,E001043,B015
2021-08-08,2022-01-21,E001044,B003
2023-03-28,,E001045,B012
2018-05-08,2019-08-19,E001046,B006
2021-08-18,2021-08-19,E001047,B008
2021-09-11,2021-09-15,E001048,B005
2020-12-28,2021-03-23,E001049,B012
2020-01-16,,E001050,B001
2017-07-22,2017-12-05,E001051,B013
2024-06-14,,E001052,B003
2020-10-13,2020-10-14,E001053,B006
2019-08-26,,E001054,B009
2020-05-31,2021-07-18,E001055,B004
2023-03-31,2023-05-05,E001056,B004
2023-09-24,,E001057,B007
2021-09-30,,E001058,B005
2021-10-04,2021-10-05,E001059,B013
2021-05-23,,E001060,B002
2018-09-11,2019-08-01,E001061,B001
2022-10-05,2022-10-06,E001062,B006
2019-12-19,2020-02-26,E001063,B014
2022-04-18,2023-05-23,E001064,B005
2015-08-09,,E001065,B007
2022-09-19,,E001066,B009
2022-06-28,,E001067,B007
2017-06-16,2018-06-16,E001068,B007
2018-10-10,2018-10-11,E001069,B002
2021-10-09,2022-02-11,E001070,B013
2023-03-21,,E001071,B007
2023-08-24,2023-09-05,E001072,B002
2023-09-05,,E001073,B007
2024-10-16,,E001074,B012
2019-02-01,2019-02-06,E001075,B007
2021-11-07,2022-05-12,E001076,B014
2021-07-20,2021-07-21,E001077,B014
2024-06-04,,E001078,B001
2019-08-10,2020-12-08,E001079,B013
2022-02-23,,E001080,B003
2016-04-23,2016-05-01,E001081,B014
2020-02-14,2020-02-19,E001082,B013
2022-06-28,,E001083,B012
2022-09-12,2022-11-12,E001084,B002
2018-08-08,,E001085,B002
2021-09-19,2021-09-20,E001086,B009
2016-06-04,2016-06-13,E001087,B008
2023-07-21,,E001088,B013
2020-06-21,,E001089,B009
2020-03-20,2020-03-21,E001090,B010
2017-07-22,2017-11-22,E001091,B014
2018-03-26,2018-06-22,E001092,B014
2018-05-13,2022-12-05,E001093,B010
2021-06-07,2021-11-13,E001094,B001
2023-11-05,,E001095,B015
2016-04-19,2016-04-20,E001096,B014
2019-12-27,,E001097,B001
2024-02-05,,E001098,B002
2022-06-02,2022-06-03,E001099,B001
2021-05-14,2022-02-23,E001100,B008
2021-03-17,2021-04-10,E001101,B008
2024-01-15,,E001102,B004
2024-06-09,,E001103,B003
2018-07-13,,E001104,B010
2021-09-21,,E001105,B010
2024-01-05,,E001106,B010
2016-10-27,,E001107,B007
2024-03-21,,E001108,B013
2019-12-13,2020-10-19,E001109,B003
2023-01-16,2023-08-11,E001110,B004
2022-06-18,,E001111,B012
2019-08-21,2020-03-17,E001112,B011
2022-12-22,2023-03-21,E001113,B006
2020-11-02,2020-11-03,E001114,B010
2024-11-01,,E001115,B007
2015-04-08,2015-04-27,E001116,B004
2021-08-23,2022-02-09,E001117,B003
2022-04-11,2022-05-08,E001118,B010
2022-01-26,2022-12-06,E001119,B011
2023-04-16,,E001120,B011
2021-12-04,,E001121,B006
2021-08-06,,E001122,B013
2016-03-11,,E001123,B008
2020-10-27,,E001124,B003
2022-04-20,,E001125,B011
2020-07-23,,E001126,B010
2023-12-07,,E001127,B010
2019-10-21,,E001128,B014
2024-06-29,,E001129,B012
2017-07-28,2018-03-16,E001130,B002
2024-09-27,,E001131,B007
2019-11-03,,E001132,B013
2018-01-08,2018-02-25,E001133,B011
2023-04-12,2023-08-26,E001134,B001
2019-02-02,2019-04-01,E001135,B004
2019-01-29,,E001136,B014
2022-04-12,,E001137,B005
2022-06-17,,E001138,B001
2020-01-27,,E001139,B004
2024-11-24,,E001140,B005
2015-07-25,2016-08-15,E001141,B005
2024-06-02,,E001142,B010
2016-10-23,2017-01-21,E001143,B009
2023-11-26,,E001144,B005
2018-07-02,2018-07-03,E001145,B015
2021-11-01,2021-12-23,E001146,B002
2024-03-30,,E001147,B001
2022-04-10,2022-04-23,E001148,B013
2023-05-30,,E001149,B013
2021-12-16,2021-12-17,E001150,B012
2023-09-13,,E001151,B010
2024-04-08,,E001152,B005
2019-09-02,,E001153,B002
2021-11-04,,E001154,B007
2023-04-09,,E001155,B004
2020-03-04,2020-06-10,E001156,B014
2024-05-31,,E001157,B011
2017-01-24,,E001158,B005
2021-02-22,,E001159,B007
2018-10-28,,E001160,B009
2019-09-12,,E001161,B011
2019-08-26,2021-05-10,E001162,B003
2020-11-30,2021-04-02,E001163,B012
2022-11-17,2022-11-19,E001164,B013
2022-04-28,,E001165,B003
2019-09-07,,E001166,B009
2023-08-14,,E001167,B003
2023-11-28,,E001168,B005
2023-10-31,,E001169,B010
2022-12-17,,E001170,B010
2021-12-10,,E001171,B010
2022-11-28,,E001172,B003
2021-10-22,2021-10-30,E001173,B004
2023-03-19,,E001174,B011
2024-03-25,,E001175,B010
2021-11-28,2022-09-24,E001176,B014
2018-07-27,2018-08-11,E001177,B007
2024-07-26,,E001178,B014
2018-04-17,2018-09-22,E001179,B011
2018-07-20,2019-06-28,E001180,B012
2022-02-18,,E001181,B002
2017-10-28,2017-10-29,E001182,B009
2024-05-11,,E001183,B010
2022-04-18,2022-12-19,E001184,B006
2017-05-05,2021-03-29,E001185,B007
2020-01-01,2020-08-11,E001186,B012
2021-03-23,,E001187,B008
2021-10-31,,E001188,B008
2019-08-17,2019-12-07,E001189,B011
2017-11-24,2017-12-27,E001190,B002
2024-01-05,,E001191,B006
2022-01-31,2022-02-02,E001192,B015
2022-08-05,2022-08-06,E001193,B009
2023-04-16,,E001194,B011
2021-08-29,2021-09-02,E001195,B014
2022-09-14,2022-09-20,E001196,B002
2023-04-16,2023-08-24,E001197,B001
2022-07-02,2023-05-29,E001198,B001
2020-07-07,2020-11-03,E001199,B002
2021-12-12,,E001200,B011
2022-12-31,2023-01-12,E001201,B014
2017-11-20,,E001202,B005
2015-02-18,2017-12-26,E001203,B002
2023-07-19,,E001204,B001
2020-03-21,2020-04-05,E001205,B015
2018-05-06,,E001206,B014
2017-07-12,2017-12-22,E001207,B001
2019-01-20,,E001208,B009
2016-12-07,2017-07-27,E001209,B009
2016-02-01,2016-02-19,E001210,B003
2024-05-07,,E001211,B015
2023-03-15,,E001212,B008
2018-09-02,2018-09-29,E001213,B003
2024-07-31,,E001214,B001
2019-05-12,2019-06-15,E001215,B002
2022-04-04,2022-04-11,E001216,B002
2022-03-16,2022-05-09,E001217,B006
2017-10-20,,E001218,B002
2024-09-11,,E001219,B005
2022-11-19,,E001220,B001
2021-01-17,2021-04-08,E001221,B001
2021-10-28,2022-01-17,E001222,B003
2019-06-11,2020-07-31,E001223,B010
2020-07-25,2020-07-26,E001224,B007
2019-01-01,,E001225,B009
2024-11-04,,E001226,B008
2016-09-20,2017-03-29,E001227,B004
2017-09-17,2020-04-10,E001228,B001
2021-01-20,2021-01-29,E001229,B003
2020-05-01,2020-06-29,E001230,B011
2020-02-19,2020-02-20,E001231,B006
2021-07-12,,E001232,B005
2021-05-23,2021-07-28,E001233,B005
2020-02-25,,E001234,B009
2022-06-12,,E001235,B005
2022-09-23,,E001236,B004
2018-04-09,2018-07-24,E001237,B015
2017-09-21,,E001238,B005
2023-01-10,,E001239,B002
2021-11-26,,E001240,B003
2018-05-17,2019-04-19,E001241,B012
2020-05-20,,E001242,B003
2024-05-20,,E001243,B015
2018-07-24,2018-07-30,E001244,B008
2019-10-27,2020-03-10,E001245,B013
2023-08-29,,E001246,B005
2018-08-17,2019-03-22,E001247,B007
2019-10-20,,E001248,B003
2020-09-04,2020-09-05,E001249,B012
2024-04-14,,E001250,B007
2016-08-07,2016-09-06,E001251,B004
2024-09-13,,E001252,B007
2022-10-08,2022-12-12,E001253,B007
2020-11-17,2022-04-11,E001254,B009
2016-11-06,2018-02-14,E001255,B009
2020-05-30,2020-09-28,E001256,B013
2016-09-09,2016-09-10,E001257,B011
2024-09-05,,E001258,B003
2016-08-05,,E001259,B013
2022-01-18,,E001260,B005
2019-04-11,2020-06-18,E001261,B003
2021-04-21,,E001262,B004
2016-10-31,2017-02-19,E001263,B015
2024-01-27,,E001264,B009
2022-04-01,2022-06-04,E001265,B010
2020-08-10,2020-08-11,E001266,B008
2022-08-05,,E001267,B003
2019-12-15,2020-02-07,E001268,B007
2020-07-23,,E001269,B013
2017-07-11,2018-03-23,E001270,B014
2016-12-23,2017-09-30,E001271,B014
2024-10-08,,E001272,B004
2022-03-17,2022-04-07,E001273,B005
2024-03-29,,E001274,B004
2021-04-13,,E001275,B001
2019-10-16,,E001276,B001
2023-01-21,,E001277,B006
2023-04-07,,E001278,B012
2018-06-24,,E001279,B001
2018-12-11,,E001280,B006
2022-07-27,2022-11-14,E001281,B010
2019-11-09,2019-12-13,E001282,B001
2022-04-02,,E001283,B011
2024-02-19,,E001284,B003
2023-02-10,,E001285,B009
2022-10-26,,E001286,B008
2017-12-18,2019-08-06,E001287,B004
2022-08-07,2022-10-08,E001288,B002
2023-10-25,,E001289,B014
2021-08-01,2022-03-10,E001290,B015
2017-01-23,2019-12-05,E001291,B014
2017-04-04,2017-12-02,E001292,B006
2020-03-13,2021-12-02,E001293,B010
2018-05-08,2018-05-26,E001294,B010
2020-07-04,,E001295,B011
2024-09-28,,E001296,B006
2024-10-09,,E001297,B015
2022-10-16,,E001298,B004
2023-05-27,,E001299,B010
2019-02-11,2020-02-12,E001300,B013
2024-06-09,,E001301,B005
2021-09-27,2022-01-09,E001302,B004
2023-07-25,,E001303,B014
2018-08-22,2021-10-17,E001304,B002
2022-09-19,,E001305,B011
2024-02-11,,E001306,B015
2020-11-15,2021-04-15,E001307,B012
2021-09-05,2021-10-04,E001308,B006
2019-08-05,2019-08-06,E001309,B010
2022-08-12,2022-09-05,E001310,B009
2017-01-11,2017-01-15,E001311,B001
2017-08-16,2017-09-14,E001312,B012
2021-11-25,,E001313,B007
2022-09-13,2023-04-14,E001314,B002
2022-12-16,2023-02-20,E001315,B004
2016-09-04,2020-12-24,E001316,B002
2017-03-29,2018-01-13,E001317,B001
2023-11-22,,E001318,B009
2018-01-21,,E001319,B003
2022-05-19,,E001320,B003
2018-10-12,2022-02-26,E001321,B008
2022-09-04,,E001322,B007
2019-01-17,2021-02-23,E001323,B009
2016-12-06,2017-02-05,E001324,B015
2020-12-22,2020-12-23,E001325,B012
2023-09-11,,E001326,B004
2017-03-15,,E001327,B006
2024-10-31,,E001328,B001
2016-11-01,2018-01-03,E001329,B014
2019-12-08,2020-05-01,E001330,B001
2022-04-29,2022-05-07,E001331,B012
2019-09-01,2019-09-10,E001332,B005
2021-09-06,,E001333,B001
2024-06-02,,E001334,B014
2023-05-29,,E001335,B010
2018-12-04,2018-12-05,E001336,B005
