OFORDER_ID,TABLE_NUMBER,EMPLOYEE_ID,EMPLOYEE_RATING,BRANCH_ID
O021273,7,E001448,5,B003
O021276,49,E000575,4,B013
O021277,43,E001065,1,B001
O021283,43,E000477,2,B014
O021285,16,E001364,2,B012
O021287,39,E001368,3,B004
O021288,37,E000891,5,B006
O021290,42,E000613,5,B008
O021296,12,E000277,5,B011
O021297,1,E000220,5,B007
O021300,34,E001519,5,B014
O021302,39,E000573,5,B004
O021303,36,E000747,5,B006
O021305,33,E000041,5,B010
O021307,2,E000578,3,B006
O021308,47,E000607,1,B015
O021309,3,E001209,2,B005
O021311,42,E000692,4,B012
O021313,23,E000356,5,B003
O021316,6,E000693,3,B003
O021317,35,E000050,3,B011
O021318,9,E000595,5,B004
O021321,15,E001634,5,B003
O021323,1,E000851,3,B010
O021324,35,E001015,4,B007
O021328,33,E000956,5,B009
O021332,46,E000173,3,B002
O021333,9,E001364,5,B012
O021352,24,E000625,5,B010
O021363,17,E001140,5,B006
O021368,31,E001092,5,B005
O021369,8,E000292,5,B002
O021373,14,E001226,2,B004
O021374,40,E001230,3,B001
O021380,42,E000452,5,B005
O021381,1,E000962,5,B001
O021383,50,E000173,5,B002
O021388,47,E000407,5,B015
O021390,40,E001265,3,B011
O021393,32,E000984,3,B014
O021394,24,E000820,5,B012
O021395,40,E000607,5,B015
O021419,12,E000407,4,B015
O021427,21,E000863,2,B011
O021428,23,E000477,5,B014
O021431,50,E001210,2,B013
O021433,24,E000380,2,B008
O021435,20,E000512,3,B007
O021437,39,E001394,4,B013
O021438,41,E000036,5,B003
O021442,27,E000964,3,B008
O021452,47,E000747,3,B006
O021454,5,E000801,1,B013
O021457,25,E001299,5,B007
O021459,17,E001246,5,B006
O021460,1,E000607,2,B015
O021464,6,E000922,5,B013
O021469,9,E001606,5,B010
O021477,25,E000892,5,B008
O021478,45,E000958,5,B008
O021485,10,E000912,2,B009
O021489,5,E000285,1,B009
O021494,15,E001566,2,B013
O021495,42,E000832,5,B014
O021496,4,E000968,5,B008
O021503,48,E000458,5,B001
O021506,18,E000078,4,B001
O021513,6,E000900,5,B010
O021514,43,E001200,5,B014
O021516,21,E001289,5,B012
O021517,35,E000250,5,B002
O021518,44,E001322,3,B004
O021519,6,E001578,5,B007
O021523,27,E000793,4,B012
O021527,21,E000759,3,B006
O021530,16,E001024,5,B007
O021532,46,E000778,5,B005
O021534,8,E000168,5,B006
O021543,8,E000348,5,B004
O021544,9,E000673,5,B008
O021545,31,E001027,5,B005
O021547,5,E001604,3,B005
O021551,24,E000608,5,B012
O021554,13,E000538,4,B004
O021558,15,E000643,5,B007
O021559,24,E001393,1,B009
O021560,38,E000001,5,B012
O021562,35,E000328,5,B010
O021563,21,E000646,4,B003
O021565,35,E000230,5,B010
O021566,49,E000865,1,B011
O021569,38,E000444,3,B006
O021576,18,E000283,5,B014
O021579,1,E000933,5,B009
O021582,41,E000387,1,B011
O021583,49,E001520,5,B004
O021584,30,E000853,5,B007
O021587,23,E001297,5,B007
O021588,46,E001134,5,B005
O021591,28,E000069,5,B007
O021592,29,E000073,4,B007
O021594,7,E000079,5,B013
O021598,28,E001285,5,B002
O021599,5,E000595,5,B004
O021604,28,E001194,2,B004
O021608,35,E000457,4,B005
O021613,20,E000953,5,B006
O021614,23,E000677,5,B015
O021616,20,E001291,5,B015
O021618,43,E000522,3,B004
O021619,15,E001390,2,B010
O021621,23,E001260,5,B015
O021622,48,E000448,5,B001
O021625,17,E000610,3,B010
O021626,14,E001258,5,B013
O021627,27,E000780,1,B003
O021628,39,E001432,1,B007
O021629,9,E000181,5,B009
O021633,11,E000916,4,B011
O021634,50,E001154,4,B014
O021637,15,E001282,2,B001
O021640,42,E000810,5,B008
O021642,15,E000377,5,B012
O021643,16,E000008,5,B003
O021644,38,E001392,4,B001
O021646,1,E000172,5,B013
O021652,7,E000741,5,B011
O021654,20,E000845,1,B005
O021656,32,E000010,2,B014
O021658,19,E000474,3,B013
O021661,17,E000428,5,B011
O021670,31,E000385,5,B011
O021680,15,E000780,5,B003
O021681,45,E000415,5,B014
O021682,14,E000159,5,B014
O021684,16,E000065,5,B002
O021685,17,E001378,5,B004
O021688,39,E000498,3,B014
O021695,8,E001354,4,B013
O021700,16,E000512,5,B007
O021707,22,E000389,3,B003
O021708,2,E000578,1,B006
O021710,50,E000655,4,B005
O021713,6,E000651,5,B013
O021718,26,E001288,1,B008
O021724,37,E000003,5,B002
O021730,45,E001372,1,B015
O021731,18,E000477,5,B014
O021732,12,E000648,5,B002
O021734,5,E000969,5,B013
O021739,33,E001228,1,B008
O021745,41,E000138,5,B007
O021746,6,E000216,5,B007
O021751,13,E001386,5,B014
O021755,41,E001079,5,B014
O021758,23,E000945,5,B003
O021764,28,E000408,1,B013
O021765,2,E001024,5,B007
O021767,39,E001402,5,B007
O021769,39,E000236,3,B009
O021770,12,E001233,5,B005
O021774,37,E001367,5,B015
O021777,5,E000061,5,B008
O021779,8,E000124,5,B015
O021784,11,E000703,4,B007
O021789,46,E000366,5,B010
O021792,2,E000462,5,B007
O021793,33,E000379,3,B013
O021796,41,E000040,3,B001
O021797,3,E000524,5,B015
O021800,6,E001445,5,B003
O021802,28,E000317,5,B009
O021804,14,E001441,3,B004
O021808,4,E001334,5,B008
O021810,32,E000528,3,B009
O021815,11,E000216,1,B007
O021817,40,E000916,5,B011
O021823,22,E001013,5,B014
O021824,24,E000632,5,B005
O021827,26,E001344,5,B013
O021830,29,E000760,5,B008
O021832,45,E001654,4,B009
O021835,43,E000130,1,B008
O021837,17,E001557,5,B014
O021842,11,E001543,1,B001
O021850,45,E001344,3,B013
O021851,26,E000419,1,B002
O021863,13,E000413,4,B002
O021870,36,E000637,3,B004
O021871,3,E001623,5,B015
O021875,32,E001075,5,B009
O021883,1,E000505,5,B002
O021884,28,E000531,5,B009
O021889,18,E001546,2,B008
O021891,12,E001024,5,B007
O021896,26,E000872,5,B014
O021901,39,E001124,1,B012
O021905,47,E001158,5,B015
O021907,37,E000601,5,B009
O021917,34,E001617,4,B013
O021919,46,E000835,5,B006
O021921,22,E001288,5,B008
O021923,20,E000755,2,B004
O021924,27,E001617,1,B013
O021930,14,E000377,5,B012
O021933,4,E001340,5,B009
O021936,11,E001127,5,B003
O021940,49,E001115,5,B002
O021941,17,E001099,5,B003
O021944,30,E001297,5,B007
O021956,13,E000274,1,B008
O021961,48,E001424,5,B013
O021962,29,E001256,5,B010
O021967,24,E000560,5,B002
O021970,13,E001486,1,B001
O021971,15,E000183,5,B011
O021972,22,E001021,2,B012
O021973,12,E000954,3,B011
O021977,3,E000261,5,B009
O021979,45,E001354,5,B013
O021981,37,E000381,5,B010
O021984,19,E001006,5,B010
O021987,9,E000591,5,B004
O021988,42,E000961,4,B014
O021995,11,E001493,2,B012
O022003,8,E000115,5,B013
O022005,45,E001425,4,B015
O022010,46,E001589,4,B014
O022017,15,E001176,3,B006
O022018,41,E000268,5,B011
O022019,35,E001426,5,B002
O022021,43,E000769,1,B013
O022026,48,E000348,5,B004
O022030,22,E000356,5,B003
O022033,39,E001387,3,B001
O022034,27,E000781,5,B012
O022037,14,E000299,5,B009
O022040,19,E001496,5,B013
O022041,19,E000551,5,B009
O022042,5,E000984,5,B014
O022044,20,E000925,5,B002
O022045,2,E001454,5,B013
O022048,4,E001615,4,B002
O022049,46,E001057,5,B003
O022055,36,E000855,5,B002
O022057,34,E000014,4,B002
O022062,3,E000894,3,B003
O022063,15,E001217,5,B015
O022064,40,E001645,5,B010
O022065,22,E000171,1,B015
O022066,32,E000025,5,B012
O022072,5,E001606,2,B010
O022075,36,E001431,2,B001
O022080,46,E000124,5,B015
O022087,13,E001338,5,B007
O022089,44,E000608,2,B012
O022090,10,E001307,1,B008
O022094,32,E001297,5,B007
O022096,34,E000726,5,B005
O022099,32,E000238,5,B002
O022105,35,E001406,5,B003
O022107,31,E001486,1,B001
O022109,36,E001212,5,B004
O022111,23,E001009,5,B006
O022113,31,E000206,3,B009
O022119,6,E000324,5,B015
O022124,10,E001124,5,B012
O022126,6,E000054,5,B015
O022129,47,E001600,3,B005
O022131,48,E000437,5,B004
O022133,38,E000159,5,B014
O022136,7,E000676,5,B004
O022140,23,E001295,5,B008
O022142,12,E000901,5,B005
O022146,35,E001420,3,B004
O022147,38,E000476,1,B009
O022148,17,E001581,5,B004
O022151,34,E000464,3,B014
O022152,38,E000140,1,B014
O022159,36,E000236,4,B009
O022160,41,E001519,5,B014
O022163,46,E001154,5,B014
O022164,7,E001268,5,B012
O022165,7,E000969,5,B013
O022169,31,E001510,3,B012
O022170,5,E000505,4,B002
O022182,15,E000001,5,B012
O022185,37,E000400,3,B014
O022187,2,E000230,5,B010
O022188,22,E001489,3,B001
O022189,4,E000056,5,B015
O022190,3,E001064,5,B008
O022191,13,E000387,3,B011
O022194,46,E001303,5,B005
O022202,47,E000183,4,B011
O022206,47,E000531,5,B009
O022210,42,E000888,5,B014
O022211,5,E000683,4,B001
O022215,10,E001413,3,B004
O022217,17,E000692,1,B012
O022218,5,E000894,5,B003
O022222,9,E001362,5,B004
O022224,49,E000919,5,B004
O022226,14,E001079,5,B014
O022229,32,E000653,5,B011
O022231,42,E000193,5,B004
O022234,30,E000865,3,B011
O022235,27,E001122,5,B004
O022243,28,E000611,2,B015
O022245,16,E000558,5,B013
O022248,35,E000161,4,B013
O022254,9,E000041,5,B010
O022261,50,E000005,4,B011
O022265,27,E001489,3,B001
O022268,8,E000193,5,B004
O022269,38,E001616,4,B006
O022272,43,E000230,2,B010
O022275,18,E000997,5,B006
O022278,7,E001075,5,B009
O022283,7,E001163,5,B005
O022285,20,E001071,4,B015
O022289,38,E000437,5,B004
O022295,31,E001478,2,B012
O022299,31,E000242,1,B014
O022306,8,E000751,5,B001
O022307,22,E000863,3,B011
O022308,23,E001215,5,B008
O022309,26,E001463,5,B012
O022311,42,E000837,5,B003
O022313,8,E000573,1,B004
O022315,37,E000759,5,B006
O022317,35,E000306,5,B015
O022323,31,E001390,5,B010
O022328,17,E000660,4,B013
O022329,41,E000857,1,B005
O022332,9,E000746,5,B002
O022339,24,E000608,5,B012
O022341,35,E000133,5,B004
O022347,50,E001009,5,B006
O022349,22,E000524,4,B015
O022350,38,E000385,4,B011
O022355,48,E000244,5,B009
O022362,44,E000990,5,B002
O022367,37,E001087,5,B002
O022369,24,E001088,4,B007
O022370,34,E000868,5,B007
O022375,31,E001313,2,B012
O022380,25,E000428,1,B011
O022384,16,E001087,4,B002
O022389,45,E001322,5,B004
O022390,30,E000595,4,B004
O022395,23,E000953,4,B006
O022397,25,E000321,4,B011
O022404,1,E001386,5,B014
O022406,25,E001293,5,B005
O022411,17,E001369,5,B012
O022412,6,E001307,5,B008
O022417,6,E000098,5,B012
O022419,17,E001217,5,B015
O022426,45,E000810,3,B008
O022427,14,E001127,5,B003
O022430,8,E001298,3,B008
O022434,48,E001015,5,B007
O022438,48,E001028,5,B014
O022442,10,E001197,4,B003
O022444,28,E001589,5,B014
O022445,36,E000848,5,B006
O022446,11,E000318,5,B003
O022449,37,E001420,5,B004
O022450,32,E000257,5,B001
O022451,18,E000791,5,B001
O022454,30,E000025,1,B012
O022456,46,E000646,5,B003
O022458,29,E001456,4,B013
O022464,14,E000497,5,B009
O022465,41,E000285,5,B009
O022472,42,E000632,5,B005
O022478,48,E001308,5,B010
O022483,40,E000781,2,B012
O022485,25,E001382,5,B014
O022490,32,E001401,5,B010
O022491,8,E001633,5,B013
O022493,6,E001543,5,B001
O022494,4,E000167,5,B001
O022495,16,E000762,5,B001
O022497,28,E000436,5,B005
O022498,42,E000965,5,B012
O022499,19,E001064,1,B008
O022500,49,E000440,3,B009
O022501,13,E000921,1,B015
O022502,5,E000115,5,B013
O022505,42,E000306,5,B015
O022506,45,E000271,5,B007
O022507,46,E001216,5,B009
O022511,20,E001008,2,B005
O022512,23,E001324,5,B011
O022514,50,E000140,5,B014
O022515,31,E000779,1,B001
O022522,9,E001189,3,B010
O022524,13,E000405,5,B015
O022526,25,E001070,1,B015
O022527,35,E000984,2,B014
O022528,24,E000013,4,B002
O022529,42,E000285,2,B009
O022531,48,E000531,5,B009
O022533,39,E000433,5,B003
O022538,25,E001497,5,B001
O022539,4,E001448,5,B003
O022545,48,E000704,5,B003
O022547,18,E000835,2,B006
O022555,7,E001353,5,B007
O022558,46,E000079,5,B013
O022559,8,E001650,3,B012
O022562,16,E001282,4,B001
O022564,40,E000993,5,B001
O022569,31,E000528,5,B009
O022572,5,E001626,5,B009
O022574,27,E000196,5,B011
O022579,49,E001308,4,B010
O022588,45,E000638,5,B009
O022590,19,E000411,1,B011
O022591,9,E000507,3,B008
O022594,14,E000277,5,B011
O022596,20,E000944,2,B003
O022603,50,E001201,5,B014
O022609,3,E001595,5,B008
O022610,1,E000678,5,B001
O022612,25,E001154,3,B014
O022613,1,E000973,4,B014
O022615,44,E000351,5,B010
O022625,14,E001411,5,B001
O022630,42,E000208,1,B015
O022631,45,E000415,4,B014
O022632,17,E000538,5,B004
O022637,6,E000921,5,B015
O022640,48,E000578,5,B006
O022641,28,E000124,1,B015
O022642,39,E000056,1,B015
O022644,24,E000713,2,B004
O022647,14,E001361,5,B006
O022650,13,E001382,5,B014
O022653,37,E001163,5,B005
O022657,22,E000973,5,B014
O022666,21,E001353,2,B007
O022670,30,E000173,5,B002
O022672,14,E001632,4,B001
O022674,33,E000588,5,B010
O022675,4,E000507,4,B008
O022680,33,E000389,5,B003
O022681,46,E000439,5,B003
O022683,14,E001646,5,B013
O022689,3,E001643,5,B013
O022691,17,E000894,3,B003
O022692,20,E001547,5,B007
O022697,40,E001066,5,B002
O022704,34,E000953,1,B006
O022705,16,E000524,5,B015
O022706,24,E001009,5,B006
O022707,7,E000759,5,B006
O022708,16,E000444,4,B006
O022726,50,E000953,1,B006
O022728,26,E000851,1,B010
O022729,19,E000253,2,B014
O022734,13,E000115,1,B013
O022736,27,E000941,5,B005
O022745,3,E000372,5,B004
O022747,30,E001401,5,B010
O022748,14,E000697,5,B007
O022754,21,E000193,5,B004
O022756,38,E001447,5,B008
O022758,45,E001519,4,B014
O022759,34,E001578,5,B007
O022760,46,E000259,5,B001
O022762,30,E001426,5,B002
O022764,42,E000340,5,B007
O022765,29,E001408,5,B004
O022768,27,E000989,5,B011
O022769,24,E000408,5,B013
O022772,25,E000348,3,B004
O022773,39,E001163,5,B005
O022776,28,E000494,5,B013
O022777,43,E000458,5,B001
O022778,22,E001580,5,B014
O022779,50,E000570,5,B009
O022781,45,E000814,1,B001
O022783,20,E000110,5,B001
O022787,35,E001328,4,B002
O022791,5,E001616,5,B006
O022793,41,E000437,1,B004
O022795,42,E000868,1,B007
O022801,48,E001177,5,B007
O022802,33,E000888,5,B014
O022804,46,E001479,4,B010
O022809,13,E000377,1,B012
O022810,13,E001319,5,B011
O022811,44,E000507,5,B008
O022812,14,E001004,5,B014
O022814,41,E000363,3,B008
O022815,33,E000374,5,B015
O022816,34,E001252,1,B015
O022817,24,E001247,5,B010
O022820,44,E000676,5,B004
O022821,47,E001628,5,B013
O022826,37,E001272,1,B002
O022829,22,E001490,3,B011
O022830,12,E000124,5,B015
O022833,20,E000892,5,B008
O022837,15,E001262,5,B001
O022838,46,E000954,3,B011
O022839,2,E000276,5,B010
O022841,44,E001127,2,B003
O022844,32,E000539,5,B008
O022847,42,E000001,5,B012
O022848,21,E000587,2,B014
O022851,1,E000779,2,B001
O022856,38,E001301,5,B003
O022865,13,E000904,5,B004
O022867,32,E001489,5,B001
O022873,12,E001548,4,B005
O022874,30,E000222,5,B006
O022876,32,E000967,3,B006
O022879,41,E001374,1,B002
O022880,44,E001273,5,B006
O022881,5,E000532,3,B001
O022882,36,E000699,3,B002
O022883,44,E000333,5,B011
O022886,12,E001075,4,B009
O022892,5,E001361,5,B006
O022893,24,E000848,2,B006
O022899,35,E001368,4,B004
O022900,40,E000217,5,B013
O022903,3,E000315,1,B012
O022906,16,E000853,3,B007
O022907,5,E000055,5,B009
O022910,27,E000597,5,B008
O022912,1,E001006,5,B010
O022916,40,E001396,5,B004
O022919,50,E001092,5,B005
O022924,12,E000692,5,B012
O022928,12,E001459,2,B013
O022929,6,E000124,5,B015
O022930,37,E001004,4,B014
O022933,3,E000410,5,B012
O022935,6,E000613,5,B008
O022940,42,E001616,5,B006
O022944,7,E001626,5,B009
O022945,40,E001645,4,B010
O022947,10,E000901,5,B005
O022951,35,E001615,5,B002
O022952,17,E001147,5,B006
O022956,4,E000746,5,B002
O022957,42,E001310,2,B008
O022958,3,E001434,5,B011
O022959,20,E000348,4,B004
O022961,5,E000205,5,B005
O022962,16,E001008,3,B005
O022971,44,E001056,5,B011
O022977,19,E000187,5,B014
O022979,12,E000524,3,B015
O022983,2,E000344,5,B008
O022985,17,E000443,5,B001
O022987,11,E000588,4,B010
O022988,15,E000616,3,B001
O022991,18,E001173,4,B008
O022992,48,E001054,2,B005
O022994,8,E001400,5,B013
O022999,9,E001044,5,B014
O023001,3,E000172,2,B013
O023004,47,E001044,5,B014
O023008,44,E000871,3,B001
O023009,7,E000708,5,B007
O023010,19,E000032,5,B005
O023014,30,E000854,5,B005
O023015,9,E001531,2,B005
O023019,17,E001532,4,B005
O023020,26,E000607,5,B015
O023022,19,E000054,5,B015
O023026,22,E001604,4,B005
O023028,6,E000463,5,B015
O023031,25,E000004,5,B003
O023032,25,E000961,5,B014
O023033,27,E000601,4,B009
O023034,30,E001461,5,B003
O023035,16,E000673,3,B008
O023038,11,E001309,5,B008
O023039,42,E000552,5,B008
O023041,9,E001497,3,B001
O023043,9,E001187,1,B001
O023044,45,E000080,5,B002
O023046,16,E001127,5,B003
O023050,37,E001643,5,B013
O023051,32,E001256,5,B010
O023057,10,E000265,5,B005
O023059,36,E000005,3,B011
O023061,48,E001362,5,B004
O023068,27,E001317,2,B009
O023070,38,E000297,4,B013
O023072,39,E000207,3,B006
O023074,5,E000125,3,B001
O023075,39,E000407,4,B015
O023076,31,E000329,5,B005
O023077,44,E000812,5,B008
O023080,18,E000148,5,B003
O023082,12,E000075,2,B009
O023086,18,E001445,5,B003
O023087,50,E001081,5,B012
O023088,43,E000818,5,B007
O023089,46,E000268,5,B011
O023101,50,E001134,5,B005
O023104,20,E001307,5,B008
O023110,23,E000510,1,B009
O023112,36,E000928,4,B003
O023116,43,E000128,3,B013
O023120,5,E001493,5,B012
O023126,14,E001618,4,B003
O023127,25,E001224,5,B002
O023131,14,E001496,2,B013
O023132,41,E000980,4,B005
O023136,17,E001575,2,B002
O023144,17,E001057,5,B003
O023150,45,E000296,3,B009
O023152,47,E001211,1,B008
O023154,15,E000875,4,B007
O023164,18,E000890,5,B004
O023171,9,E000966,5,B012
O023172,8,E000885,4,B015
O023175,4,E000438,1,B002
O023176,13,E000003,5,B002
O023181,39,E000037,5,B003
O023182,29,E001620,5,B001
O023183,19,E000446,5,B006
O023185,29,E001258,5,B013
O023186,29,E000060,4,B006
O023188,5,E000904,3,B004
O023193,45,E000329,5,B005
O023197,9,E000022,5,B011
O023199,45,E000722,1,B007
O023201,49,E001407,5,B004
O023203,2,E001496,5,B013
O023204,16,E000691,5,B006
O023209,8,E000167,2,B001
O023214,29,E001519,5,B014
O023215,5,E001034,3,B008
O023216,40,E001196,3,B005
O023226,43,E000060,4,B006
O023239,26,E000961,2,B014
O023241,6,E000220,5,B007
O023242,42,E000321,5,B011
O023245,44,E001547,5,B007
O023255,36,E001271,5,B006
O023257,47,E000980,4,B005
O023259,9,E000178,5,B013
O023260,48,E000940,4,B006
O023262,35,E001239,5,B003
O023264,15,E001206,5,B004
O023266,18,E001600,5,B005
O023275,27,E000873,5,B008
O023280,22,E000608,5,B012
O023281,9,E001247,5,B010
O023283,10,E000692,3,B012
O023288,29,E000173,5,B002
O023289,16,E001448,5,B003
O023300,17,E000881,5,B006
O023301,42,E001616,1,B006
O023302,46,E001067,5,B004
O023306,18,E000427,5,B008
O023308,33,E001382,5,B014
O023311,8,E001021,2,B012
O023314,20,E000081,5,B015
O023317,41,E001493,1,B012
O023318,1,E000993,3,B001
O023320,22,E000236,5,B009
O023321,21,E001009,3,B006
O023322,15,E000324,5,B015
O023324,1,E000461,5,B006
O023326,6,E000987,5,B007
O023329,4,E001630,4,B004
O023331,19,E001604,5,B005
O023332,7,E001191,5,B007
O023334,32,E000107,5,B012
O023335,38,E001240,2,B011
O023340,40,E000471,4,B015
O023342,33,E001454,5,B013
O023344,23,E000549,5,B008
O023345,27,E001346,5,B014
O023346,40,E001258,4,B013
O023351,40,E001652,4,B015
O023361,1,E001554,5,B014
O023362,34,E001403,1,B010
O023365,25,E000352,5,B012
O023369,33,E000203,5,B010
O023379,37,E001382,5,B014
O023381,20,E000801,2,B013
O023386,2,E000070,1,B006
O023389,36,E000020,1,B011
O023390,28,E001298,5,B008
O023391,2,E001405,2,B007
O023392,5,E000295,5,B003
O023393,47,E001073,5,B004
O023406,11,E000093,1,B002
O023407,12,E000575,4,B013
O023410,7,E001441,5,B004
O023412,39,E001609,5,B012
O023414,46,E000259,5,B001
O023422,16,E000015,5,B007
O023426,23,E000720,5,B005
O023428,24,E000181,5,B009
O023430,8,E000138,5,B007
O023436,49,E000771,4,B013
O023443,18,E001297,4,B007
O023451,16,E000231,5,B002
O023455,1,E000244,5,B009
O023456,13,E000408,5,B013
O023459,43,E000837,5,B003
O023461,30,E001373,3,B006
O023463,38,E000930,1,B015
O023464,12,E001308,5,B010
O023466,21,E000474,5,B013
O023469,24,E000916,4,B011
O023471,5,E000546,5,B010
O023472,36,E000524,5,B015
O023475,32,E001428,5,B007
O023478,26,E001161,4,B009
O023480,39,E000606,5,B011
O023483,30,E000721,5,B007
O023487,4,E000828,5,B002
O023490,43,E000172,5,B013
O023491,18,E001568,5,B013
O023492,17,E000814,5,B001
O023497,47,E001009,5,B006
O023506,24,E000259,5,B001
O023511,5,E000676,4,B004
O023513,35,E001506,1,B002
O023514,22,E001210,4,B013
O023515,32,E000478,5,B008
O023517,12,E001365,5,B008
O023518,47,E000340,5,B007
O023519,9,E001079,5,B014
O023527,41,E000651,5,B013
O023529,28,E001376,5,B009
O023530,2,E000759,5,B006
O023531,39,E001120,5,B007
O023535,14,E000173,5,B002
O023537,48,E001200,5,B014
O023539,50,E000012,5,B001
O023543,10,E001654,5,B009
O023544,32,E000509,3,B001
O023547,7,E000703,5,B007
O023550,33,E000173,5,B002
O023556,9,E000309,5,B013
O023561,2,E000350,5,B012
O023562,44,E000781,1,B012
O023566,25,E000578,5,B006
O023568,10,E000646,5,B003
O023569,46,E000573,5,B004
O023570,50,E000607,5,B015
O023571,32,E000943,4,B007
O023572,12,E000092,4,B009
O023576,48,E001545,5,B009
O023581,34,E001482,2,B015
O023584,4,E001361,1,B006
O023586,16,E001093,4,B002
O023591,11,E000851,5,B010
O023593,40,E000093,5,B002
O023598,10,E001127,5,B003
O023602,34,E000204,2,B010
O023603,47,E001420,5,B004
O023606,28,E000276,2,B010
O023607,1,E000410,4,B012
O023608,26,E001651,2,B015
O023609,17,E001496,5,B013
O023611,40,E000011,4,B005
O023614,26,E001394,5,B013
O023616,34,E001490,5,B011
O023617,28,E000366,5,B010
O023618,15,E001401,4,B010
O023622,39,E001314,1,B011
O023624,34,E000243,1,B005
O023627,7,E000496,4,B007
O023636,44,E001070,5,B015
O023638,27,E001352,5,B002
O023639,16,E000060,5,B006
O023645,19,E001436,5,B008
O023650,40,E001154,5,B014
O023654,9,E000131,5,B011
O023661,32,E001406,5,B003
O023670,46,E000910,4,B008
O023671,21,E000667,5,B012
O023674,47,E001508,4,B012
O023675,48,E001427,4,B012
O023676,33,E000558,5,B013
O023678,48,E001344,5,B013
O023683,19,E001508,1,B012
O023684,11,E000439,1,B003
O023685,48,E000536,5,B015
O023696,23,E001372,5,B015
O023697,37,E001146,5,B004
O023700,8,E000067,5,B004
O023706,7,E001409,2,B005
O023708,33,E001403,1,B010
O023709,48,E000507,5,B008
O023712,30,E000835,5,B006
O023716,1,E001563,4,B001
O023717,6,E000428,5,B011
O023719,4,E001189,5,B010
O023728,24,E000263,4,B008
O023729,25,E000573,5,B004
O023733,49,E001354,5,B013
O023735,44,E000919,4,B004
O023744,34,E001202,3,B010
O023748,23,E000057,3,B015
O023751,38,E001185,5,B004
O023753,15,E001044,5,B014
O023754,31,E000833,1,B004
O023755,21,E001075,5,B009
O023757,35,E001525,2,B009
O023760,20,E000383,5,B008
O023765,36,E000912,5,B009
O023766,29,E001626,2,B009
O023768,20,E000335,1,B014
O023773,7,E000431,5,B007
O023785,45,E000060,5,B006
O023787,21,E000943,5,B007
O023789,39,E001094,5,B015
O023793,40,E000826,2,B007
O023794,47,E000848,5,B006
O023798,36,E000751,4,B001
O023799,48,E000835,4,B006
O023809,18,E001301,3,B003
O023813,21,E000343,5,B007
O023816,1,E001021,5,B012
O023817,31,E001631,4,B005
O023821,12,E001489,5,B001
O023822,35,E001127,5,B003
O023826,42,E000113,5,B012
O023828,6,E001425,5,B015
O023830,36,E000942,1,B012
O023831,26,E000972,4,B011
O023838,23,E000244,5,B009
O023841,31,E001391,5,B014
O023842,50,E000140,4,B014
O023843,11,E001003,1,B009
O023850,10,E000700,5,B003
O023851,39,E000051,5,B011
O023853,48,E000172,5,B013
O023854,47,E000051,5,B011
O023855,34,E000510,3,B009
O023856,20,E000335,1,B014
O023857,14,E000230,3,B010
O023858,40,E000986,5,B001
O023862,43,E001019,5,B003
O023864,31,E000186,3,B007
O023867,31,E000439,5,B003
O023870,47,E000879,4,B003
O023872,49,E001294,5,B003
O023882,48,E000781,5,B012
O023883,37,E001209,5,B005
O023885,21,E001297,2,B007
O023888,5,E000980,5,B005
O023889,1,E000519,5,B012
O023895,30,E000517,4,B015
O023897,16,E001346,3,B014
O023900,7,E001352,5,B002
O023905,43,E001520,5,B004
O023906,46,E000321,5,B011
O023907,25,E000860,5,B015
O023909,4,E001366,3,B009
O023915,25,E001394,5,B013
O023917,8,E000190,3,B003
O023918,36,E000401,1,B012
O023920,20,E001206,5,B004
O023922,27,E001403,5,B010
O023926,37,E001160,5,B005
O023929,38,E000274,5,B008
O023931,2,E001135,2,B012
O023933,13,E001578,2,B007
O023935,3,E001125,5,B014
O023936,42,E000260,5,B014
O023937,31,E000388,3,B008
O023942,47,E001428,4,B007
O023946,17,E000623,5,B013
O023947,32,E000760,4,B008
O023949,22,E001603,1,B012
O023951,39,E001252,3,B015
O023954,23,E000718,1,B013
O023956,41,E001364,4,B012
O023962,22,E000580,5,B012
O023963,38,E001463,5,B012
O023966,13,E001508,2,B012
O023969,48,E001054,4,B005
O023972,8,E001234,5,B005
O023974,4,E000200,2,B015
O023975,46,E000040,5,B001
O023976,21,E000953,5,B006
O023982,25,E001400,2,B013
O023986,33,E000301,5,B010
O023988,39,E000892,3,B008
O023990,6,E001252,5,B015
O023993,34,E001017,1,B011
O023994,5,E000324,5,B015
O023995,36,E000886,2,B001
O023996,39,E001187,3,B001
O024001,39,E001586,4,B009
O024002,25,E001247,5,B010
O024006,45,E000835,4,B006
O024008,14,E001544,5,B004
O024012,38,E000317,4,B009
O024015,22,E000356,5,B003
O024016,11,E000585,5,B011
O024018,16,E001415,1,B004
O024020,29,E000379,5,B013
O024021,4,E000431,5,B007
O024022,49,E000667,5,B012
O024034,40,E000638,1,B009
O024036,12,E001297,4,B007
O024037,7,E000354,2,B006
O024040,1,E000857,5,B005
O024043,26,E001578,3,B007
O024044,20,E000261,3,B009
O024057,6,E001595,5,B008
O024058,41,E000164,1,B001
O024066,36,E001260,5,B015
O024067,29,E000563,5,B012
O024073,26,E001391,5,B014
O024075,19,E001071,5,B015
O024076,38,E000658,5,B009
O024079,14,E000176,4,B005
O024084,21,E000608,3,B012
O024086,2,E000554,5,B001
