ORDER_ID,DISH_ID,QUANTITY
O003517,D131,8
O003518,D141,2
O003519,D153,9
O003520,D163,6
O003521,D130,7
O003522,D027,2
O003523,D073,8
O003524,D015,5
O003525,D193,6
O003526,D042,1
O003527,D135,1
O003528,D196,7
O003529,D027,6
O003530,D196,3
O003531,D027,10
O003532,D179,5
O003533,D080,10
O003534,D156,3
O003535,D173,1
O003536,D109,2
O003537,D022,8
O003538,D013,6
O003539,D199,5
O003540,D046,7
O003541,D110,8
O003542,D061,8
O003543,D039,1
O003544,D027,4
O003545,D117,1
O003546,D069,4
O003547,D183,8
O003548,D092,1
O003549,D131,1
O003550,D004,1
O003551,D098,9
O003552,D056,1
O003553,D053,3
O003554,D168,3
O003555,D169,9
O003556,D046,3
O003557,D103,2
O003558,D102,7
O003559,D136,9
O003560,D099,4
O003561,D108,7
O003562,D089,10
O003563,D047,6
O003564,D160,3
O003565,D183,7
O003566,D097,1
O003567,D113,2
O003568,D157,3
O003569,D081,5
O003570,D053,5
O003571,D114,4
O003572,D129,6
O003573,D159,3
O003574,D050,8
O003575,D108,10
O003576,D107,5
O003577,D025,2
O003578,D165,2
O003579,D072,1
O003580,D177,10
O003581,D027,4
O003582,D189,1
O003583,D012,6
O003584,D186,2
O003585,D078,6
O003586,D071,8
O003587,D159,2
O003588,D141,2
O003589,D010,9
O003590,D002,5
O003591,D185,7
O003592,D149,3
O003593,D129,8
O003594,D097,9
O003595,D015,3
O003596,D053,6
O003597,D053,9
O003598,D191,4
O003599,D020,10
O003600,D186,10
O003601,D053,4
O003602,D189,7
O003603,D181,1
O003604,D084,10
O003605,D037,2
O003606,D106,2
O003607,D065,3
O003608,D002,3
O003609,D070,8
O003610,D187,8
O003611,D053,4
O003612,D199,8
O003613,D143,10
O003614,D059,5
O003615,D089,6
O003616,D196,6
O003617,D129,4
O003618,D155,7
O003619,D018,2
O003620,D184,3
O003621,D175,6
O003622,D065,4
O003623,D174,6
O003624,D086,3
O003625,D177,4
O003626,D023,2
O003627,D116,9
O003628,D180,7
O003629,D045,10
O003630,D188,4
O003631,D144,3
O003632,D112,7
O003633,D170,5
O003634,D064,1
O003635,D139,10
O003636,D190,10
O003637,D174,10
O003638,D107,5
O003639,D070,7
O003640,D153,9
O003641,D040,7
O003642,D047,4
O003643,D074,1
O003644,D091,1
O003645,D135,9
O003646,D063,7
O003647,D114,3
O003648,D031,7
O003649,D069,4
O003650,D007,1
O003651,D092,2
O003652,D028,10
O003653,D136,1
O003654,D011,5
O003655,D023,9
O003656,D153,5
O003657,D067,7
O003658,D009,4
O003659,D044,10
O003660,D012,6
O003661,D092,7
O003662,D187,4
O003663,D071,8
O003664,D190,9
O003665,D184,10
O003666,D089,1
O003667,D173,1
O003668,D020,3
O003669,D053,5
O003670,D110,8
O003671,D085,7
O003672,D134,6
O003673,D141,10
O003674,D125,6
O003675,D086,10
O003676,D064,8
O003677,D169,9
O003678,D172,4
O003679,D001,3
O003680,D189,5
O003681,D064,1
O003682,D001,8
O003683,D098,9
O003684,D045,10
O003685,D191,2
O003686,D173,2
O003687,D183,2
O003688,D184,10
O003689,D114,10
O003690,D190,1
O003691,D113,6
O003692,D080,10
O003693,D168,9
O003694,D074,7
O003695,D080,3
O003696,D037,1
O003697,D130,8
O003698,D190,5
O003699,D051,10
O003700,D033,9
O003701,D130,6
O003702,D027,8
O003703,D155,6
O003704,D132,8
O003705,D101,10
O003706,D032,7
O003707,D102,4
O003708,D019,8
O003709,D130,3
O003710,D020,9
O003711,D115,2
O003712,D035,8
O003713,D147,9
O003714,D031,9
O003715,D192,10
O003716,D192,4
O003717,D046,3
O003718,D050,9
O003719,D113,2
O003720,D047,1
O003721,D135,2
O003722,D178,10
O003723,D067,1
O003724,D151,6
O003725,D151,8
O003726,D025,3
O003727,D193,4
O003728,D078,9
O003729,D067,10
O003730,D147,4
O003731,D125,1
O003732,D036,2
O003733,D151,2
O003734,D193,3
O003735,D130,1
O003736,D142,3
O003737,D107,10
O003738,D082,6
O003739,D145,5
O003740,D078,6
O003741,D126,1
O003742,D180,7
O003743,D170,6
O003744,D135,10
O003745,D130,6
O003746,D112,7
O003747,D063,6
O003748,D010,9
O003749,D074,2
O003750,D070,5
O003751,D075,6
O003752,D100,8
O003753,D145,7
O003754,D081,8
O003755,D042,2
O003756,D127,9
O003757,D053,10
O003758,D077,3
O003759,D085,3
O003760,D067,7
O003761,D196,6
O003762,D090,3
O003763,D187,8
O003764,D038,7
O003765,D081,2
O003766,D169,9
O003767,D021,10
O003768,D089,3
O003769,D103,6
O003770,D157,4
O003771,D044,7
O003772,D180,3
O003773,D156,10
O003774,D144,4
O003775,D015,8
O003776,D030,2
O003777,D147,10
O003778,D080,4
O003779,D080,10
O003780,D130,4
O003781,D036,7
O003782,D035,1
O003783,D186,1
O003784,D067,2
O003785,D034,2
O003786,D075,1
O003787,D173,8
O003788,D024,4
O003789,D188,1
O003790,D177,3
O003791,D045,9
O003792,D117,6
O003793,D102,1
O003794,D160,4
O003795,D093,2
O003796,D134,9
O003797,D072,4
O003798,D116,8
O003799,D071,9
O003800,D154,2
O003801,D024,5
O003802,D056,2
O003803,D064,1
O003804,D196,6
O003805,D045,6
O003806,D182,8
O003807,D127,7
O003808,D053,9
O003809,D114,9
O003810,D044,7
O003811,D065,2
O003812,D009,4
O003813,D082,3
O003814,D137,10
O003815,D159,4
O003816,D186,5
O003817,D182,9
O003818,D005,1
O003819,D129,6
O003820,D035,5
O003821,D012,8
O003822,D137,3
O003823,D007,8
O003824,D005,5
O003825,D158,6
O003826,D010,2
O003827,D066,7
O003828,D065,6
O003829,D020,8
O003830,D011,1
O003831,D019,8
O003832,D117,5
O003833,D070,4
O003834,D083,4
O003835,D151,6
O003836,D148,6
O003837,D035,8
O003838,D133,4
O003839,D161,1
O003840,D020,7
O003841,D099,2
O003842,D174,9
O003843,D035,6
O003844,D078,1
O003845,D010,7
O003846,D074,10
O003847,D050,4
O003848,D009,10
O003849,D158,6
O003850,D136,9
O003851,D031,9
O003852,D191,6
O003853,D083,5
O003854,D011,9
O003855,D153,1
O003856,D032,1
O003857,D179,4
O003858,D024,7
O003859,D117,5
O003860,D057,7
O003861,D020,3
O003862,D059,6
O003863,D078,8
O003864,D058,9
O003865,D083,7
O003866,D140,10
O003867,D163,5
O003868,D093,5
O003869,D004,5
O003870,D050,1
O003871,D025,7
O003872,D183,6
O003873,D167,5
O003874,D088,4
O003875,D041,8
O003876,D068,9
O003877,D062,8
O003878,D186,8
O003879,D004,2
O003880,D125,8
O003881,D037,5
O003882,D033,3
O003883,D019,1
O003884,D191,5
O003885,D194,7
O003886,D103,1
O003887,D047,3
O003888,D098,7
O003889,D143,6
O003890,D192,7
O003891,D078,2
O003892,D056,10
O003893,D089,2
O003894,D039,5
O003895,D139,2
O003896,D089,9
O003897,D114,3
O003898,D025,5
O003899,D168,9
O003900,D147,7
O003901,D017,2
O003902,D182,5
O003903,D130,9
O003904,D074,3
O003905,D078,1
O003906,D133,8
O003907,D081,3
O003908,D118,8
O003909,D102,2
O003910,D127,6
O003911,D066,8
O003912,D189,2
O003913,D086,2
O003914,D015,10
O003915,D178,8
O003916,D107,5
O003917,D199,8
O003918,D013,7
O003919,D053,3
O003920,D063,7
O003921,D149,1
O003922,D047,4
O003923,D072,10
O003924,D186,2
O003925,D153,4
O003926,D106,6
O003927,D141,3
O003928,D062,6
O003929,D149,7
O003930,D127,1
O003931,D029,4
O003932,D078,1
O003933,D063,10
O003934,D027,4
O003935,D023,6
O003936,D151,3
O003937,D056,2
O003938,D106,5
O003939,D197,8
O003940,D114,6
O003941,D109,4
O003942,D115,6
O003943,D113,8
O003944,D178,1
O003945,D144,3
O003946,D084,4
O003947,D085,2
O003948,D165,3
O003949,D189,10
O003950,D147,10
O003951,D080,1
O003952,D031,1
O003953,D166,9
O003954,D101,5
O003955,D071,6
O003956,D085,5
O003957,D027,6
O003958,D195,2
O003959,D141,7
O003960,D180,4
O003961,D147,7
O003962,D008,1
O003963,D014,4
O003964,D163,1
O003965,D127,5
O003966,D017,7
O003967,D199,2
O003968,D163,9
O003969,D008,2
O003970,D037,9
O003971,D003,4
O003972,D135,8
O003973,D046,5
O003974,D116,9
O003975,D198,4
O003976,D084,10
O003977,D020,10
O003978,D154,5
O003979,D131,10
O003980,D092,4
O003981,D044,10
O003982,D188,3
O003983,D056,7
O003984,D074,2
O003985,D072,10
O003986,D141,2
O003987,D025,6
O003988,D110,3
O003989,D105,5
O003990,D025,3
O003991,D196,8
O003992,D191,4
O003993,D054,7
O003994,D062,10
O003995,D080,4
O003996,D020,7
O003997,D161,1
O003998,D118,3
O003999,D077,4
O004000,D162,2
O004001,D069,8
O004002,D175,2
O004003,D075,4
O004004,D141,6
O004005,D112,10
O004006,D097,8
O004007,D055,5
O004008,D164,3
O004009,D036,7
O004010,D128,7
O004011,D069,6
O004012,D193,1
O004013,D185,5
O004014,D007,7
O004015,D191,6
O004016,D181,1
O004017,D006,6
O004018,D182,8
O004019,D095,5
O004020,D154,2
O004021,D127,8
O004022,D031,3
O004023,D172,5
O004024,D140,3
O004025,D194,2
O004026,D126,7
O004027,D005,8
O004028,D166,6
O004029,D031,4
O004030,D112,5
O004031,D099,8
O004032,D164,9
O004033,D192,9
O004034,D045,3
O004035,D116,8
O004036,D165,5
O004037,D003,10
O004038,D073,3
O004039,D195,7
O004040,D059,2
O004041,D199,10
O004042,D061,9
O004043,D082,10
O004044,D100,10
O004045,D053,6
O004046,D081,8
O004047,D071,7
O004048,D029,4
O004049,D085,4
O004050,D133,6
O004051,D007,1
O004052,D055,9
O004053,D015,1
O004054,D115,6
O004055,D007,5
O004056,D088,4
O004057,D140,6
O004058,D139,3
O004059,D064,6
O004060,D084,6
O004061,D036,6
O004062,D075,2
O004063,D040,2
O004064,D025,2
O004065,D138,8
O004066,D196,1
O004067,D149,2
O004068,D185,10
O004069,D100,8
O004070,D002,10
O004071,D009,10
O004072,D153,6
O004073,D066,7
O004074,D120,4
O004075,D041,9
O004076,D103,10
O004077,D074,3
O004078,D120,2
O004079,D009,4
O004080,D081,4
O004081,D187,10
O004082,D148,1
O004083,D023,8
O004084,D083,5
O004085,D129,10
O004086,D196,4
O004087,D023,9
O004088,D066,7
O004089,D012,8
O004090,D091,5
O004091,D101,7
O004092,D034,5
O004093,D191,3
O004094,D031,1
O004095,D097,4
O004096,D130,3
O004097,D171,10
O004098,D073,9
O004099,D142,1
O004100,D199,1
O004101,D098,8
O004102,D001,8
O004103,D151,4
O004104,D151,2
O004105,D180,7
O004106,D034,2
O004107,D127,3
O004108,D163,10
O004109,D041,9
O004110,D104,5
O004111,D072,1
O004112,D033,9
O004113,D186,8
O004114,D021,2
O004115,D082,2
O004116,D120,9
O004117,D135,10
O004118,D102,5
O004119,D040,2
O004120,D107,7
O004121,D081,3
O004122,D157,9
O004123,D182,2
O004124,D174,2
O004125,D002,4
O004126,D071,2
O004127,D078,4
O004128,D018,3
O004129,D097,7
O004130,D100,8
O004131,D061,5
O004132,D047,8
O004133,D129,8
O004134,D022,3
O004135,D071,2
O004136,D145,9
O004137,D199,5
O004138,D027,5
O004139,D198,7
O004140,D077,4
O004141,D090,9
O004142,D038,8
O004143,D135,10
O004144,D056,4
O004145,D030,7
O004146,D075,8
O004147,D144,9
O004148,D169,10
O004149,D087,10
O004150,D196,5
O004151,D066,8
O004152,D028,5
O004153,D013,5
O004154,D131,4
O004155,D042,3
O004156,D085,9
O004157,D196,7
O004158,D018,10
O004159,D076,6
O004160,D066,4
O004161,D126,7
O004162,D178,8
O004163,D142,2
O004164,D010,4
O004165,D076,9
O004166,D164,1
O004167,D112,7
O004168,D166,10
O004169,D164,9
O004170,D094,2
O004171,D184,2
O004172,D068,4
O004173,D009,6
O004174,D189,5
O004175,D151,4
O004176,D009,7
O004177,D144,4
O004178,D115,8
O004179,D136,5
O004180,D130,4
O004181,D132,2
O004182,D190,5
O004183,D018,2
O004184,D166,3
O004185,D174,1
O004186,D097,10
O004187,D037,9
O004188,D184,7
O004189,D153,5
O004190,D068,3
O004191,D178,6
O004192,D165,1
O004193,D093,10
O004194,D116,10
O004195,D010,5
O004196,D021,9
O004197,D072,9
O004198,D115,8
O004199,D070,2
O004200,D020,2
O004201,D053,6
O004202,D183,4
O004203,D157,3
O004204,D092,10
O004205,D040,8
O004206,D027,5
O004207,D156,2
O004208,D178,3
O004209,D157,7
O004210,D057,6
O004211,D171,4
O004212,D129,7
O004213,D165,8
O004214,D120,2
O004215,D046,4
O004216,D027,7
O004217,D093,8
O004218,D078,6
O004219,D197,9
O004220,D062,10
O004221,D045,8
O004222,D019,2
O004223,D132,8
O004224,D012,3
O004225,D090,10
O004226,D020,8
O004227,D194,2
O004228,D148,5
O004229,D097,6
O004230,D173,1
O004231,D185,1
O004232,D010,4
O004233,D190,6
O004234,D083,4
O004235,D142,8
O004236,D120,9
O004237,D103,10
O004238,D042,2
O004239,D114,6
O004240,D111,6
O004241,D034,1
O004242,D034,8
O004243,D100,9
O004244,D099,6
O004245,D183,3
O004246,D073,4
O004247,D154,7
O004248,D116,8
O004249,D194,7
O004250,D002,7
O004251,D015,5
O004252,D035,4
O004253,D172,2
O004254,D017,2
O004255,D153,10
O004256,D046,10
O004257,D031,5
O004258,D007,10
O004259,D152,2
O004260,D050,9
O004261,D112,9
O004262,D007,8
O004263,D113,6
O004264,D070,3
O004265,D132,8
O004266,D167,5
O004267,D134,7
O004268,D109,7
O004269,D169,10
O004270,D023,5
O004271,D153,9
O004272,D029,4
O004273,D005,5
O004274,D022,6
O004275,D138,1
O004276,D002,7
O004277,D014,8
O004278,D111,3
O004279,D113,9
O004280,D100,6
O004281,D080,7
O004282,D012,5
O004283,D014,8
O004284,D031,6
O004285,D010,4
O004286,D168,10
O004287,D093,4
O004288,D134,3
O004289,D103,3
O004290,D029,4
O004291,D173,7
O004292,D093,9
O004293,D133,8
O004294,D126,6
O004295,D001,3
O004296,D078,3
O004297,D125,4
O004298,D131,8
O004299,D074,7
O004300,D099,1
O004301,D029,1
O004302,D108,7
O004303,D056,9
O004304,D059,5
O004305,D098,7
O004306,D095,1
O004307,D074,4
O004308,D157,10
O004309,D093,5
O004310,D027,6
O004311,D095,6
O004312,D051,7
O004313,D042,3
O004314,D046,6
O004315,D066,6
O004316,D112,7
O004317,D069,8
O004318,D135,3
O004319,D188,7
O004320,D002,9
O004321,D155,7
O004322,D099,5
O004323,D001,3
O004324,D173,2
O004325,D029,2
O004326,D002,8
O004327,D162,6
O004328,D009,10
O004329,D118,9
O004330,D088,7
O004331,D104,6
O004332,D036,4
O004333,D061,5
O004334,D007,4
O004335,D128,4
O004336,D168,2
O004337,D004,3
O004338,D059,1
O004339,D010,4
O004340,D009,7
O004341,D195,4
O004342,D192,10
O004343,D070,4
O004344,D011,4
O004345,D058,7
O004346,D066,4
O004347,D056,7
O004348,D170,4
O004349,D051,9
O004350,D011,7
O004351,D114,9
O004352,D130,10
O004353,D190,3
O004354,D001,1
O004355,D163,7
O004356,D055,9
O004357,D109,6
O004358,D146,10
O004359,D072,2
O004360,D105,8
O004361,D156,3
O004362,D167,6
O004363,D025,10
O004364,D041,2
O004365,D166,1
O004366,D035,1
O004367,D196,5
O004368,D145,3
O004369,D022,5
O004370,D162,4
O004371,D077,1
O004372,D090,10
O004373,D191,9
O004374,D083,3
O004375,D005,1
O004376,D081,2
O004377,D080,6
O004378,D050,6
O004379,D160,8
O004380,D023,3
O004381,D033,8
O004382,D004,6
O004383,D139,1
O004384,D172,10
O004385,D181,10
O004386,D018,9
O004387,D078,8
O004388,D012,5
O004389,D067,3
O004390,D118,8
O004391,D015,9
O004392,D127,8
O004393,D146,10
O004394,D104,8
O004395,D006,5
O004396,D114,3
O004397,D118,10
O004398,D130,7
O004399,D081,3
O004400,D193,6
O004401,D084,2
O004402,D090,4
O004403,D045,1
O004404,D167,9
O004405,D074,7
O004406,D106,3
O004407,D187,1
O004408,D021,4
O004409,D045,9
O004410,D128,2
O004411,D074,8
O004412,D044,4
O004413,D093,1
O004414,D132,2
O004415,D093,2
O004416,D139,8
O004417,D153,10
O004418,D095,1
O004419,D025,5
O004420,D156,4
O004421,D179,3
O004422,D061,10
O004423,D010,3
O004424,D072,1
O004425,D114,8
O004426,D120,2
O004427,D125,5
O004428,D132,5
O004429,D030,5
O004430,D107,6
O004431,D172,1
O004432,D084,1
O004433,D157,5
O004434,D021,2
O004435,D136,4
O004436,D037,5
O004437,D014,9
O004438,D092,5
O004439,D118,1
O004440,D164,8
O004441,D074,6
O004442,D038,1
O004443,D074,6
O004444,D170,8
O004445,D157,9
O004446,D066,9
O004447,D184,10
O004448,D107,5
O004449,D107,4
O004450,D073,2
O004451,D091,8
O004452,D151,6
O004453,D143,10
O004454,D170,6
O004455,D117,8
O004456,D017,2
O004457,D157,2
O004458,D004,4
O004459,D022,10
O004460,D183,7
O004461,D164,7
O004462,D099,8
O004463,D015,4
O004464,D189,10
O004465,D192,1
O004466,D170,8
O004467,D113,2
O004468,D017,2
O004469,D162,2
O004470,D072,5
O004471,D111,9
O004472,D167,8
O004473,D140,3
O004474,D097,10
O004475,D113,2
O004476,D143,6
O004477,D112,2
O004478,D135,10
O004479,D191,3
O004480,D075,8
O004481,D125,2
O004482,D191,10
O004483,D073,9
O004484,D099,6
O004485,D160,2
O004486,D050,7
O004487,D175,3
O004488,D053,2
O004489,D029,7
O004490,D112,2
O004491,D030,9
O004492,D165,1
O004493,D164,1
O004494,D034,2
O004495,D112,9
O004496,D179,1
O004497,D177,5
O004498,D185,5
O004499,D046,1
O004500,D017,5
O004501,D100,10
O004502,D177,5
O004503,D152,7
O004504,D143,2
O004505,D145,2
O004506,D139,6
O004507,D125,3
O004508,D102,1
O004509,D017,2
O004510,D078,10
O004511,D034,3
O004512,D061,9
O004513,D075,2
O004514,D056,7
O004515,D163,2
O004516,D138,6
O004517,D027,10
O004518,D040,8
O004519,D161,8
O004520,D003,3
O004521,D193,3
O004522,D187,7
O004523,D044,3
O004524,D138,6
O004525,D034,2
O004526,D125,9
O004527,D100,4
O004528,D046,9
O004529,D081,9
O004530,D050,7
O004531,D099,5
O004532,D098,1
O004533,D198,4
O004534,D125,7
O004535,D080,5
O004536,D156,10
O004537,D184,8
O004538,D154,6
O004539,D168,3
O004540,D059,1
O004541,D063,2
O004542,D118,3
O004543,D115,8
O004544,D035,3
O004545,D144,4
O004546,D097,4
O004547,D147,3
O004548,D100,8
O004549,D064,8
O004550,D057,2
O004551,D115,6
O004552,D129,3
O004553,D191,9
O004554,D146,8
O004555,D146,7
O004556,D018,5
O004557,D083,3
O004558,D185,7
O004559,D019,6
O004560,D148,1
O004561,D066,4
O004562,D098,10
O004563,D109,10
O004564,D023,5
O004565,D018,5
O004566,D022,10
O004567,D065,8
O004568,D136,1
O004569,D115,6
O004570,D034,5
O004571,D022,5
O004572,D002,8
O004573,D137,2
O004574,D010,7
O004575,D126,5
O004576,D065,1
O004577,D198,4
O004578,D051,5
O004579,D012,7
O004580,D009,6
O004581,D009,3
O004582,D018,5
O004583,D138,1
O004584,D134,2
O004585,D157,3
O004586,D035,2
O004587,D195,9
O004588,D015,5
O004589,D182,10
O004590,D020,3
O004591,D109,5
O004592,D063,5
O004593,D105,2
O004594,D192,4
O004595,D091,8
O004596,D023,10
O004597,D095,3
O004598,D130,9
O004599,D054,5
O004600,D129,2
O004601,D054,4
O004602,D082,7
O004603,D159,3
O004604,D108,2
O004605,D179,7
O004606,D023,9
O004607,D047,9
O004608,D072,6
O004609,D024,6
O004610,D152,2
O004611,D069,6
O004612,D181,4
O004613,D183,8
O004614,D027,7
O004615,D081,10
O004616,D161,10
O004617,D147,8
O004618,D175,1
O004619,D132,3
O004620,D178,2
O004621,D192,9
O004622,D093,6
O004623,D197,4
O004624,D143,2
O004625,D113,1
O004626,D165,9
O004627,D190,9
O004628,D148,3
O004629,D115,5
O004630,D195,3
O004631,D120,6
O004632,D098,7
O004633,D037,2
O004634,D012,8
O004635,D182,9
O004636,D064,5
O004637,D022,9
O004638,D017,6
O004639,D156,9
O004640,D130,4
O004641,D163,7
O004642,D012,6
O004643,D053,3
O004644,D085,3
O004645,D141,5
O004646,D012,5
O004647,D078,4
O004648,D073,8
O004649,D173,3
O004650,D093,2
O004651,D112,2
O004652,D117,2
O004653,D064,9
O004654,D120,7
O004655,D050,10
O004656,D117,10
O004657,D019,6
O004658,D146,7
O004659,D076,3
O004660,D196,9
O004661,D194,8
O004662,D057,4
O004663,D183,3
O004664,D195,10
O004665,D092,8
O004666,D099,5
O004667,D102,4
O004668,D110,5
O004669,D019,4
O004670,D030,1
O004671,D089,10
O004672,D037,7
O004673,D103,1
O004674,D031,6
O004675,D058,7
O004676,D160,5
O004677,D006,10
O004678,D075,3
O004679,D072,6
O004680,D148,1
O004681,D189,10
O004682,D137,3
O004683,D189,6
O004684,D107,4
O004685,D114,9
O004686,D072,6
O004687,D046,6
O004688,D152,7
O004689,D027,1
O004690,D018,10
O004691,D033,2
O004692,D051,3
O004693,D111,7
O004694,D191,4
O004695,D165,9
O004696,D116,10
O004697,D084,4
O004698,D112,6
O004699,D044,5
O004700,D144,9
O004701,D174,8
O004702,D148,5
O004703,D054,2
O004704,D053,10
O004705,D027,10
O004706,D166,3
O004707,D040,6
O004708,D004,10
O004709,D137,10
O004710,D184,8
O004711,D063,7
O004712,D126,5
O004713,D190,6
O004714,D057,5
O004715,D183,4
O004716,D093,5
O004717,D082,4
O004718,D097,4
O004719,D015,10
O004720,D033,8
O004721,D106,9
O004722,D017,7
O004723,D028,4
O004724,D061,10
O004725,D017,3
O004726,D193,7
O004727,D073,1
O004728,D008,8
O004729,D198,8
O004730,D033,1
O004731,D015,5
O004732,D155,4
O004733,D020,10
O004734,D158,8
O004735,D101,7
O004736,D177,1
O004737,D114,4
O004738,D037,7
O004739,D130,4
O004740,D198,7
O004741,D003,6
O004742,D030,2
O004743,D083,8
O004744,D130,6
O004745,D034,5
O004746,D008,10
O004747,D058,6
O004748,D007,3
O004749,D174,1
O004750,D069,7
O004751,D097,1
O004752,D139,10
O004753,D100,7
O004754,D134,2
O004755,D127,1
O004756,D133,3
O004757,D031,5
O004758,D033,3
O004759,D184,8
O004760,D166,7
O004761,D045,6
O004762,D127,8
O004763,D030,6
O004764,D173,1
O004765,D080,4
O004766,D078,8
O004767,D127,10
O004768,D061,5
O004769,D064,9
O004770,D095,4
O004771,D020,10
O004772,D068,8
O004773,D094,4
O004774,D130,5
O004775,D015,10
O004776,D075,2
O004777,D190,9
O004778,D021,3
O004779,D193,1
O004780,D078,9
O004781,D022,9
O004782,D027,4
O004783,D003,9
O004784,D010,1
O004785,D070,6
O004786,D061,5
O004787,D188,6
O004788,D131,5
O004789,D013,5
O004790,D085,6
O004791,D140,6
O004792,D161,5
O004793,D007,6
O004794,D199,1
O004795,D196,5
O004796,D033,5
O004797,D044,5
O004798,D030,1
O004799,D027,9
O004800,D001,5
O004801,D165,1
O004802,D125,3
O004803,D069,10
O004804,D185,6
O004805,D164,10
O004806,D022,4
O004807,D159,7
O004808,D195,2
O004809,D001,5
O004810,D091,5
O004811,D085,1
O004812,D086,6
O004813,D135,6
O004814,D127,7
O004815,D051,4
O004816,D097,5
O004817,D070,1
O004818,D072,9
O004819,D103,5
O004820,D127,7
O004821,D076,6
O004822,D188,10
O004823,D145,10
O004824,D166,1
O004825,D187,9
O004826,D131,6
O004827,D097,2
O004828,D112,1
O004829,D103,2
O004830,D032,2
O004831,D192,8
O004832,D089,9
O004833,D003,6
O004834,D035,9
O004835,D157,6
O004836,D166,10
O004837,D081,3
O004838,D126,10
O004839,D059,9
O004840,D112,4
O004841,D016,1
O004842,D115,7
O004843,D191,10
O004844,D077,6
O004845,D160,1
O004846,D148,4
O004847,D139,4
O004848,D107,4
O004849,D084,9
O004850,D108,10
O004851,D027,4
O004852,D092,7
O004853,D178,7
O004854,D032,1
O004855,D191,10
O004856,D034,10
O004857,D188,7
O004858,D037,2
O004859,D001,10
O004860,D151,2
O004861,D113,6
O004862,D132,5
O004863,D133,10
O004864,D145,6
O004865,D165,7
O004866,D044,1
O004867,D129,7
O004868,D100,5
O004869,D006,3
O004870,D003,1
O004871,D180,9
O004872,D183,10
O004873,D023,3
O004874,D086,10
O004875,D038,1
O004876,D008,8
O004877,D023,7
O004878,D053,10
O004879,D189,5
O004880,D068,6
O004881,D131,3
O004882,D152,3
O004883,D139,10
O004884,D145,9
O004885,D001,3
O004886,D197,8
O004887,D007,5
O004888,D041,8
O004889,D009,7
O004890,D192,2
O004891,D111,10
O004892,D103,5
O004893,D013,5
O004894,D044,7
O004895,D170,8
O004896,D004,2
O004897,D115,4
O004898,D170,7
O004899,D007,8
O004900,D165,2
O004901,D131,6
O004902,D055,6
O004903,D068,5
O004904,D114,4
O004905,D196,2
O004906,D051,6
O004907,D156,9
O004908,D066,9
O004909,D148,3
O004910,D183,4
O004911,D133,1
O004912,D032,6
O004913,D148,8
O004914,D140,1
O004915,D070,3
O004916,D010,5
O004917,D192,8
O004918,D080,6
O004919,D099,8
O004920,D174,6
O004921,D149,3
O004922,D002,6
O004923,D115,10
O004924,D015,2
O004925,D023,8
O004926,D058,10
O004927,D162,5
O004928,D085,8
O004929,D161,7
O004930,D010,10
O004931,D047,1
O004932,D156,4
O004933,D027,4
O004934,D128,6
O004935,D050,10
O004936,D009,9
O004937,D054,10
O004938,D137,8
O004939,D055,1
O004940,D156,1
O004941,D014,2
O004942,D174,8
O004943,D127,10
O004944,D174,5
O004945,D040,3
O004946,D095,2
O004947,D002,7
O004948,D062,9
O004949,D050,1
O004950,D107,8
O004951,D182,1
O004952,D046,3
O004953,D115,9
O004954,D035,4
O004955,D197,9
O004956,D033,5
O004957,D085,10
O004958,D110,6
O004959,D085,1
O004960,D188,4
O004961,D141,4
O004962,D083,9
O004963,D193,7
O004964,D147,5
O004965,D054,3
O004966,D135,1
O004967,D104,6
O004968,D165,5
O004969,D156,6
O004970,D142,6
O004971,D047,8
O004972,D112,2
O004973,D056,8
O004974,D132,7
O004975,D155,1
O004976,D012,5
O004977,D028,9
O004978,D035,2
O004979,D022,9
O004980,D022,1
O004981,D151,2
O004982,D199,4
O004983,D131,2
O004984,D142,7
O004985,D085,6
O004986,D175,1
O004987,D035,3
O004988,D138,8
O004989,D129,5
O004990,D058,9
O004991,D069,3
O004992,D135,5
O004993,D192,8
O004994,D153,3
O004995,D194,2
O004996,D185,3
O004997,D010,1
O004998,D034,6
O004999,D179,4
O005000,D151,2
O005001,D160,8
O005002,D012,5
O005003,D062,7
O005004,D172,3
O005005,D162,5
O005006,D182,4
O005007,D061,7
O005008,D177,9
O005009,D134,5
O005010,D158,8
O005011,D101,10
O005012,D138,8
O005013,D154,2
O005014,D001,10
O005015,D126,1
O005016,D108,7
O005017,D116,10
O005018,D047,9
O005019,D080,1
O005020,D034,1
O005021,D182,4
O005022,D076,2
O005023,D162,7
O005024,D064,7
O005025,D194,8
O005026,D105,10
O005027,D006,4
O005028,D188,2
O005029,D098,5
O005030,D064,2
O005031,D013,5
O005032,D099,5
O005033,D175,5
O005034,D142,2
O005035,D174,8
O005036,D158,4
O005037,D082,1
O005038,D090,6
O005039,D061,4
O005040,D149,8
O005041,D156,4
O005042,D151,3
O005043,D120,2
O005044,D077,9
O005045,D078,3
O005046,D181,6
O005047,D011,1
O005048,D088,1
O005049,D006,8
O005050,D146,9
O005051,D094,6
O005052,D161,1
O005053,D003,8
O005054,D008,1
O005055,D109,6
O005056,D113,10
O005057,D034,10
O005058,D058,10
O005059,D106,2
O005060,D156,2
O005061,D016,8
O005062,D044,10
O005063,D087,4
O005064,D106,7
O005065,D139,1
O005066,D020,8
O005067,D143,7
O005068,D015,8
O005069,D142,10
