DORDER_ID,TIME_DELIVERY,DATE_DELIVERY
O006271,18:58:41,2023-12-02
O006278,15:09:31,2023-11-29
O006279,17:19:09,2019-01-09
O006284,17:56:20,2008-12-08
O006289,08:16:34,2016-09-20
O006293,09:16:29,2016-06-15
O006295,07:54:57,2023-10-03
O006297,10:05:33,2019-07-11
O006298,17:45:07,2017-03-18
O006301,17:18:27,2012-02-19
O006302,18:04:12,2021-06-06
O006303,14:56:35,2022-09-05
O006305,12:01:25,2024-11-14
O006306,14:11:39,2023-04-24
O006309,09:57:29,2002-07-24
O006311,12:30:54,2021-01-22
O006317,17:16:15,2022-01-19
O006321,12:41:25,2023-08-17
O006325,12:53:46,2017-12-19
O006326,14:21:19,2022-05-03
O006327,11:57:53,2013-09-16
O006328,13:59:12,2014-10-11
O006329,10:38:10,2021-05-06
O006332,14:10:20,2024-07-15
O006340,09:56:31,2024-07-31
O006341,13:28:37,2021-12-27
O006344,08:39:34,2023-07-17
O006351,06:55:50,2015-02-24
O006353,07:47:53,2016-06-18
O006358,12:15:05,2010-12-06
O006360,15:56:38,2022-04-26
O006362,14:12:13,2014-10-24
O006365,14:49:28,2023-10-25
O006368,17:27:50,2024-10-10
O006369,11:30:12,2016-06-29
O006370,14:52:58,2022-07-05
O006380,12:26:36,2012-11-29
O006384,11:00:50,2023-08-02
O006388,13:06:53,2023-07-30
O006389,08:36:27,2022-05-01
O006393,16:00:14,2024-11-25
O006396,07:21:31,2016-01-07
O006398,12:29:17,2014-07-29
O006401,08:08:07,2005-11-28
O006402,12:29:08,2024-08-08
O006408,07:05:01,2022-05-15
O006411,14:25:04,2024-10-08
O006413,07:11:30,2024-08-18
O006415,15:43:01,2004-07-27
O006416,09:36:47,2016-12-05
O006418,18:01:19,2022-04-01
O006424,09:25:28,2014-09-01
O006426,09:46:05,2023-11-10
O006427,15:08:13,2014-06-27
O006428,12:30:11,2023-04-21
O006429,12:29:48,2017-11-29
O006431,15:31:21,2022-05-05
O006435,06:57:29,2014-07-02
O006442,15:15:49,2024-01-19
O006446,14:34:33,2017-11-29
O006448,07:23:45,2018-10-01
O006451,12:14:27,2005-04-29
O006456,11:15:55,2020-11-14
O006458,09:53:10,2023-11-30
O006463,18:38:56,2016-01-29
O006464,15:35:21,2022-12-01
O006465,13:19:54,2022-09-23
O006466,08:15:43,2023-09-23
O006469,09:02:59,2020-06-29
O006471,15:53:32,2023-03-30
O006472,18:23:37,2018-12-17
O006484,13:09:57,2021-02-23
O006488,13:08:44,2024-11-15
O006489,10:52:47,2022-01-11
O006490,09:14:39,2020-09-08
O006492,17:44:42,2013-10-22
O006495,10:28:07,2003-09-11
O006497,09:23:48,2020-02-15
O006499,15:03:54,2016-10-18
O006501,18:19:44,2023-11-02
O006506,13:50:56,2010-02-12
O006507,08:20:32,2012-01-02
O006511,15:46:54,2008-12-03
O006515,08:52:01,2003-02-12
O006516,12:54:26,2018-02-02
O006517,15:54:22,2020-10-23
O006518,12:43:35,2020-05-26
O006524,16:54:54,2007-02-05
O006526,18:04:57,2013-07-13
O006530,13:33:24,2018-05-01
O006535,09:58:16,2023-09-25
O006541,09:56:19,2024-06-07
O006542,13:30:58,2024-03-23
O006545,13:19:32,2020-08-11
O006546,12:19:06,2021-12-11
O006549,07:40:22,2022-07-26
O006553,08:56:51,2020-02-17
O006556,16:14:34,2009-07-26
O006557,10:04:58,2021-05-05
O006562,11:04:13,2011-11-04
O006564,15:20:46,2022-10-25
O006567,15:46:44,2015-06-23
O006570,14:56:16,2005-11-23
O006572,16:11:05,2020-03-16
O006576,14:25:57,2024-03-04
O006578,11:09:43,2022-01-07
O006580,08:59:19,2012-07-06
O006581,07:50:23,2001-08-18
O006582,16:46:11,2021-03-21
O006583,17:10:04,2015-11-30
O006589,07:50:12,2024-03-25
O006591,06:52:10,2024-12-16
O006592,12:12:09,2024-11-28
O006593,16:16:12,2018-07-25
O006594,08:00:08,2023-12-21
O006595,10:27:06,2022-02-12
O006598,18:57:02,2023-11-06
O006602,12:41:16,2022-10-24
O006605,17:35:29,2019-04-09
O006607,12:17:25,2024-11-12
O006614,17:11:00,2023-11-24
O006619,16:00:13,2022-03-22
O006626,07:56:40,2022-01-01
O006630,12:22:17,2016-03-29
O006631,09:57:09,2013-08-10
O006634,11:55:03,2017-10-20
O006636,09:42:43,2022-12-15
O006640,06:48:21,2014-07-18
O006643,15:23:56,2018-12-05
O006644,07:28:03,2013-08-11
O006645,17:31:30,2002-01-04
O006648,08:08:44,2021-12-17
O006653,08:57:51,2021-01-19
O006655,18:03:49,2019-04-24
O006656,08:01:49,2022-12-26
O006657,15:16:37,2023-12-19
O006659,13:25:51,2021-03-10
O006666,16:18:04,2016-05-13
O006667,11:52:07,2023-10-05
O006668,17:21:49,2024-04-27
O006669,13:48:49,2008-04-25
O006671,11:20:27,2023-02-09
O006673,10:09:02,2024-07-22
O006675,07:07:06,2010-04-13
O006682,10:38:40,2023-10-05
O006683,16:03:25,2023-11-10
O006686,08:31:15,2024-01-01
O006689,06:58:27,2020-01-24
O006691,17:22:57,2018-04-19
O006697,11:41:55,2023-04-30
O006698,07:11:16,2021-09-18
O006702,06:59:41,2015-01-02
O006705,13:48:37,2020-06-18
O006707,07:43:47,2023-04-27
O006709,09:08:43,2024-04-05
O006711,08:04:13,2018-12-26
O006714,16:18:56,2007-06-22
O006720,17:19:18,2019-05-09
O006722,14:34:45,2021-01-08
O006723,09:27:59,2024-07-15
O006725,07:00:31,2022-02-20
O006731,14:20:55,2014-05-03
O006733,07:32:05,2022-09-07
O006736,17:20:43,2021-10-24
O006737,17:12:38,2021-12-29
O006742,08:51:32,2022-11-24
O006747,07:31:42,2024-11-16
O006750,13:35:34,2012-01-22
O006755,09:32:05,2016-03-01
O006757,13:28:35,2023-06-07
O006762,11:59:08,2023-06-15
O006763,13:56:22,2018-06-20
O006764,14:02:55,2009-08-18
O006766,12:38:29,2018-08-02
O006771,07:12:34,2018-09-17
O006772,15:18:52,2008-12-12
O006774,09:14:52,2019-06-13
O006775,18:02:24,2023-09-15
O006779,09:06:31,2019-06-27
O006781,15:37:25,2015-01-04
O006786,07:28:44,2023-07-21
O006788,13:00:14,2019-02-12
O006790,10:52:55,2019-02-10
O006792,16:23:28,2006-01-23
O006793,16:32:02,2022-11-30
O006794,10:56:59,2024-10-20
O006805,14:46:42,2021-09-08
O006806,09:57:24,2022-03-22
O006808,08:56:40,2006-06-08
O006817,13:20:23,2019-08-18
O006819,17:38:06,2016-10-29
O006825,12:23:28,2022-10-11
O006829,17:19:59,2022-09-13
O006840,16:05:36,2019-03-25
O006844,07:20:57,2021-11-08
O006857,18:30:33,2019-07-08
O006859,07:04:04,2007-11-12
O006864,12:04:11,2024-11-21
O006865,08:20:21,2016-05-12
O006868,12:08:37,2022-11-03
O006871,17:57:33,2023-03-31
O006875,11:09:45,2024-12-07
O006878,15:57:27,2013-02-23
O006882,14:25:55,2019-01-17
O006883,08:08:56,2023-06-30
O006888,06:53:57,2014-10-10
O006889,15:25:58,2020-09-18
O006892,15:41:48,2010-11-24
O006894,13:35:02,2023-03-03
O006898,11:59:14,2015-04-15
O006901,08:38:55,2023-03-09
O006903,08:33:44,2017-05-09
O006905,11:24:05,2016-08-17
O006909,15:32:34,2024-04-17
O006911,13:31:32,2021-02-16
O006912,10:58:16,2022-11-24
O006915,10:24:17,2020-11-28
O006916,10:13:56,2022-08-09
O006918,11:45:02,2016-04-18
O006922,13:58:39,2024-01-30
O006924,11:56:45,2024-05-09
O006925,10:08:35,2010-04-04
O006926,15:05:04,2023-10-03
O006931,17:10:52,2023-06-19
O006934,08:49:46,2015-05-27
O006936,14:14:02,2023-02-22
O006938,10:56:44,2013-06-28
O006945,12:30:53,2008-02-01
O006946,08:42:49,2021-03-05
O006952,10:37:46,2021-06-27
O006957,09:36:23,2024-04-28
O006958,10:55:00,2022-07-28
O006960,06:39:21,2008-05-12
O006962,17:40:41,2018-05-29
O006963,15:25:14,2022-10-22
O006966,18:59:39,2021-04-19
O006968,09:47:43,2021-09-06
O006973,14:02:37,2024-03-26
O006983,17:14:48,2013-08-19
O006985,13:28:51,2024-11-25
O006989,07:56:34,2015-04-11
O006990,10:53:23,2024-08-06
O006993,18:16:50,2024-03-07
O006996,15:22:50,2021-04-14
O007000,11:17:19,2024-05-26
O007005,17:29:26,2010-12-19
O007008,07:30:17,2023-04-08
O007011,10:33:57,2015-04-06
O007021,11:35:07,2024-09-05
O007023,15:17:07,2016-04-05
O007024,13:12:28,2024-11-05
O007026,07:25:46,2005-01-06
O007027,15:26:11,2017-11-24
O007029,10:24:53,2017-09-06
O007030,13:32:09,2024-05-26
O007031,15:05:33,2020-04-23
O007032,13:42:20,2021-11-30
O007034,10:59:40,2013-01-14
O007035,12:20:58,2010-01-02
O007036,06:35:27,2020-06-23
O007037,09:28:11,2022-04-07
O007039,18:28:23,2011-09-11
O007041,13:53:18,2013-12-24
O007042,09:07:29,2009-08-23
O007045,12:01:45,2019-03-14
O007046,15:39:43,2016-01-15
O007048,12:00:10,2024-10-19
O007055,16:54:45,2011-03-23
O007057,13:37:08,2016-06-06
O007063,18:11:13,2022-10-04
O007066,14:21:51,2011-10-11
O007069,13:12:58,2024-11-29
O007070,08:31:03,2018-10-31
O007073,13:52:24,2012-03-08
O007077,16:14:41,2023-05-06
O007079,09:58:08,2019-11-09
O007082,14:18:42,2020-07-31
O007083,14:19:13,2022-12-25
O007084,14:30:44,2017-04-10
O007086,08:33:18,2006-12-03
O007092,16:53:37,2022-12-29
O007093,10:28:47,2024-06-11
O007094,13:36:26,2024-04-18
O007095,11:29:22,2024-04-27
O007099,16:30:34,2021-02-22
O007105,13:57:57,2011-05-29
O007113,08:41:55,2023-10-31
O007114,16:13:22,2016-02-15
O007128,16:11:10,2019-01-13
O007130,06:56:39,2017-11-10
O007136,10:01:53,2020-03-21
O007137,10:54:41,2006-02-15
O007138,14:37:55,2017-06-05
O007139,13:57:13,2021-03-09
O007144,06:45:55,2019-11-23
O007145,07:52:14,2016-11-21
O007150,07:55:53,2023-03-06
O007157,10:59:56,2024-05-06
O007158,16:53:52,2023-01-03
O007159,08:05:01,2016-09-01
O007161,18:05:24,2024-03-09
O007162,09:00:44,2016-12-27
O007163,18:29:00,2016-05-08
O007165,09:48:57,2023-08-16
O007166,08:36:41,2009-08-04
O007167,18:05:12,2024-04-09
O007175,18:35:58,2017-12-25
O007178,08:18:33,2020-05-28
O007180,17:04:57,2022-03-24
O007182,17:50:52,2010-12-14
O007186,16:56:19,2024-11-21
O007187,09:16:02,2023-12-27
O007189,15:24:24,2016-06-30
O007192,14:04:22,2009-06-11
O007193,10:18:43,2020-06-15
O007198,10:36:38,2020-03-05
O007199,13:44:09,2017-06-03
O007201,06:50:23,2018-06-02
O007202,13:46:49,2010-12-16
O007214,17:22:10,2003-05-27
O007216,13:15:08,2011-01-27
O007230,18:57:26,2024-09-12
O007233,17:32:59,2010-03-30
O007234,14:18:22,2016-04-28
O007235,14:22:26,2005-06-21
O007241,07:21:51,2016-12-02
O007244,11:30:24,2019-04-02
O007245,16:21:23,2013-02-17
O007249,13:06:30,2000-09-27
O007258,10:37:58,2020-02-03
O007260,16:48:57,2019-11-14
O007261,16:01:35,2020-02-17
O007264,10:14:25,2007-08-01
O007271,06:44:37,2024-07-20
O007273,17:09:45,2016-11-10
O007274,09:30:41,2023-07-23
O007278,06:35:51,2023-06-04
O007288,16:26:43,2013-10-31
O007295,07:15:56,2023-01-12
O007301,18:16:54,2022-07-24
O007302,18:18:22,2021-07-21
O007303,18:35:09,2020-12-14
O007305,11:14:19,2024-11-16
O007307,08:31:11,2022-11-20
O007308,14:07:34,2023-06-29
O007316,15:20:04,2016-05-06
O007323,09:51:09,2024-11-05
O007324,10:25:40,2021-11-05
O007328,08:34:31,2024-08-27
O007329,10:34:24,2021-06-05
O007330,07:41:41,2014-12-22
O007338,06:46:04,2019-03-03
O007340,12:46:42,2023-08-29
O007343,10:55:07,2023-04-28
O007347,08:53:00,2023-12-04
O007348,13:23:50,2024-10-27
O007357,08:22:45,2009-06-12
O007358,10:57:46,2023-10-29
O007360,15:25:07,2023-06-29
O007363,08:55:36,2022-11-09
O007367,07:26:19,2019-04-18
O007369,17:07:23,2007-12-27
O007372,08:07:39,2003-04-16
O007373,15:43:16,2012-09-11
O007374,16:17:47,2022-11-06
O007377,16:54:25,2024-09-05
O007379,11:24:52,2013-06-29
O007380,16:34:04,2021-06-15
O007383,12:19:22,2009-03-10
O007385,15:34:02,2014-03-11
O007386,09:56:13,2022-08-31
O007387,10:21:34,2022-07-30
O007389,17:21:26,2017-04-14
O007391,18:41:43,2014-08-03
O007394,09:51:47,2024-05-26
O007406,08:12:28,2016-04-13
O007411,14:15:38,2023-11-08
O007413,17:44:29,2005-05-31
O007415,17:36:29,2018-11-16
O007416,17:54:22,2016-05-05
O007419,14:40:06,2024-08-30
O007420,17:24:13,2024-07-18
O007421,10:56:52,2014-05-01
O007429,08:05:37,2020-07-01
O007435,14:10:56,2024-02-02
O007436,17:04:12,2023-11-28
O007440,07:05:28,2024-11-28
O007442,17:12:41,2013-11-30
O007444,12:26:48,2014-03-10
O007446,10:52:26,2017-08-20
O007448,15:35:50,2012-12-15
O007449,06:50:10,2016-10-23
O007458,17:07:48,2019-06-24
O007461,16:29:56,2020-07-14
O007467,16:58:25,2004-12-16
O007468,17:51:46,2023-01-03
O007472,15:12:59,2023-05-27
O007475,07:12:43,2004-10-03
O007477,11:56:43,2024-01-02
O007482,17:11:38,2023-11-03
O007483,09:17:23,2008-12-11
O007490,08:58:07,2019-01-11
O007495,16:30:35,2024-08-29
O007500,13:28:16,2024-11-23
O007508,09:22:59,2012-01-23
O007510,14:13:59,2018-09-25
O007514,10:05:16,2021-07-10
O007515,17:55:42,2006-05-28
O007516,10:16:20,2005-02-17
O007518,13:05:21,2016-06-13
O007520,08:59:52,2018-09-27
O007528,18:55:03,2022-02-04
O007530,18:49:54,2024-09-11
O007531,10:52:45,2015-05-22
O007534,11:49:05,2008-01-01
O007541,15:31:40,2018-02-26
O007542,11:00:56,2024-04-05
O007546,12:19:40,2009-12-19
O007547,18:51:02,2021-12-29
O007548,15:10:28,2018-08-23
O007552,12:55:28,2023-10-25
O007555,13:28:46,2020-11-11
O007564,18:36:19,2018-01-12
O007572,18:26:57,2019-06-07
O007576,17:55:27,2008-05-07
O007581,08:49:39,2024-08-27
O007588,06:43:24,2023-08-19
O007591,12:40:16,2020-08-15
O007593,07:55:02,2022-06-21
O007594,17:04:35,2017-05-28
O007595,10:19:28,2024-06-06
O007602,17:27:13,2014-06-29
O007607,15:06:38,2017-10-23
O007608,11:38:17,2024-04-19
O007609,09:30:42,2024-05-13
O007610,14:03:57,2018-06-03
O007611,12:52:17,2023-08-13
O007617,08:27:36,2023-06-08
O007619,16:02:41,2022-02-22
O007621,07:59:57,2022-06-08
O007622,14:40:40,2022-05-22
O007625,09:50:46,2024-11-07
O007626,14:07:34,2016-09-08
O007628,08:16:32,2022-10-11
O007629,12:09:54,2019-06-17
O007631,07:16:18,2024-10-19
O007636,07:18:38,2020-12-26
O007640,10:41:39,2022-03-21
O007642,15:12:47,2023-07-19
O007643,13:53:02,2021-05-10
O007645,18:54:16,2012-03-26
O007649,07:33:18,2016-08-08
O007650,09:15:43,2024-09-19
O007656,08:17:05,2024-09-01
O007657,14:50:32,2023-09-06
O007659,11:12:46,2020-09-17
O007666,09:04:10,2023-06-24
O007667,16:48:16,2024-05-08
O007668,10:53:48,2014-03-24
O007677,12:49:17,2024-11-11
O007681,09:57:13,2022-12-10
O007686,12:33:57,2019-01-01
O007692,13:40:19,2014-01-01
O007694,18:58:40,2021-06-14
O007699,17:31:44,2024-11-24
O007701,17:27:27,2015-04-21
O007708,13:00:51,2016-07-06
O007710,14:49:39,2022-09-17
O007713,12:01:46,2019-03-23
O007715,10:17:25,2012-01-12
O007724,17:34:26,2024-04-18
O007726,08:47:09,1999-10-12
O007729,16:19:37,2021-07-03
O007732,18:34:21,2023-08-16
O007739,09:02:22,2009-10-23
O007740,18:58:07,2001-11-06
O007741,08:57:04,2020-04-04
O007742,06:51:32,2008-11-19
O007749,18:48:30,2023-04-25
O007751,12:20:09,2017-07-27
O007752,10:11:14,2023-02-18
O007759,17:30:24,2013-05-05
O007763,14:33:55,2024-02-22
O007766,16:25:23,2024-04-14
O007767,15:15:10,2021-02-04
O007772,15:46:46,2009-10-11
O007782,11:01:42,2017-07-02
O007783,14:47:59,2023-01-17
O007785,14:19:55,2012-08-02
O007786,07:40:29,2024-02-28
O007787,12:46:07,2023-02-21
O007790,16:47:12,2004-10-14
O007793,14:13:55,2024-09-15
O007794,09:15:41,2023-08-24
O007803,15:29:16,2015-03-16
O007806,07:54:23,2022-10-21
O007816,15:46:20,2010-03-29
O007817,18:09:21,2021-10-03
O007818,10:12:58,2012-12-20
O007820,16:42:22,2024-10-29
O007822,17:09:41,2024-08-11
O007829,13:12:42,2024-06-09
O007835,14:47:34,2024-10-25
O007841,15:26:55,2018-07-17
O007842,18:32:41,2021-08-28
O007844,15:41:45,2019-04-01
O007847,06:41:56,2024-12-12
O007859,11:20:38,2002-11-21
O007861,06:55:52,2016-07-28
O007864,11:41:17,2018-12-25
O007865,14:25:08,2022-05-22
O007868,14:11:12,2022-07-06
O007870,16:54:51,2021-01-04
O007872,11:25:42,2022-03-05
O007879,12:17:16,2019-12-29
O007884,10:33:05,2021-08-28
O007890,10:02:37,2006-11-04
O007891,07:21:54,2021-04-16
O007894,17:02:06,2013-03-31
O007904,11:46:53,1999-03-11
O007906,09:17:22,2024-07-30
O007907,07:47:27,2021-12-05
O007910,18:41:37,2022-12-25
O007916,07:32:32,2022-12-02
O007917,15:41:34,2013-08-12
O007930,17:10:02,2022-09-27
O007932,12:41:04,2020-02-29
O007934,09:23:36,2023-03-08
O007936,09:26:21,2015-05-14
O007937,16:16:50,2008-08-22
O007940,09:03:24,2024-06-28
O007941,10:12:13,2023-12-02
O007942,18:08:51,2022-10-09
O007945,15:48:23,2024-02-04
O007949,14:20:27,2023-12-16
O007951,06:58:11,2017-12-01
O007952,16:18:47,2018-01-15
O007953,12:39:25,2011-07-19
O007954,18:50:50,2024-10-26
O007957,12:28:53,2017-04-29
O007958,14:26:08,2014-10-12
O007961,17:04:31,2022-01-01
O007965,17:34:48,2024-12-10
O007969,17:13:56,2022-09-09
O007971,09:16:23,2015-03-24
O007973,15:57:17,2001-05-17
O007975,14:01:08,2019-12-14
O007976,18:03:42,2021-02-11
O007978,14:24:39,2023-09-11
O007979,07:46:09,2017-10-14
O007980,13:29:37,2002-07-02
O007982,12:49:07,2023-08-05
O007983,07:50:40,2007-07-16
O007984,16:05:04,2023-02-15
O007987,07:38:05,2006-06-26
O007989,16:30:52,2024-07-21
O007991,06:55:55,2019-10-26
O007994,10:31:41,2021-04-08
O007996,17:05:38,2016-05-31
O007999,08:56:05,2024-09-05
O008001,09:38:45,2018-03-23
O008005,11:27:58,2014-10-09
O008007,17:06:04,2024-11-30
O008008,10:00:24,2022-06-16
O008009,08:01:07,2010-08-12
O008010,18:12:21,2017-09-07
O008012,10:05:37,2024-11-21
O008013,12:25:24,2022-01-08
O008014,10:53:18,2023-07-01
O008018,14:01:24,2013-10-13
O008019,15:38:14,2013-08-27
O008020,08:17:34,2020-09-08
O008022,15:36:17,2017-09-02
O008023,12:58:11,2023-01-16
O008027,15:16:45,2015-02-21
O008030,13:53:58,2018-11-19
O008037,13:15:13,2018-03-12
O008039,09:45:35,2002-12-16
O008042,08:22:07,2004-07-18
O008043,14:47:04,2023-02-08
O008044,16:28:09,2017-12-09
O008048,10:53:50,2011-07-22
O008051,13:38:59,2023-06-19
O008055,09:28:26,2024-11-15
O008056,17:40:16,2020-12-14
O008057,09:44:40,2020-01-21
O008061,12:27:13,2019-10-05
O008065,09:47:12,2022-05-10
O008066,09:29:46,2018-09-15
O008067,12:17:59,2016-01-07
O008068,18:06:21,2016-12-04
O008070,17:11:37,2016-11-02
O008072,14:06:08,2024-07-17
O008077,17:03:40,2020-04-16
O008081,10:10:59,2020-03-30
O008085,08:41:06,2019-10-08
O008087,17:43:47,2023-10-14
O008088,14:23:16,2019-04-22
O008090,15:17:17,2020-10-22
O008092,10:54:12,2024-03-26
O008093,08:35:11,2024-07-15
O008094,14:02:53,2022-09-04
O008096,17:24:11,2023-11-27
O008097,14:08:19,2008-08-23
O008101,08:19:43,2021-11-03
O008103,07:14:25,2008-09-28
O008105,14:01:42,2015-08-31
O008107,10:30:25,2013-02-12
O008111,10:08:20,2021-04-05
O008112,17:44:33,2021-11-11
O008113,09:41:09,2021-02-13
O008117,13:33:50,2019-12-08
O008119,11:04:09,2011-01-23
O008121,16:19:55,2016-09-06
O008122,18:48:57,2024-03-10
O008124,14:25:37,2023-08-30
O008129,07:05:51,2022-01-27
O008130,07:21:53,2020-05-04
O008135,09:25:59,2018-12-10
O008140,10:29:23,2024-05-19
O008143,16:24:37,2018-03-23
O008153,16:00:17,2022-05-10
O008158,09:37:14,2024-11-08
O008159,12:50:57,2024-06-28
O008160,17:05:45,2016-04-14
O008161,18:43:06,2021-11-29
O008165,13:19:31,2017-04-30
O008168,09:28:20,2024-08-05
O008169,13:51:28,2011-08-02
O008171,12:35:45,2021-07-17
O008173,10:37:25,2011-11-18
O008175,12:43:43,2023-07-01
O008177,07:20:58,2022-04-10
O008178,08:24:57,2020-06-15
O008182,16:44:18,2016-04-17
O008189,11:22:24,2019-05-19
O008191,14:34:47,2023-08-18
O008192,13:18:09,2021-10-31
O008195,13:43:59,2024-08-02
O008198,15:52:11,2024-06-20
O008200,12:08:32,2022-06-24
O008213,07:37:58,2012-05-23
O008214,18:03:56,2024-11-16
O008216,12:43:26,2019-05-29
O008220,11:06:39,2023-07-24
O008222,15:40:29,2022-07-17
O008227,12:52:15,2000-02-07
O008234,08:07:41,2022-06-14
O008235,13:57:46,2013-09-20
O008238,11:22:57,2002-02-24
O008239,15:18:10,2020-06-19
O008243,10:13:49,2017-12-03
O008244,13:42:32,2021-05-07
O008247,11:38:28,2014-05-15
O008248,15:45:00,2021-06-26
O008251,12:07:03,2017-05-13
O008254,13:54:10,2018-03-13
O008256,09:32:20,2021-12-23
O008257,11:43:17,2019-06-09
O008264,17:26:00,2017-08-27
O008266,13:29:52,2017-01-02
O008268,15:21:19,2023-06-10
O008274,13:33:03,2023-12-24
O008275,10:03:37,2017-05-14
O008279,08:42:21,2024-07-27
O008283,07:47:18,2021-07-01
O008287,12:11:03,2015-03-22
O008288,11:50:21,2023-05-16
O008289,16:07:00,2024-12-02
O008300,10:08:11,2016-06-04
O008302,08:44:11,2009-04-07
O008303,14:05:05,2008-03-26
O008306,14:47:53,2018-12-21
O008307,11:34:13,2017-12-23
O008311,10:39:40,2020-12-01
O008312,08:16:06,2017-09-25
O008313,06:59:52,2006-07-17
O008315,07:04:18,2013-12-21
O008323,10:47:20,2020-07-08
O008325,14:02:46,2022-09-28
O008326,15:16:17,2023-12-24
O008329,10:53:14,2013-01-25
O008334,17:13:53,2012-10-15
O008335,15:20:11,2014-06-12
O008338,18:02:49,2017-06-28
O008339,06:48:38,2022-11-08
O008342,07:53:06,2017-01-26
O008344,07:52:23,2011-12-02
O008345,09:07:41,2009-12-27
O008347,18:43:00,2024-08-28
O008349,06:37:58,2014-10-04
O008359,11:20:37,2020-05-05
O008362,08:04:07,2019-12-18
O008364,15:28:12,2020-10-26
O008366,06:39:06,2024-03-23
O008371,09:59:05,2024-04-10
O008374,09:20:55,2017-01-28
O008375,15:46:14,2024-12-13
O008378,09:13:35,2024-03-09
O008381,09:20:29,2017-11-05
O008382,11:34:13,2019-08-04
O008386,11:57:12,2019-02-14
O008387,07:38:01,2024-10-03
O008389,15:30:51,2011-05-03
O008396,17:11:23,2016-01-30
O008397,14:20:00,2024-02-03
O008398,14:56:01,2020-11-29
O008400,09:43:17,2016-01-09
O008402,09:02:48,2022-08-16
O008409,13:29:35,2021-11-27
O008410,13:10:28,2008-11-22
O008412,08:30:00,2011-10-13
O008419,14:14:18,2024-01-20
O008422,11:56:02,2017-11-10
O008423,18:29:42,2023-10-31
O008425,12:28:56,2024-08-18
O008426,17:56:40,2024-03-05
O008429,17:49:00,2024-05-22
O008435,07:04:17,2010-09-04
O008442,17:15:54,2020-10-04
O008447,06:30:39,2024-11-11
O008451,18:17:10,2024-06-01
O008453,12:30:21,2007-07-16
O008455,18:57:56,2024-01-24
O008457,07:39:19,2023-06-07
O008460,15:11:52,2024-10-31
O008463,14:29:27,2018-10-30
O008466,12:03:55,2018-07-20
O008467,09:26:58,2024-10-23
O008470,06:33:10,2014-11-27
O008472,18:37:15,2024-06-03
O008473,17:24:10,2015-07-05
O008474,12:56:25,2018-03-11
O008479,18:24:36,2017-06-10
O008482,13:37:09,2012-01-30
O008483,16:27:50,2011-01-16
O008490,15:52:50,2022-12-23
O008495,17:54:45,2004-05-22
O008499,13:20:19,2020-10-09
O008501,15:49:20,2023-11-23
O008505,07:11:25,2014-02-08
O008506,13:59:18,2023-10-03
O008510,07:47:38,2019-12-28
O008511,12:37:40,2012-02-27
O008516,15:00:14,2010-11-30
O008519,13:34:05,2021-03-23
O008524,15:09:59,2021-03-01
O008527,10:25:26,2024-07-28
O008528,14:33:17,2023-08-01
O008530,13:54:26,2017-12-05
O008531,13:58:38,2017-06-22
O008536,18:58:01,2000-01-22
O008540,09:59:05,2013-07-01
O008542,11:35:15,2024-03-05
O008547,13:06:39,2009-09-02
O008554,10:48:58,2014-02-20
O008560,16:35:41,2022-11-11
O008566,08:45:26,2022-03-06
O008573,08:50:23,2012-12-21
O008575,11:02:02,2023-09-04
O008576,18:03:35,2019-12-28
O008578,17:53:09,2023-10-17
O008581,13:04:09,2016-07-27
O008585,13:29:52,2017-06-26
O008589,08:14:47,2020-05-31
O008595,11:16:45,2002-06-02
O008596,12:10:38,2023-09-13
O008599,08:31:18,2024-04-02
O008600,10:37:44,2021-09-02
O008606,09:01:26,2022-07-29
O008609,08:45:03,2020-12-14
O008623,08:05:55,2024-02-27
O008624,09:42:40,2023-05-27
O008625,07:53:42,2019-01-04
O008626,14:53:22,2021-05-21
O008629,09:03:05,2018-04-27
O008631,17:09:21,2020-05-25
O008632,12:57:29,2018-05-01
O008633,14:48:33,2016-02-09
O008638,17:01:53,2012-06-24
O008644,12:09:20,2023-09-15
O008648,17:29:21,2022-02-02
O008652,07:46:10,2016-04-30
O008653,18:35:01,2007-02-23
O008654,17:18:33,2015-06-25
O008656,15:46:29,2020-06-27
O008658,08:11:13,2015-10-09
O008659,11:02:25,2018-03-21
O008660,17:02:30,2007-11-29
O008661,12:46:04,2023-05-31
O008662,10:04:51,2016-07-02
O008663,09:39:20,2023-12-29
O008668,18:37:02,2024-11-19
O008669,07:42:47,2019-08-18
O008673,10:07:01,2016-10-16
O008674,09:17:32,2023-06-02
O008676,15:05:15,2022-08-03
O008680,12:34:08,2014-11-17
O008682,11:47:18,2024-07-13
O008684,13:00:38,2022-04-23
O008685,13:26:18,2021-06-16
O008686,11:36:31,2023-09-03
O008687,17:53:15,2024-04-06
O008688,15:08:08,2004-02-29
O008691,11:23:15,2007-12-13
O008693,15:50:41,2021-10-31
O008694,09:26:07,2021-07-30
O008700,08:02:10,2013-07-16
O008710,09:55:30,2024-12-18
O008714,14:42:37,2024-10-14
O008717,07:09:42,2019-04-16
O008718,13:54:39,2024-05-04
O008723,15:35:45,2022-05-22
O008726,08:27:38,2024-06-26
O008731,11:39:17,2021-06-04
O008734,13:50:07,2014-01-06
O008741,15:39:19,2011-10-20
O008742,10:08:00,2024-10-19
O008743,09:01:08,2020-09-08
O008748,18:39:16,2021-07-23
O008752,06:48:33,2015-10-02
