OFORDER_ID,TABLE_NUMBER,EMPLOYEE_ID,BRANCH_ID,EMPLYEE_RATING
O025215,48,E006161,B001,5
O025217,25,E009530,B001,1
O025220,3,E008392,B001,5
O025222,27,E005840,B001,2
O025225,42,E006131,B001,5
O025226,17,E006287,B001,3
O025229,14,E011242,B001,1
O025230,14,E002563,B001,5
O025232,16,E002514,B001,5
O025237,40,E001177,B001,5
O025240,26,E001539,B001,5
O025243,46,E007589,B001,3
O025250,23,E002773,B001,5
O025253,20,E014506,B001,5
O025257,5,E001989,B001,5
O025259,21,E005776,B001,1
O025261,41,E009729,B001,5
O025265,21,E000214,B001,5
O025266,19,E005486,B001,5
O025268,11,E013181,B001,5
O025272,46,E008434,B001,5
O025277,42,E007461,B001,5
O025279,30,E003984,B001,2
O025281,22,E002196,B001,1
O025284,47,E012470,B001,3
O025288,4,E007843,B001,2
O025292,3,E000090,B001,5
O025294,28,E004083,B001,5
O025296,15,E006072,B001,5
O025297,36,E012022,B001,5
O025301,35,E010389,B001,5
O025303,35,E006787,B001,3
O025306,3,E008424,B001,3
O025309,44,E010192,B001,2
O025313,28,E010479,B001,3
O025314,9,E007415,B001,4
O025315,2,E009117,B001,5
O025316,24,E006804,B001,2
O025319,2,E012718,B001,5
O025328,8,E002502,B001,5
O025329,18,E007649,B001,5
O025331,15,E012327,B001,5
O025333,4,E014122,B001,5
O025334,27,E007364,B001,5
O025335,15,E007123,B001,5
O025337,14,E011353,B001,5
O025338,10,E003688,B001,5
O025339,14,E007407,B001,5
O025341,11,E012478,B001,3
O025342,9,E011348,B001,5
O025343,13,E006902,B001,5
O025344,41,E005360,B001,5
O025346,49,E004104,B001,2
O025350,12,E002869,B001,3
O025353,2,E007889,B001,5
O025355,13,E004056,B001,5
O025356,7,E012034,B001,5
O025357,37,E005580,B001,5
O025359,4,E009605,B001,5
O025365,13,E006429,B001,5
O025367,31,E005508,B001,4
O025368,22,E012437,B001,5
O025371,12,E007850,B001,4
O025375,35,E004536,B001,5
O025376,47,E014082,B001,5
O025377,37,E001564,B001,4
O025379,19,E011215,B001,1
O025381,31,E007279,B001,2
O025382,12,E005915,B001,2
O025383,9,E004840,B001,5
O025389,9,E003649,B001,5
O025392,39,E010854,B001,5
O025394,4,E009218,B001,5
O025395,22,E000134,B001,5
O025397,15,E005189,B001,5
O025405,33,E003468,B001,5
O025406,9,E003185,B001,4
O025409,8,E009780,B001,5
O025415,16,E009014,B001,5
O025416,44,E002399,B001,2
O025419,30,E013615,B001,5
O025421,29,E002388,B001,3
O025423,40,E013800,B001,5
O025424,44,E000372,B001,5
O025427,9,E000424,B001,1
O025433,6,E004879,B001,5
O025436,33,E000768,B001,4
O025441,22,E011453,B001,5
O025443,43,E011458,B001,1
O025446,27,E012512,B001,5
O025449,7,E011356,B001,5
O025451,33,E014572,B001,5
O025453,12,E014156,B001,5
O025454,11,E012048,B001,5
O025457,36,E012367,B001,5
O025458,43,E002264,B001,5
O025460,32,E014531,B001,5
O025465,14,E004011,B001,5
O025468,14,E003152,B001,5
O025471,7,E006504,B001,5
O025473,42,E004183,B001,5
O025475,50,E013101,B001,1
O025481,47,E007815,B001,3
O025482,45,E007752,B001,5
O025483,3,E006137,B001,5
O025488,10,E010460,B001,5
O025493,17,E011088,B001,5
O025495,46,E004141,B001,5
O025497,17,E012154,B001,5
O025502,48,E003984,B001,5
O025503,5,E009441,B001,5
O025504,32,E003288,B001,5
O025506,46,E008933,B001,5
O025508,9,E009566,B001,5
O025512,7,E000474,B001,5
O025522,46,E006166,B001,5
O025525,6,E004556,B001,5
O025528,5,E000062,B001,2
O025530,1,E007979,B001,5
O025533,7,E011691,B001,2
O025536,3,E014098,B001,5
O025553,21,E011111,B001,5
O025567,33,E012944,B001,5
O025572,7,E007379,B001,4
O025578,22,E005472,B001,5
O025581,4,E008740,B001,5
O025583,32,E013763,B001,5
O025588,40,E012042,B001,5
O025590,12,E014043,B001,5
O025593,9,E002624,B001,5
O025599,47,E006184,B001,5
O025604,35,E011983,B001,2
O025608,11,E009978,B001,5
O025610,25,E010227,B001,3
O025611,18,E012509,B001,5
O025612,44,E011984,B001,5
O025615,18,E001286,B001,5
O025619,23,E014016,B001,5
O025621,47,E005979,B001,5
O025623,44,E004744,B001,4
O025624,33,E004257,B001,5
O025625,7,E002254,B001,5
O025626,28,E001613,B001,5
O025627,45,E009492,B001,1
O025630,33,E004605,B001,5
O025636,25,E008847,B001,2
O025644,25,E010990,B001,5
O025650,12,E003685,B001,4
O025654,5,E013191,B001,5
O025655,26,E000804,B001,3
O025656,44,E002569,B001,5
O025657,42,E010479,B001,5
O025660,15,E002121,B001,5
O025661,35,E014141,B001,5
O025664,40,E010167,B001,5
O025672,4,E005832,B001,5
O025673,47,E013101,B001,5
O025675,32,E009636,B001,3
O025679,12,E012468,B001,5
O025680,47,E001526,B001,5
O025681,6,E012751,B001,4
O025683,3,E001105,B001,5
O025684,3,E014527,B001,5
O025688,34,E011272,B001,5
O025692,19,E001076,B001,5
O025694,35,E012828,B001,5
O025697,28,E004886,B001,5
O025704,10,E009509,B001,5
O025705,7,E002641,B001,4
O025706,46,E009750,B001,5
O025707,17,E006575,B001,5
O025709,18,E008610,B001,5
O025713,37,E003396,B001,5
O025714,7,E004391,B001,5
O025716,45,E002609,B001,5
O025717,45,E014637,B001,5
O025721,13,E008718,B001,5
O025723,28,E014846,B001,5
O025726,43,E008255,B001,5
O025727,34,E012689,B001,5
O025728,18,E014109,B001,5
O025735,16,E011902,B001,5
O025736,26,E007014,B001,5
O025737,9,E007532,B001,3
O025741,36,E011155,B001,5
O025742,43,E010256,B001,5
O025744,4,E008036,B001,3
O025747,17,E011415,B001,5
O025751,2,E009749,B001,5
O025763,26,E006385,B001,5
O025766,2,E000301,B001,5
O025768,32,E006084,B001,5
O025769,38,E003349,B001,3
O025772,17,E013176,B001,1
O025776,15,E003975,B001,5
O025782,41,E013133,B001,1
O025783,29,E006186,B001,2
O025784,8,E001221,B001,4
O025789,43,E013298,B001,3
O025791,21,E008343,B001,5
O025793,38,E010339,B001,5
O025795,3,E011093,B001,4
O025796,47,E001776,B001,5
O025799,13,E014332,B001,5
O025800,17,E002689,B001,5
O025801,35,E009851,B001,5
O025808,19,E007573,B001,5
O025812,21,E002650,B001,5
O025813,39,E000431,B001,5
O025818,34,E001723,B001,5
O025821,37,E008637,B001,2
O025825,31,E009425,B001,5
O025827,19,E009518,B001,5
O025830,34,E003532,B001,1
O025831,21,E014197,B001,5
O025837,39,E001438,B001,2
O025838,10,E009204,B001,3
O025848,48,E004641,B001,1
O025849,15,E003702,B001,5
O025851,35,E013548,B001,5
O025853,24,E002060,B001,5
O025854,29,E014618,B001,5
O025855,44,E002226,B001,5
O025858,23,E005485,B001,5
O025862,15,E013794,B001,5
O025864,42,E006634,B001,2
O025865,38,E007697,B001,5
O025868,11,E008222,B001,2
O025869,6,E006181,B001,5
O025871,42,E010017,B001,3
O025880,6,E005598,B001,3
O025885,17,E001501,B001,5
O025889,49,E004875,B001,1
O025893,29,E004401,B001,1
O025894,30,E012423,B001,5
O025895,2,E010586,B001,3
O025897,37,E014560,B001,3
O025904,5,E010848,B001,2
O025905,37,E013825,B001,5
O025907,13,E003727,B001,5
O025908,29,E010316,B001,2
O025918,9,E004495,B001,5
O025929,43,E002316,B001,5
O025930,2,E006102,B001,1
O025932,44,E003414,B001,5
O025934,2,E001776,B001,5
O025935,5,E000669,B001,3
O025937,21,E008387,B001,2
O025938,24,E003866,B001,3
O025940,43,E012954,B001,5
O025944,38,E011978,B001,4
O025947,25,E010621,B001,2
O025948,38,E001052,B001,5
O025949,17,E000049,B001,4
O025956,6,E012451,B001,5
O025957,13,E010911,B001,5
O025958,40,E004806,B001,5
O025959,4,E011975,B001,3
O025960,10,E000022,B001,5
O025966,41,E004284,B001,5
O025973,16,E004223,B001,5
O025977,19,E002236,B001,3
O025980,11,E012828,B001,5
O025988,37,E012832,B001,5
O025989,4,E013340,B001,5
O025997,30,E005132,B001,1
O026003,19,E008980,B001,2
O026005,26,E002482,B001,1
O026006,24,E006826,B001,5
O026007,20,E000716,B001,5
O026010,13,E012688,B001,5
O026018,32,E014448,B001,5
O026027,25,E008099,B001,4
O026030,27,E013437,B001,5
O026032,12,E003249,B001,5
O026036,33,E004960,B001,1
O026038,41,E007384,B001,5
O026041,31,E011698,B001,5
O026042,47,E003377,B001,5
O026056,24,E011214,B001,5
O026058,34,E008529,B001,5
O026064,28,E013937,B001,4
O026068,33,E001956,B001,5
O026069,39,E006196,B001,5
O026072,5,E009095,B001,3
O026073,37,E011470,B001,5
O026075,47,E003988,B001,5
O026084,17,E005511,B001,5
O026088,49,E006478,B001,5
O026089,33,E006798,B001,5
O026098,22,E000988,B001,1
O026099,39,E012777,B001,5
O026100,44,E000392,B001,5
O026101,27,E009623,B001,5
O026103,15,E000082,B001,5
O026106,6,E005440,B001,5
O026108,32,E012481,B001,3
O026110,14,E003149,B001,5
O026114,16,E004959,B001,5
O026118,24,E014524,B001,5
O026119,15,E011668,B001,5
O026120,12,E003862,B001,5
O026121,5,E002427,B001,1
O026125,38,E007657,B001,3
O026131,3,E000901,B001,5
O026132,1,E013106,B001,2
O026142,13,E011912,B001,1
O026143,41,E006557,B001,5
O026149,49,E009116,B001,5
O026150,32,E009386,B001,3
O026152,28,E008832,B001,5
O026156,11,E008647,B001,1
O026168,30,E007450,B001,5
O026175,14,E002646,B001,5
O026181,19,E004590,B001,5
O026182,27,E008216,B001,3
O026183,28,E000718,B001,5
O026187,48,E008559,B001,5
O026189,10,E012876,B001,1
O026195,1,E005056,B001,5
O026205,46,E008913,B001,5
O026207,14,E004927,B001,5
O026209,44,E012413,B001,2
O026210,13,E001183,B001,5
O026211,18,E004900,B001,5
O026213,6,E002435,B001,5
O026214,29,E007730,B001,5
O026222,29,E013988,B001,5
O026226,20,E002438,B001,4
O026227,23,E004976,B001,5
O026230,22,E002353,B001,5
O026231,5,E004385,B001,5
O026235,40,E002241,B001,4
O026237,8,E009856,B001,3
O026238,13,E000858,B001,5
O026239,17,E008426,B001,5
O026240,35,E001531,B001,5
O026244,18,E006266,B001,5
O026250,19,E014472,B001,5
O026251,16,E011430,B001,5
O026255,43,E008535,B001,5
O026258,35,E012916,B001,5
O026259,27,E008356,B001,1
O026262,7,E005426,B001,1
O026265,30,E012057,B001,2
O026267,38,E007610,B001,5
O026271,40,E001999,B001,5
O026273,49,E005090,B001,2
O026276,3,E014703,B001,5
O026279,16,E011109,B001,5
O026283,27,E011801,B001,5
O026287,50,E009590,B001,3
O026292,26,E012907,B001,3
O026294,13,E012328,B001,4
O026298,23,E003389,B001,5
O026299,20,E006942,B001,5
O026302,11,E014256,B001,1
O026303,35,E005823,B001,5
O026304,24,E010284,B001,5
O026305,5,E000023,B001,2
O026310,7,E004966,B001,5
O026311,12,E004772,B001,5
O026315,21,E003419,B001,5
O026320,8,E011879,B001,5
O026321,16,E002992,B001,5
O026323,19,E010368,B001,5
O026324,20,E009969,B001,1
O026327,35,E002237,B001,5
O026330,24,E012240,B001,5
O026331,42,E002980,B001,5
O026335,34,E001651,B001,5
O026336,9,E009944,B001,1
O026339,11,E009191,B001,4
O026340,48,E014012,B001,5
O026341,29,E000324,B001,5
O026345,25,E012677,B001,2
O026348,35,E012265,B001,5
O026349,23,E014972,B001,1
O026351,4,E006969,B001,5
O026352,25,E014866,B001,5
O026354,45,E011604,B001,5
O026355,37,E008543,B001,3
O026364,20,E003435,B001,4
O026367,44,E014651,B001,5
O026368,7,E008549,B001,5
O026369,45,E002405,B001,4
O026372,5,E011485,B001,5
O026373,4,E009529,B001,5
O026377,4,E012925,B001,2
O026379,45,E013267,B001,5
O026380,38,E007590,B001,5
O026381,23,E003841,B001,3
O026382,18,E006992,B001,5
O026384,34,E014819,B001,5
O026386,24,E005322,B001,5
O026387,35,E011108,B001,5
O026389,9,E005406,B001,3
O026395,15,E003238,B001,5
O026397,45,E014580,B001,5
O026400,35,E008455,B001,5
O026401,46,E008168,B001,2
O026408,36,E007665,B001,3
O026409,22,E003428,B001,5
O026410,46,E014617,B001,5
O026411,47,E012225,B001,5
O026412,11,E004726,B001,2
O026414,47,E011583,B001,1
O026418,24,E004526,B001,5
O026424,16,E001975,B001,5
O026426,15,E011194,B001,5
O026427,29,E012787,B001,5
O026430,4,E001444,B001,5
O026434,12,E005810,B001,5
O026436,23,E014279,B001,5
O026437,42,E012439,B001,5
O026438,19,E002299,B001,5
O026440,10,E003200,B001,5
O026441,44,E011014,B001,5
O026452,27,E008927,B001,1
O026454,2,E006684,B001,2
O026456,18,E003729,B001,2
O026458,48,E011487,B001,5
O026459,32,E005214,B001,1
O026460,16,E010640,B001,2
O026465,21,E014839,B001,5
O026466,44,E009434,B001,5
O026467,4,E004651,B001,5
O026468,3,E006614,B001,5
O026469,21,E007498,B001,5
O026470,28,E005173,B001,5
O026471,42,E007242,B001,5
O026472,45,E003463,B001,5
O026477,25,E005770,B001,5
O026479,7,E011045,B001,5
O026480,15,E008877,B001,5
O026481,5,E012670,B001,5
O026482,22,E014158,B001,1
O026484,20,E014605,B001,1
O026485,37,E001536,B001,5
O026488,20,E002641,B001,5
O026494,20,E004511,B001,5
O026503,29,E011667,B001,5
O026504,22,E011818,B001,5
O026506,10,E009016,B001,5
O026507,26,E013308,B001,5
O026509,27,E000663,B001,3
O026512,4,E007481,B001,5
O026514,25,E007713,B001,4
O026517,24,E014351,B001,2
O026518,27,E013086,B001,5
O026519,4,E005631,B001,2
O026521,15,E005304,B001,5
O026522,22,E009276,B001,2
O026526,39,E010267,B001,5
O026527,32,E010227,B001,5
O026528,31,E006356,B001,5
O026529,18,E011408,B001,1
O026532,46,E009411,B001,5
O026535,37,E014626,B001,5
O026536,50,E009288,B001,5
O026537,29,E005778,B001,5
O026539,50,E001076,B001,5
O026541,40,E006341,B001,5
O026542,33,E011504,B001,5
O026545,30,E004422,B001,5
O026548,30,E004347,B001,1
O026551,5,E003513,B001,5
O026554,10,E001773,B001,1
O026556,27,E005470,B001,1
O026557,43,E005863,B001,5
O026560,18,E014332,B001,5
O026561,31,E000560,B001,5
O026569,5,E004650,B001,5
O026570,47,E013632,B001,5
O026574,35,E013601,B001,5
O026575,19,E014846,B001,3
O026577,20,E003204,B001,3
O026588,42,E004033,B001,5
O026591,36,E003868,B001,5
O026594,26,E003977,B001,5
O026595,21,E010479,B001,5
O026597,12,E001257,B001,5
O026601,50,E004918,B001,5
O026605,45,E004924,B001,5
O026609,21,E004254,B001,1
O026611,49,E009470,B001,5
O026614,18,E005551,B001,5
O026615,31,E014376,B001,5
O026616,31,E008614,B001,5
O026617,35,E014303,B001,5
O026619,26,E011379,B001,2
O026620,37,E005368,B001,1
O026622,22,E011380,B001,5
O026628,38,E001974,B001,5
O026637,7,E014204,B001,5
O026640,24,E012653,B001,5
O026642,27,E013487,B001,5
O026654,34,E001657,B001,3
O026655,11,E001550,B001,5
O026667,23,E006351,B001,3
O026672,11,E013203,B001,5
O026677,49,E013319,B001,5
O026679,40,E008742,B001,5
O026680,20,E006322,B001,5
O026690,19,E014315,B001,5
O026700,40,E013342,B001,1
O026706,33,E005991,B001,3
O026707,20,E005089,B001,2
O026710,29,E001299,B001,5
O026713,9,E000068,B001,5
O026714,37,E005885,B001,5
O026723,24,E001876,B001,5
O026724,45,E000556,B001,5
O026726,29,E005400,B001,2
O026729,32,E013428,B001,5
O026731,7,E006865,B001,5
O026732,21,E009912,B001,5
O026736,11,E012707,B001,4
O026737,24,E000783,B001,5
O026739,50,E000114,B001,5
O026740,40,E012671,B001,5
O026741,43,E007420,B001,4
O026747,32,E010142,B001,4
O026748,25,E005537,B001,4
O026750,9,E011887,B001,5
O026751,35,E009899,B001,5
O026753,49,E001469,B001,5
O026754,40,E004244,B001,5
O026758,48,E003805,B001,5
O026763,7,E012422,B001,5
O026765,48,E011937,B001,5
O026766,27,E000599,B001,3
O026767,17,E013014,B001,5
O026775,33,E000528,B001,4
O026780,46,E012537,B001,5
O026782,25,E008201,B001,5
O026784,32,E010410,B001,5
O026788,43,E002691,B001,5
O026789,28,E006102,B001,5
O026791,21,E014218,B001,5
O026798,41,E012485,B001,5
O026803,9,E003749,B001,5
O026805,38,E005566,B001,5
O026814,26,E006447,B001,3
O026816,40,E009207,B001,3
O026817,16,E000849,B001,5
O026819,11,E013413,B001,5
O026831,31,E010630,B001,5
O026832,23,E011494,B001,1
O026833,13,E007126,B001,1
O026836,45,E009150,B001,2
O026837,7,E012216,B001,5
O026843,1,E007477,B001,5
O026846,47,E000287,B001,5
O026847,18,E010978,B001,4
O026848,49,E014237,B001,5
O026855,38,E002443,B001,5
O026858,37,E005718,B001,5
O026861,25,E013472,B001,1
O026864,28,E006070,B001,5
O026865,13,E008005,B001,5
O026871,32,E003546,B001,5
O026873,11,E002099,B001,5
O026875,21,E000219,B001,5
O026876,25,E012328,B001,5
O026877,42,E001084,B001,1
O026878,39,E010127,B001,5
O026879,16,E013013,B001,5
O026880,39,E011841,B001,1
O026882,24,E000463,B001,5
O026884,36,E006939,B001,3
O026888,29,E009422,B001,5
O026892,3,E004083,B001,5
O026896,48,E003651,B001,5
O026898,40,E006798,B001,5
O026901,30,E005973,B001,4
O026904,13,E000115,B001,5
O026916,35,E012084,B001,5
O026921,28,E006716,B001,5
O026930,48,E003516,B001,5
O026931,41,E008863,B001,5
O026934,37,E004584,B001,5
O026935,7,E004305,B001,5
O026938,34,E013994,B001,1
O026940,43,E005656,B001,5
O026943,3,E003046,B001,5
O026954,47,E013675,B001,5
O026955,24,E003387,B001,5
O026958,12,E007142,B001,5
O026959,5,E013153,B001,4
O026962,22,E006010,B001,5
O026964,41,E010547,B001,5
O026965,37,E006430,B001,5
O026966,6,E003300,B001,5
O026970,39,E012808,B001,5
O026972,25,E010338,B001,5
O026979,45,E013684,B001,5
O026981,6,E007077,B001,1
O026982,39,E011727,B001,5
O026985,5,E012515,B001,5
O026987,29,E008251,B001,3
O026988,14,E009885,B001,3
O026989,46,E011067,B001,5
O026990,5,E001558,B001,5
O026996,4,E007181,B001,5
O026999,18,E005300,B001,5
O027000,27,E000072,B001,5
O027011,2,E000469,B001,5
O027018,35,E003157,B001,1
O027019,10,E013891,B001,5
O027020,18,E013577,B001,1
O027021,7,E003406,B001,5
O027024,20,E009800,B001,5
O027028,10,E011790,B001,5
O027033,41,E001294,B001,1
O027034,16,E005991,B001,3
O027042,24,E002044,B001,1
O027044,26,E013190,B001,5
O027048,29,E001015,B001,5
O027055,5,E004910,B001,5
O027058,50,E000310,B001,3
O027061,13,E006078,B001,4
O027063,6,E001773,B001,5
O027064,36,E004633,B001,5
O027068,16,E000047,B001,5
O027072,3,E006663,B001,5
O027073,18,E012387,B001,4
O027078,33,E005344,B001,5
O027080,27,E013221,B001,2
O027081,25,E005172,B001,5
O027083,19,E001792,B001,5
O027084,35,E003377,B001,1
O027086,23,E011971,B001,5
O027091,16,E006591,B001,5
O027093,34,E009026,B001,4
O027097,12,E008263,B001,5
O027099,30,E013076,B001,5
O027100,3,E003899,B001,5
O027104,1,E006395,B001,5
O027105,20,E011701,B001,3
O027106,20,E004414,B001,2
O027110,7,E006277,B001,3
O027113,14,E000103,B001,5
O027116,16,E002210,B001,5
O027117,46,E009399,B001,5
O027123,24,E011205,B001,5
O027125,50,E009916,B001,5
O027126,36,E000079,B001,5
O027130,8,E014472,B001,5
O027138,28,E004923,B001,5
O027140,33,E002983,B001,2
O027141,9,E001477,B001,5
O027142,21,E000649,B001,2
O027147,44,E004890,B001,5
O027153,44,E004932,B001,5
O027156,28,E005523,B001,2
O027166,32,E000476,B001,3
O027167,14,E008169,B001,5
O027168,19,E009127,B001,5
O027170,31,E014384,B001,5
O027178,20,E000701,B001,2
O027180,3,E014526,B001,5
O027186,13,E007308,B001,1
O027188,31,E005642,B001,5
O027193,6,E004073,B001,5
O027194,33,E010693,B001,5
O027199,47,E009952,B001,2
O027201,20,E013746,B001,5
O027202,32,E009226,B001,5
O027203,34,E010823,B001,4
O027217,2,E010597,B001,5
O027220,14,E008933,B001,5
O027225,12,E011529,B001,5
O027226,3,E003269,B001,5
O027232,11,E007287,B001,5
O027235,6,E005352,B001,5
O027237,16,E003725,B001,4
O027239,36,E013699,B001,5
O027241,18,E012549,B001,2
O027242,15,E009713,B001,5
O027248,23,E004611,B001,5
O027250,36,E003568,B001,5
O027259,39,E003602,B001,4
O027261,2,E002092,B001,1
O027263,22,E014206,B001,2
O027265,27,E003944,B001,2
O027266,16,E010320,B001,5
O027270,31,E005207,B001,1
O027275,36,E013961,B001,5
O027276,15,E008660,B001,5
O027277,44,E012544,B001,5
O027279,16,E004572,B001,5
O027283,48,E013841,B001,5
O027295,21,E007124,B001,5
O027297,47,E014750,B001,4
O027298,40,E005186,B001,5
O027299,32,E006715,B001,5
O027302,47,E004214,B001,5
O027303,41,E001764,B001,5
O027307,41,E005834,B001,5
O027309,45,E002897,B001,5
O027310,26,E002911,B001,5
O027315,25,E006013,B001,5
O027316,1,E008387,B001,5
O027320,42,E007312,B001,3
O027327,25,E005339,B001,5
O027339,41,E003059,B001,5
O027341,43,E014394,B001,1
O027342,42,E004793,B001,5
O027346,26,E007333,B001,5
O027347,28,E004066,B001,5
O027348,37,E012429,B001,3
O027357,28,E001640,B001,5
O027358,7,E007207,B001,5
O027374,20,E009271,B001,2
O027380,22,E007589,B001,5
O027383,17,E002834,B001,4
O027386,33,E005486,B001,5
O027389,6,E003280,B001,5
O027390,27,E003050,B001,5
O027396,33,E000409,B001,5
O027399,46,E003388,B001,4
O027401,14,E003887,B001,3
O027404,47,E014438,B001,1
O027407,10,E014739,B001,5
O027408,38,E002113,B001,2
O027416,27,E003178,B001,5
O027417,4,E012900,B001,5
O027418,22,E009745,B001,2
O027419,48,E014287,B001,5
O027445,11,E008500,B001,5
O027447,14,E004658,B001,5
O027449,40,E011263,B001,5
O027451,35,E000495,B001,5
O027454,30,E005051,B001,5
O027459,35,E012412,B001,5
O027461,10,E014672,B001,5
O027462,34,E004653,B001,5
O027466,39,E002166,B001,5
O027468,26,E014578,B001,3
O027471,29,E002932,B001,1
O027472,8,E000539,B001,3
O027475,2,E004834,B001,5
O027477,12,E005082,B001,1
O027483,35,E007715,B001,1
O027491,13,E013443,B001,5
O027493,32,E003667,B001,5
O027499,28,E009251,B001,3
O027500,23,E004646,B001,5
O027503,19,E006339,B001,5
O027506,38,E007573,B001,5
O027510,9,E010449,B001,1
O027513,1,E002487,B001,5
O027518,9,E012705,B001,5
O027521,39,E003442,B001,5
O027524,30,E014463,B001,2
O027531,25,E003220,B001,5
O027533,27,E009376,B001,5
O027537,27,E013940,B001,5
O027538,31,E002103,B001,5
O027539,45,E011680,B001,5
O027541,37,E006361,B001,5
O027544,18,E009396,B001,5
O027548,15,E008496,B001,5
O027551,47,E013473,B001,5
O027553,16,E002003,B001,2
O027554,36,E007367,B001,5
O027556,33,E013913,B001,4
O027557,49,E012280,B001,2
O027560,23,E005705,B001,5
O027571,29,E009093,B001,5
O027573,3,E004137,B001,5
O027574,37,E012119,B001,4
O027576,35,E006784,B001,5
O027577,25,E000138,B001,5
O027578,13,E012189,B001,5
O027582,39,E000361,B001,5
O027583,36,E000342,B001,5
O027590,5,E001630,B001,5
O027592,44,E010826,B001,4
O027593,5,E013015,B001,5
O027594,41,E002407,B001,5
O027598,27,E014681,B001,5
O027601,11,E008287,B001,5
O027605,31,E004918,B001,4
O027606,11,E014522,B001,5
O027609,7,E000073,B001,5
O027614,26,E004831,B001,5
O027616,27,E001674,B001,5
O027624,5,E001681,B001,5
O027626,10,E002199,B001,3
O027628,12,E000145,B001,5
O027631,2,E007365,B001,5
O027634,29,E004457,B001,5
O027635,7,E001607,B001,5
O027636,34,E000661,B001,4
O027637,15,E014250,B001,5
O027641,30,E013162,B001,5
O027649,33,E010990,B001,5
O027651,39,E003744,B001,5
O027655,38,E010452,B001,5
O027656,5,E002622,B001,5
O027665,27,E007807,B001,5
O027666,16,E001944,B001,5
O027669,27,E007628,B001,5
O027671,5,E000140,B001,5
O027672,39,E014432,B001,5
O027673,17,E000791,B001,5
O027680,11,E007700,B001,2
O027683,16,E006476,B001,1
O027685,38,E008928,B001,5
O027688,28,E006752,B001,5
O027689,20,E008992,B001,1
O027690,46,E011169,B001,5
O027695,7,E007852,B001,5
O027703,37,E001688,B001,5
O027706,23,E014157,B001,3
O027709,11,E005495,B001,5
O027713,33,E010565,B001,5
O027727,28,E013879,B001,4
O027733,12,E005373,B001,5
O027735,43,E012603,B001,5
O027738,43,E003821,B001,5
O027742,2,E002490,B001,5
O027745,40,E001215,B001,3
O027746,41,E003801,B001,5
O027749,42,E006424,B001,5
O027750,34,E000332,B001,5
O027754,27,E006378,B001,2
O027755,23,E014394,B001,5
O027760,1,E005270,B001,5
O027763,33,E010831,B001,5
O027766,35,E011841,B001,5
O027767,23,E014257,B001,5
O027768,50,E014465,B001,2
O027769,49,E006164,B001,5
O027770,21,E001605,B001,5
O027772,30,E008776,B001,5
O027773,34,E013746,B001,5
O027777,37,E006971,B001,5
O027782,35,E007289,B001,5
O027784,15,E012698,B001,5
O027789,40,E002096,B001,5
O027790,32,E011119,B001,5
O027793,29,E012237,B001,5
O027796,11,E011196,B001,1
O027806,3,E009443,B001,5
O027808,45,E010198,B001,4
O027809,3,E008954,B001,5
O027810,34,E010418,B001,3
O027812,3,E006108,B001,1
O027816,13,E009251,B001,5
O027817,16,E011703,B001,5
O027824,3,E013014,B001,5
O027826,17,E009833,B001,4
O027827,48,E002208,B001,5
O027829,7,E012014,B001,5
O027831,22,E014758,B001,5
O027832,45,E012823,B001,3
O027834,36,E011323,B001,3
O027841,30,E003006,B001,5
O027843,41,E003218,B001,5
O027844,22,E010754,B001,5
O027847,25,E004525,B001,5
O027849,22,E002748,B001,1
O027851,22,E003016,B001,5
O027852,33,E003913,B001,5
O027855,12,E001573,B001,5
O027856,14,E004680,B001,5
O027858,4,E010260,B001,5
O027859,35,E006006,B001,5
O027861,47,E008682,B001,5
O027863,1,E000761,B001,5
O027866,49,E008651,B001,5
O027868,31,E007274,B001,5
O027869,48,E002465,B001,5
O027872,20,E008679,B001,5
O027874,10,E008956,B001,5
O027878,47,E001534,B001,5
O027879,33,E006051,B001,5
O027880,10,E009026,B001,5
O027881,31,E011283,B001,5
O027883,20,E000666,B001,5
O027884,19,E013720,B001,5
O027885,5,E001936,B001,4
O027886,16,E000720,B001,3
O027888,48,E007962,B001,5
O027889,32,E014120,B001,5
O027891,21,E006083,B001,5
O027895,13,E012267,B001,4
O027896,3,E002682,B001,5
O027899,4,E003982,B001,5
O027900,32,E009600,B001,5
O027901,10,E003256,B001,5
O027903,39,E009248,B001,5
O027906,8,E010418,B001,5
O027907,48,E011699,B001,5
O027910,38,E002462,B001,5
O027911,16,E005678,B001,5
O027912,35,E004449,B001,5
O027914,4,E001805,B001,1
O027919,13,E008644,B001,2
O027921,28,E002369,B001,3
O027923,29,E014016,B001,5
O027925,22,E009246,B001,1
O027926,2,E004733,B001,5
O027927,35,E012010,B001,5
O027930,13,E007961,B001,5
O027932,7,E012838,B001,5
O027935,43,E011522,B001,5
O027936,22,E010629,B001,1
O027940,49,E000080,B001,5
O027947,15,E005262,B001,5
O027948,21,E008445,B001,5
O027952,3,E000936,B001,3
O027956,24,E014969,B001,1
O027957,47,E009634,B001,4
O027960,25,E013385,B001,5
O027964,28,E011326,B001,5
O027966,32,E000616,B001,5
O027968,19,E010517,B001,2
O027969,47,E005430,B001,5
O027970,10,E005298,B001,3
O027972,16,E012002,B001,5
O027973,27,E005835,B001,5
O027974,36,E000153,B001,1
O027977,40,E001269,B001,5
O027978,39,E002877,B001,5
O027980,22,E003015,B001,5
